2016-2017,Ligue-1
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Monaco,38,30,5,3,95,squads/fd6114db/Monaco-Stats,fd6114db,Monaco
2,Paris S-G,38,27,6,5,87,squads/e2d8892c/Paris-Saint-Germain-Stats,e2d8892c,Paris-Saint-Germain
3,Nice,38,22,12,4,78,squads/132ebc33/Nice-Stats,132ebc33,Nice
4,Lyon,38,21,4,13,67,squads/d53c0b06/Lyon-Stats,d53c0b06,Lyon
5,Marseille,38,17,11,10,62,squads/5725cc7b/Marseille-Stats,5725cc7b,Marseille
6,Bordeaux,38,15,14,9,59,squads/123f3efe/Bordeaux-Stats,123f3efe,Bordeaux
7,Nantes,38,14,9,15,51,squads/d7a486cd/Nantes-Stats,d7a486cd,Nantes
8,Saint-Étienne,38,12,14,12,50,squads/d298ef2c/Saint-Etienne-Stats,d298ef2c,Saint-Etienne
9,Rennes,38,12,14,12,50,squads/b3072e00/Rennes-Stats,b3072e00,Rennes
10,Guingamp,38,14,8,16,50,squads/d41b5f53/Guingamp-Stats,d41b5f53,Guingamp
11,Lille,38,13,7,18,46,squads/cb188c0c/Lille-Stats,cb188c0c,Lille
12,Angers,38,13,7,18,46,squads/69236f98/Angers-Stats,69236f98,Angers
13,Toulouse,38,10,14,14,44,squads/3f8c4b5f/Toulouse-Stats,3f8c4b5f,Toulouse
14,Metz,38,11,10,17,43,squads/f83960ae/Metz-Stats,f83960ae,Metz
15,Montpellier,38,10,9,19,39,squads/281b0e73/Montpellier-Stats,281b0e73,Montpellier
16,Dijon,38,8,13,17,37,squads/8dfb7350/Dijon-Stats,8dfb7350,Dijon
17,Caen,38,10,7,21,37,squads/74229020/Caen-Stats,74229020,Caen
18,Lorient,38,10,6,22,36,squads/d2c87802/Lorient-Stats,d2c87802,Lorient
19,Nancy,38,9,8,21,35,squads/e88fc6e5/Nancy-Stats,e88fc6e5,Nancy
20,Bastia,38,8,10,20,34,squads/6283be2c/Bastia-Stats,6283be2c,Bastia
