Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Raúl Molina,/en/players/91419d20/Raul-Molina,91419d20,Raul-Moli,es ESP,FW,Recreativo
1,Loren,/en/players/a9e310fa/Loren,9e310fa,Lo,es ESP,DF,Recreativo
2,Javi García,/en/players/25831f0b/Javi-Garcia,25831f0b,Javi-Garci,es ESP,DF,Recreativo
3,Diego Camacho,/en/players/ba4b3cf3/Diego-Camacho,ba4b3cf3,Diego-Camacho,es ESP,MF,Recreativo
4,Miguel Ángel Espínola,/en/players/b054680e/Miguel-Angel-Espinola,b054680e,Miguel-Angel-Espino,es ESP,DF,Recreativo
5,Emilio Viqueira,/en/players/5c0b59d4/Emilio-Viqueira,5c0b59d4,Emilio-Viquei,es ESP,MF,Recreativo
6,José Antonio Luque,/en/players/a77694a1/Jose-Antonio-Luque,77694a1,Jose-Antonio-Luqu,es ESP,GK,Recreativo
7,Ignacio Benítez,/en/players/cfb8b7fc/Ignacio-Benitez,cfb8b7fc,Ignacio-Benitez,es ESP,MF,Recreativo
8,Iker Begoña,/en/players/e32aa932/Iker-Begona,32aa932,Iker-Bego,es ESP,"DF,MF",Recreativo
9,Óscar Arpón,/en/players/705d238d/Oscar-Arpon,705d238d,Oscar-Arpo,es ESP,MF,Recreativo
10,Mariano Pernía,/en/players/5f28a2f7/Mariano-Pernia,5f28a2f7,Mariano-Perni,es ESP,DF,Recreativo
11,Mario Bermejo,/en/players/c8dcfee8/Mario-Bermejo,c8dcfee8,Mario-Bermejo,es ESP,FW,Recreativo
12,Alex Pereira,/en/players/b9588381/Alex-Pereira,b9588381,Alex-Perei,ve VEN,DF,Recreativo
13,Juan Merino,/en/players/b83aaa39/Juan-Merino,b83aaa39,Juan-Merino,es ESP,DF,Recreativo
14,David Cubillo,/en/players/d8d2e883/David-Cubillo,d8d2e883,David-Cubillo,es ESP,MF,Recreativo
15,César Quesada,/en/players/c4d547a6/Cesar-Quesada,c4d547a6,Cesar-Quesad,es ESP,GK,Recreativo
16,Xisco,/en/players/efaaae13/Xisco,faaae13,Xisco,es ESP,"FW,MF",Recreativo
17,José Galán,/en/players/7b140e43/Jose-Galan,7b140e43,Jose-G,es ESP,DF,Recreativo
18,Kaiku,/en/players/d30ab207/Kaiku,d30ab207,Kaiku,es ESP,FW,Recreativo
19,Yago Yao,/en/players/a25c8b6c/Yago-Yao,25c8b6c,Yago-Yao,gq EQG,DF,Recreativo
20,Sergio Tejero García,/en/players/1c94ccac/Sergio-Tejero-Garcia,1c94ccac,Sergio-Tejero-Garci,es ESP,DF,Recreativo
21,Quique Romero,/en/players/48e16f25/Quique-Romero,48e16f25,Quique-Romero,es ESP,FW,Recreativo
22,David Gallego,/en/players/10468915/David-Gallego,10468915,David-Gallego,es ESP,MF,Recreativo
23,Joãozinho Neto,/en/players/744824d9/Joaozinho-Neto,744824d9,Joaozinho-Neto,br BRA,FW,Recreativo
24,Manuel Almunia,/en/players/9f6b2f8c/Manuel-Almunia,9f6b2f8c,Manuel-Almuni,es ESP,GK,Recreativo
25,Nelson Zelaya,/en/players/31560fa5/Nelson-Zelaya,31560fa5,Nelson-Z,py PAR,DF,Recreativo
26,Dani Güiza,/en/players/d863ea53/Dani-Guiza,d863ea53,Dani-Guiz,es ESP,FW,Recreativo
28,Miguel Albiol,/en/players/ca8aa471/Miguel-Albiol,ca8aa471,Miguel-Albio,es ESP,MF,Recreativo
29,Ikechukwu Uche,/en/players/ba7c6d25/Ikechukwu-Uche,ba7c6d25,Ikechukwu-Uch,ng NGA,FW,Recreativo
30,Toño,/en/players/2ed4ea81/Tono,2ed4ea81,Tono,es ESP,GK,Recreativo
31,Ximo Enguix,/en/players/cfadea36/Ximo-Enguix,cfadea36,Ximo-Enguix,es ESP,MF,Recreativo
32,Antonio Moreno Fernández,/en/players/47ba6c6d/Antonio-Moreno-Fernandez,47ba6c6d,Antonio-Moreno-Fernandez,es ESP,"FW,MF",Recreativo
33,David Arteaga,/en/players/86d9a411/David-Arteaga,86d9a411,David-Arteag,es ESP,MF,Recreativo
34,Manu del Moral,/en/players/1026f88d/Manu-del-Moral,1026f88d,Manu-del-Mo,es ESP,FW,Recreativo
35,Pedro Baquero,/en/players/55379786/Pedro-Baquero,55379786,Pedro-Baquero,es ESP,DF,Recreativo
36,Francisco Jusué,/en/players/c74f81a1/Francisco-Jusue,c74f81a1,Francisco-Jusu,es ESP,DF,Recreativo
37,Ramón,/en/players/6892efc4/Ramon,6892efc4,Ramo,es ESP,DF,Recreativo
38,Aitor Tornavaca,/en/players/4bdcc842/Aitor-Tornavaca,4bdcc842,Aitor-Tornavac,es ESP,MF,Recreativo
39,Laurențiu Roșu,/en/players/83e63626/Laurentiu-Rosu,83e63626,Laurentiu-Rosu,ro ROU,"FW,MF",Recreativo
40,Mário Silva,/en/players/f5f7fa5f/Mario-Silva,f5f7fa5f,Mario-Silv,pt POR,DF,Recreativo
41,Javi Jiménez,/en/players/f3e8d231/Javi-Jimenez,f3e8d231,Javi-Jimenez,es ESP,MF,Recreativo
42,Ángel Rodríguez,/en/players/81645497/Angel-Rodriguez,81645497,Angel-Rodriguez,es ESP,MF,Recreativo
43,Jesús Galván,/en/players/5f605a71/Jesus-Galvan,5f605a71,Jesus-Galv,es ESP,DF,Recreativo
44,Antonio Calle,/en/players/3d3d63b9/Antonio-Calle,3d3d63b9,Antonio-C,es ESP,FW,Recreativo
45,Verza,/en/players/f972b073/Verza,f972b073,Verz,es ESP,MF,Recreativo
46,Gorka Azkorra,/en/players/b6ba90f9/Gorka-Azkorra,b6ba90f9,Gorka-Azko,es ESP,FW,Recreativo
47,Cheli,/en/players/2d07742d/Cheli,2d07742d,Cheli,es ESP,MF,Recreativo
48,Gastón Casas,/en/players/66258864/Gaston-Casas,66258864,Gaston-C,ar ARG,FW,Recreativo
49,Pablo Coira,/en/players/7099e844/Pablo-Coira,7099e844,Pablo-Coi,es ESP,DF,Recreativo
50,Xavi Valero,/en/players/3db74cf4/Xavi-Valero,3db74cf4,Xavi-Valero,es ESP,GK,Recreativo
51,Dani Bautista,/en/players/135b0a5e/Dani-Bautista,135b0a5e,Dani-Bautist,es ESP,DF,Recreativo
52,José Manuel Mateo,/en/players/d7458f0a/Jose-Manuel-Mateo,d7458f0a,Jose-Manuel-Mateo,es ESP,DF,Recreativo
53,Rafael Barber,/en/players/9af23dc4/Rafael-Barber,9af23dc4,Rafael-Barb,es ESP,MF,Recreativo
54,Iago Bouzón,/en/players/2b687c98/Iago-Bouzon,2b687c98,Iago-Bouzo,es ESP,DF,Recreativo
55,Juvenal,/en/players/b26bf947/Juvenal,b26bf947,Juv,gq EQG,MF,Recreativo
56,Antonio Valencia,/en/players/08aa17d0/Antonio-Valencia,08aa17d0,Antonio-Valenci,ec ECU,"DF,MF",Recreativo
57,﻿Jesús Vázquez,/en/players/96b3239f/Jesus-Vazquez,96b3239f,Jesus-Vazquez,es ESP,MF,Recreativo
58,Santi Cazorla,/en/players/e2e9c250/Santi-Cazorla,2e9c250,Santi-Cazo,es ESP,MF,Recreativo
59,Javier López Vallejo,/en/players/54562263/Javier-Lopez-Vallejo,54562263,Javier-Lopez-Vallejo,es ESP,GK,Recreativo
60,Beto,/en/players/c9837c1b/Beto,c9837c1b,Beto,pt POR,DF,Recreativo
61,Mario,/en/players/e6ede7f4/Mario,6ede7f4,Mario,es ESP,DF,Recreativo
62,Florent Sinama Pongolle,/en/players/f222974d/Florent-Sinama-Pongolle,f222974d,Florent-Sinama-Pongo,fr FRA,FW,Recreativo
63,Poli,/en/players/1e21189f/Poli,1e21189f,Poli,es ESP,DF,Recreativo
64,Juanma,/en/players/f4f22926/Juanma,f4f22926,Juanm,es ESP,MF,Recreativo
65,Edu Moya,/en/players/7da62f29/Edu-Moya,7da62f29,Edu-Mo,es ESP,"DF,MF",Recreativo
66,Pablo Amo,/en/players/2ee60d39/Pablo-Amo,2ee60d39,Pablo-Amo,es ESP,DF,Recreativo
67,Javi Guerrero,/en/players/bd4345ec/Javi-Guerrero,bd4345ec,Javi-Guerrero,es ESP,FW,Recreativo
68,Bertrand Laquait,/en/players/ab05bd3c/Bertrand-Laquait,b05bd3c,Bertrand-Laquait,fr FRA,GK,Recreativo
69,Pablo Oliveira,/en/players/e2bca2e0/Pablo-Oliveira,2bca2e0,Pablo-Olivei,es ESP,DF,Recreativo
70,﻿Stefano Sorrentino,/en/players/048877f5/Stefano-Sorrentino,048877f5,Stefano-Sorrentino,it ITA,GK,Recreativo
71,Javier Camuñas,/en/players/bbc1db07/Javier-Camunas,bbc1db07,Javier-Camu,es ESP,"FW,MF",Recreativo
72,Martín Cáceres,/en/players/e94d79e3/Martin-Caceres,94d79e3,Martin-Cac,uy URU,DF,Recreativo
73,Carlos Martins,/en/players/23cfa96c/Carlos-Martins,23cfa96c,Carlos-Marti,pt POR,MF,Recreativo
74,José María Calvo,/en/players/745b3a99/Jose-Maria-Calvo,745b3a99,Jose-Maria-Calvo,ar ARG,DF,Recreativo
75,Silvestre Varela,/en/players/9dffef9e/Silvestre-Varela,9dffef9e,Silvestre-V,pt POR,"FW,MF",Recreativo
76,Marquitos,/en/players/b5e3874c/Marquitos,b5e3874c,Marquito,es ESP,"FW,MF",Recreativo
77,Marco Ruben,/en/players/30795728/Marco-Ruben,30795728,Marco-Rub,ar ARG,FW,Recreativo
78,Quique Álvarez,/en/players/7ddc4550/Quique-Alvarez,7ddc4550,Quique-Alvarez,es ESP,DF,Recreativo
79,José Zahínos,/en/players/6a78fdc0/Jose-Zahinos,6a78fdc0,Jose-Zahino,es ESP,MF,Recreativo
80,Gerard López,/en/players/403b0279/Gerard-Lopez,403b0279,Gerard-Lopez,es ESP,MF,Recreativo
