Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Michaël Fabre,/en/players/246076dc/Michael-Fabre,246076dc,Michael-Fab,fr FRA,GK,Clermont-Foot
1,Eugène Ekobo,/en/players/9c9beefc/Eugene-Ekobo,9c9beefc,Eugene-Ekobo,cm CMR,"DF,MF",Clermont-Foot
2,Cédric Bockhorni,/en/players/1df793c0/Cedric-Bockhorni,1df793c0,Cedric-Bockhorni,fr FRA,DF,Clermont-Foot
3,Nicolas Haquin,/en/players/55c73c3d/Nicolas-Haquin,55c73c3d,Nicolas-Haqui,fr FRA,FW,Clermont-Foot
4,Ahmed Reda Madouni,/en/players/442d361d/Ahmed-Reda-Madouni,442d361d,Ahmed-Reda-Madouni,dz ALG,DF,Clermont-Foot
5,Jérôme Cellier,/en/players/de19bc49/Jerome-Cellier,de19bc49,Jerome-Celli,fr FRA,DF,Clermont-Foot
6,Yacine Brahimi,/en/players/56b5d64e/Yacine-Brahimi,56b5d64e,Yacine-Brahimi,dz ALG,"FW,MF",Clermont-Foot
7,Rachid Hamdani,/en/players/b475ba11/Rachid-Hamdani,b475ba11,Rachid-Hamdani,ma MAR,MF,Clermont-Foot
8,Medhi Benatia,/en/players/3b15ef2d/Medhi-Benatia,3b15ef2d,Medhi-Benati,ma MAR,DF,Clermont-Foot
9,Franck Chaussidière,/en/players/d20cf2d5/Franck-Chaussidiere,d20cf2d5,Franck-Chaussidi,fr FRA,MF,Clermont-Foot
10,Jacques Salze,/en/players/31e33dcd/Jacques-Salze,31e33dcd,Jacques-Salz,fr FRA,DF,Clermont-Foot
11,Mustapha Yatabaré,/en/players/398dc4f4/Mustapha-Yatabare,398dc4f4,Mustapha-Yatab,ml MLI,"FW,MF",Clermont-Foot
12,Loris Arnaud,/en/players/bf127d46/Loris-Arnaud,bf127d46,Loris-Arnaud,fr FRA,"FW,MF",Clermont-Foot
13,Chafik Najih,/en/players/8689b67a/Chafik-Najih,8689b67a,Chafik-Najih,fr FRA,"FW,MF",Clermont-Foot
14,Bruce Abdoulaye,/en/players/676a68a0/Bruce-Abdoulaye,676a68a0,Bruce-Abdou,cg CGO,DF,Clermont-Foot
15,Steven Pinto-Borges,/en/players/fac32182/Steven-Pinto-Borges,fac32182,Steven-Pinto-Borg,pt POR,MF,Clermont-Foot
16,Martin Douillard,/en/players/5a0625ad/Martin-Douillard,5a0625ad,Martin-Douillard,fr FRA,MF,Clermont-Foot
17,Michaël Murcy,/en/players/461f1dd1/Michael-Murcy,461f1dd1,Michael-Murc,fr FRA,"FW,MF",Clermont-Foot
18,Sébastien Mazeyrat,/en/players/f75f49eb/Sebastien-Mazeyrat,f75f49eb,Sebastien-Mazeyrat,fr FRA,DF,Clermont-Foot
19,Samuel Darchy,/en/players/9544f974/Samuel-Darchy,9544f974,Samuel-Darch,fr FRA,FW,Clermont-Foot
20,Damien Robin,/en/players/9c4d16d8/Damien-Robin,9c4d16d8,Damien-Robi,fr FRA,DF,Clermont-Foot
21,Carlo Vecchione,/en/players/13890043/Carlo-Vecchione,13890043,Carlo-Vecchio,it ITA,MF,Clermont-Foot
23,﻿Damien Perrinelle,/en/players/7a4098dd/Damien-Perrinelle,7a4098dd,Damien-Perri,fr FRA,DF,Clermont-Foot
24,Sloan Privat,/en/players/4df04a86/Sloan-Privat,4df04a86,Sloan-Privat,fr FRA,FW,Clermont-Foot
25,Romain Alessandrini,/en/players/7a7610d2/Romain-Alessandrini,7a7610d2,Romain-Alessandrini,fr FRA,"FW,MF",Clermont-Foot
26,Marvin Esor,/en/players/79648a4e/Marvin-Esor,79648a4e,Marvin-Eso,fr FRA,DF,Clermont-Foot
27,Guillaume Moullec,/en/players/d3bca664/Guillaume-Moullec,d3bca664,Guillaume-Moullec,fr FRA,"DF,MF",Clermont-Foot
28,Nicolas Bayod,/en/players/9fb259cf/Nicolas-Bayod,9fb259cf,Nicolas-Bayod,fr FRA,MF,Clermont-Foot
29,Yacouba Sylla,/en/players/f121f4b7/Yacouba-Sylla,f121f4b7,Yacouba-S,ml MLI,MF,Clermont-Foot
