Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Marco Ballotta,it ITA,GK,34,34,0.0,0.0,2002-2003,/en/players/6e313d9f/Marco-Ballotta,6e313d9f,Modena,"3,060",34.0,1.0,0.0,171,9.0,19896,Modena
,Iacopo Balestri,it ITA,DF,33,33,4.0,1.0,2002-2003,/en/players/4ad656c1/Iacopo-Balestri,4ad656c1,Modena,"2,932",32.6,3.0,1.0,171,9.0,21174,Modena
,Omar Milanetto,it ITA,MF,32,31,5.0,5.0,2002-2003,/en/players/86e9e923/Omar-Milanetto,86e9e923,Modena,"2,794",31.0,7.0,1.0,171,9.0,20681,Modena
,Mauro Mayer,it ITA,DF,30,30,2.0,0.0,2002-2003,/en/players/59254800/Mauro-Mayer,59254800,Modena,"2,589",28.8,11.0,0.0,171,9.0,21175,Modena
,Roberto Cevoli,sm SMR,DF,29,29,0.0,0.0,2002-2003,/en/players/09526249/Roberto-Cevoli,09526249,Modena,"2,508",27.9,5.0,2.0,171,172.0,21176,Modena
,Giuseppe Colucci,it ITA,MF,31,29,1.0,4.0,2002-2003,/en/players/e41ba477/Giuseppe-Colucci,41ba477,Modena,"2,277",25.3,3.0,0.0,171,9.0,20432,Modena
,Paolo Ponzo,it ITA,MF,29,27,1.0,0.0,2002-2003,/en/players/37656340/Paolo-Ponzo,37656340,Modena,"2,195",24.4,4.0,0.0,171,9.0,21177,Modena
,Diomansy Kamara,sn SEN,FW,28,22,2.0,5.0,2002-2003,/en/players/71e8454e/Diomansy-Kamara,71e8454e,Modena,"1,860",20.7,6.0,0.0,171,34.0,7795,Modena
,Simone Pavan,it ITA,DF,23,20,0.0,0.0,2002-2003,/en/players/184d26f5/Simone-Pavan,184d26f5,Modena,"1,844",20.5,5.0,0.0,171,9.0,21178,Modena
,Stefano Mauri,it ITA,"FW,MF",25,18,1.0,1.0,2002-2003,/en/players/e3bb6738/Stefano-Mauri,3bb6738,Modena,"1,669",18.5,3.0,0.0,171,9.0,19895,Modena
,Luca Ungari,it ITA,DF,16,16,0.0,0.0,2002-2003,/en/players/cb0f9e3a/Luca-Ungari,cb0f9e3a,Modena,"1,425",15.8,6.0,0.0,171,9.0,21179,Modena
,Fabio Vignaroli,it ITA,"FW,MF",17,16,2.0,2.0,2002-2003,/en/players/b4f7bdf5/Fabio-Vignaroli,b4f7bdf5,Modena,"1,277",14.2,1.0,0.0,171,9.0,19912,Modena
,Antonio Marasco,it ITA,MF,14,14,1.0,0.0,2002-2003,/en/players/9044b8ce/Antonio-Marasco,9044b8ce,Modena,"1,260",14.0,4.0,0.0,171,9.0,21180,Modena
,Giuseppe Sculli,it ITA,"FW,MF",30,13,1.0,8.0,2002-2003,/en/players/cef60dc5/Giuseppe-Sculli,cef60dc5,Modena,"1,469",16.3,5.0,0.0,171,9.0,19922,Modena
,Andrea Fabbrini,it ITA,FW,21,10,1.0,1.0,2002-2003,/en/players/1e12a788/Andrea-Fabbrini,1e12a788,Modena,"1,099",12.2,2.0,0.0,171,9.0,21181,Modena
,Emiliano Moretti,it ITA,DF,16,9,0.0,0.0,2002-2003,/en/players/55667895/Emiliano-Moretti,55667895,Modena,822,9.1,2.0,0.0,171,9.0,891,Modena
,Massimo Scoponi,it ITA,MF,16,8,0.0,2.0,2002-2003,/en/players/0ac85e41/Massimo-Scoponi,0ac85e41,Modena,742,8.2,3.0,0.0,171,9.0,21182,Modena
,Marcello Albino,it ITA,MF,12,7,1.0,0.0,2002-2003,/en/players/ee0a84f9/Marcello-Albino,0a84f9,Modena,596,6.6,2.0,0.0,171,9.0,21183,Modena
