Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Rubén Castro,es ESP,"FW,MF",41,41,5.0,14.0,2008-2009,/en/players/d109f62b/Ruben-Castro,d109f62b,Huesca,"3,590",39.9,3.0,0.0,77,1.0,400,Huesca
,Juanjo Camacho,es ESP,MF,39,39,1.0,3.0,2008-2009,/en/players/1a1609ab/Juanjo-Camacho,1a1609ab,Huesca,"3,380",37.6,11.0,2.0,77,1.0,3554,Huesca
,Chechu,es ESP,DF,39,39,0.0,0.0,2008-2009,/en/players/e98f3a6a/Chechu,98f3a6a,Huesca,"3,290",36.6,3.0,0.0,77,1.0,1420,Huesca
,Eduardo Navarro,es ESP,GK,37,37,0.0,0.0,2008-2009,/en/players/f5caacf3/Eduardo-Navarro,f5caacf3,Huesca,"3,284",36.5,3.0,1.0,77,1.0,4258,Huesca
,Luis Helguera,es ESP,MF,35,35,0.0,3.0,2008-2009,/en/players/873ff2a7/Luis-Helguera,873ff2a7,Huesca,"3,001",33.3,13.0,4.0,77,1.0,3267,Huesca
,Roberto,es ESP,FW,34,32,2.0,10.0,2008-2009,/en/players/ce05814a/Roberto,ce05814a,Huesca,"2,553",28.4,3.0,0.0,77,1.0,4478,Huesca
,Lluís Sastre,es ESP,MF,31,31,5.0,0.0,2008-2009,/en/players/5f186f5c/Lluis-Sastre,5f186f5c,Huesca,"2,711",30.1,6.0,0.0,77,1.0,2594,Huesca
,Sebastián Corona,es ESP,DF,31,31,0.0,1.0,2008-2009,/en/players/d2aedc78/Sebastian-Corona,d2aedc78,Huesca,"2,667",29.6,12.0,0.0,77,1.0,3910,Huesca
,José Luis Vegar,es ESP,MF,39,31,4.0,7.0,2008-2009,/en/players/e7c93953/Jose-Luis-Vegar,7c93953,Huesca,"2,558",28.4,5.0,0.0,77,1.0,5644,Huesca
,Roberto García,es ESP,"DF,MF",32,29,2.0,0.0,2008-2009,/en/players/b6f452bf/Roberto-Garcia,b6f452bf,Huesca,"2,505",27.8,8.0,0.0,77,1.0,5645,Huesca
,Francisco Borrego,es ESP,DF,23,20,1.0,0.0,2008-2009,/en/players/6756842c/Francisco-Borrego,6756842c,Huesca,"1,913",21.3,7.0,0.0,77,1.0,5646,Huesca
,Adrián Ripa,es ESP,DF,31,14,2.0,0.0,2008-2009,/en/players/c5a2ecfa/Adrian-Ripa,c5a2ecfa,Huesca,"1,547",17.2,6.0,1.0,77,1.0,4268,Huesca
,Jonan García,es ESP,MF,20,14,2.0,0.0,2008-2009,/en/players/f569bf02/Jonan-Garcia,f569bf02,Huesca,"1,259",14.0,2.0,0.0,77,1.0,1250,Huesca
,Baltasar Rigo,es ESP,DF,13,13,0.0,0.0,2008-2009,/en/players/b80570db/Baltasar-Rigo,b80570db,Huesca,991,11.0,5.0,0.0,77,1.0,4272,Huesca
,Edu Roldán,es ESP,MF,15,11,0.0,0.0,2008-2009,/en/players/13122bd9/Edu-Roldan,13122bd9,Huesca,971,10.8,3.0,3.0,77,1.0,5211,Huesca
,Julián Vara,es ESP,"DF,FW",21,9,1.0,2.0,2008-2009,/en/players/5c92e249/Julian-Vara,5c92e249,Huesca,979,10.9,6.0,0.0,77,1.0,692,Huesca
,Jon Erice,es ESP,MF,10,7,0.0,0.0,2008-2009,/en/players/39da8b1f/Jon-Erice,39da8b1f,Huesca,548,6.1,2.0,0.0,77,1.0,2016,Huesca
,Nicolás Medina,ar ARG,MF,21,5,2.0,3.0,2008-2009,/en/players/aeada259/Nicolas-Medina,da259,Huesca,729,8.1,1.0,0.0,77,5.0,3905,Huesca
,Jaume Sobregrau,es ESP,DF,9,5,0.0,0.0,2008-2009,/en/players/93397184/Jaume-Sobregrau,93397184,Huesca,525,5.8,2.0,0.0,77,1.0,3965,Huesca
,Miguel Martínez,es ESP,GK,6,5,0.0,0.0,2008-2009,/en/players/29d6d13c/Miguel-Martinez,29d6d13c,Huesca,493,5.5,1.0,0.0,77,1.0,3542,Huesca
,Joaquín Sorribas,es ESP,MF,9,4,1.0,0.0,2008-2009,/en/players/d3b37f79/Joaquin-Sorribas,d3b37f79,Huesca,361,4.0,3.0,0.0,77,1.0,4573,Huesca
,Ramón,es ESP,MF,11,3,0.0,1.0,2008-2009,/en/players/7dcc13bf/Ramon,7dcc13bf,Huesca,371,4.1,2.0,0.0,77,1.0,5647,Huesca
,Romero Rodri,,,14,3,1.0,0.0,2008-2009,No detected,,Huesca,359,4.0,1.0,0.0,77,,90197,Huesca
,Jokin Esparza,es ESP,"FW,MF",16,2,1.0,1.0,2008-2009,/en/players/04db7b72/Jokin-Esparza,04db7b72,Huesca,446,5.0,2.0,0.0,77,1.0,2018,Huesca
,Lalo Arantegui,es ESP,MF,6,2,0.0,0.0,2008-2009,/en/players/22d91311/Lalo-Arantegui,22d91311,Huesca,224,2.5,0.0,0.0,77,1.0,5648,Huesca
,Felipe Manoel,br BRA,MF,2,0,0.0,0.0,2008-2009,/en/players/80af5ae3/Felipe-Manoel,80af5ae3,Huesca,24,0.3,0.0,0.0,77,2.0,4142,Huesca
,Valentino Fiévet,es ESP,FW,1,0,0.0,0.0,2008-2009,/en/players/83eb683e/Valentino-Fievet,83eb683e,Huesca,14,0.2,0.0,0.0,77,1.0,5649,Huesca
,﻿Chechu,es ESP,DF,41,41,0.0,0.0,2009-2010,/en/players/e98f3a6a/Chechu,98f3a6a,Huesca,"3,689",41.0,2.0,1.0,77,1.0,1420,Huesca
,Juanjo Camacho,es ESP,MF,40,40,5.0,8.0,2009-2010,/en/players/1a1609ab/Juanjo-Camacho,1a1609ab,Huesca,"3,590",39.9,12.0,0.0,77,1.0,3554,Huesca
,Mikel Rico,es ESP,MF,41,40,2.0,5.0,2009-2010,/en/players/def69cd0/Mikel-Rico,def69cd0,Huesca,"3,517",39.1,10.0,0.0,77,1.0,1303,Huesca
,Luis Helguera,es ESP,MF,38,38,1.0,1.0,2009-2010,/en/players/873ff2a7/Luis-Helguera,873ff2a7,Huesca,"3,327",37.0,16.0,2.0,77,1.0,3267,Huesca
,Sebastián Corona,es ESP,DF,30,30,0.0,1.0,2009-2010,/en/players/d2aedc78/Sebastian-Corona,d2aedc78,Huesca,"2,556",28.4,13.0,2.0,77,1.0,3910,Huesca
,Toni Doblas,es ESP,GK,29,29,0.0,0.0,2009-2010,/en/players/d5c35223/Toni-Doblas,d5c35223,Huesca,"2,606",29.0,3.0,1.0,77,1.0,1380,Huesca
,Lluís Sastre,es ESP,MF,33,26,3.0,1.0,2009-2010,/en/players/5f186f5c/Lluis-Sastre,5f186f5c,Huesca,"2,181",24.2,9.0,0.0,77,1.0,2594,Huesca
,Roberto García,es ESP,"DF,MF",23,19,1.0,1.0,2009-2010,/en/players/b6f452bf/Roberto-Garcia,b6f452bf,Huesca,"1,674",18.6,5.0,0.0,77,1.0,5645,Huesca
