Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,Michael Ballack,de GER,MF,29,22,4.0,1.0,2008-2009,9d1b8b6b,Chelsea,"2,030",22.6,6.0,0.0,122.0,13.0,6167.0,Chelsea
,Alex,br BRA,DF,24,22,1.0,2.0,2008-2009,58721835,Chelsea,"1,972",21.9,1.0,0.0,122.0,2.0,6184.0,Chelsea
,Deco,pt POR,MF,24,17,2.0,3.0,2008-2009,8a2f283,Chelsea,"1,547",17.2,3.0,0.0,122.0,3.0,,Chelsea
,Salomon Kalou,ci CIV,"FW,MF",27,17,4.0,6.0,2008-2009,2042d931,Chelsea,"1,501",16.7,0.0,0.0,122.0,35.0,6169.0,Chelsea
,Didier Drogba,ci CIV,FW,24,15,4.0,5.0,2008-2009,945dea33,Chelsea,"1,550",17.2,1.0,0.0,122.0,35.0,6158.0,Chelsea
,Joe Cole,eng ENG,MF,14,14,4.0,2.0,2008-2009,2c2f117b,Chelsea,960,10.7,2.0,0.0,122.0,6.0,6151.0,Chelsea
,Branislav Ivanović,rs SRB,DF,16,11,1.0,0.0,2008-2009,85f8571a,Chelsea,"1,101",12.2,2.0,0.0,122.0,28.0,6180.0,Chelsea
,Ricardo Carvalho,pt POR,DF,12,11,1.0,1.0,2008-2009,57e7081e,Chelsea,965,10.7,2.0,0.0,122.0,3.0,89.0,Chelsea
,Michael Essien,gh GHA,"DF,MF",11,10,0.0,1.0,2008-2009,d6577282,Chelsea,767,8.5,0.0,0.0,122.0,17.0,110.0,Chelsea
,Juliano Belletti,br BRA,"DF,MF",20,5,0.0,3.0,2008-2009,4432ca2,Chelsea,718,8.0,2.0,0.0,122.0,2.0,,Chelsea
,Wayne Bridge,eng ENG,DF,6,3,0.0,0.0,2008-2009,86b982bc,Chelsea,311,3.5,0.0,0.0,122.0,6.0,6149.0,Chelsea
,Carlo Cudicini,it ITA,GK,2,2,0.0,0.0,2008-2009,df77463a,Chelsea,180,2.0,0.0,0.0,122.0,9.0,6132.0,Chelsea
,Michael Mancienne,sc SEY,"DF,MF",4,2,0.0,0.0,2008-2009,2db3ae0a,Chelsea,176,2.0,1.0,0.0,122.0,128.0,6181.0,Chelsea
,Paulo Ferreira,pt POR,DF,7,1,0.0,0.0,2008-2009,4ca16d65,Chelsea,141,1.6,0.0,0.0,122.0,3.0,6157.0,Chelsea
,Ricardo Quaresma,pt POR,"FW,MF",4,1,0.0,0.0,2008-2009,6b6d252d,Chelsea,133,1.5,0.0,0.0,122.0,3.0,,Chelsea
,Henrique Hilário,pt POR,GK,1,1,0.0,0.0,2008-2009,0fbcbed1,Chelsea,90,1.0,0.0,0.0,122.0,3.0,6170.0,Chelsea
,Franco Di Santo,ar ARG,FW,8,0,1.0,0.0,2008-2009,549c6ba7,Chelsea,163,1.8,0.0,0.0,122.0,5.0,,Chelsea
,Miroslav Stoch,sk SVK,"FW,MF",4,0,0.0,0.0,2008-2009,0f7da7,Chelsea,28,0.3,0.0,0.0,122.0,70.0,6182.0,Chelsea
,Scott Sinclair,eng ENG,"FW,MF",2,0,0.0,0.0,2008-2009,273c483b,Chelsea,20,0.2,0.0,0.0,122.0,6.0,6172.0,Chelsea
,Mineiro,br BRA,MF,1,0,0.0,0.0,2008-2009,654a77f,Chelsea,16,0.2,0.0,0.0,122.0,2.0,6183.0,Chelsea
,Shaun Wright-Phillips,eng ENG,"FW,MF",1,0,0.0,0.0,2008-2009,1e0b05f,Chelsea,13,0.1,0.0,0.0,122.0,6.0,6165.0,Chelsea
,﻿John Terry,eng ENG,DF,37,37,2.0,2.0,2009-2010,68517cfd,Chelsea,"3,258",36.2,8.0,1.0,122.0,6.0,6140.0,Chelsea
,Frank Lampard,eng ENG,MF,36,36,14.0,22.0,2009-2010,268df6b1,Chelsea,"3,218",35.8,0.0,0.0,122.0,6.0,6131.0,Chelsea
,Petr Čech,cz CZE,GK,34,34,1.0,0.0,2009-2010,71672fa0,Chelsea,"3,021",33.6,0.0,1.0,122.0,84.0,,Chelsea
,Didier Drogba,ci CIV,FW,32,31,10.0,29.0,2009-2010,945dea33,Chelsea,"2,770",30.8,7.0,0.0,122.0,35.0,6158.0,Chelsea
,Nicolas Anelka,fr FRA,FW,33,31,7.0,11.0,2009-2010,931ed5e9,Chelsea,"2,688",29.9,0.0,0.0,122.0,4.0,6176.0,Chelsea
,Michael Ballack,de GER,MF,32,26,5.0,4.0,2009-2010,9d1b8b6b,Chelsea,"2,363",26.3,3.0,1.0,122.0,13.0,6167.0,Chelsea
,Florent Malouda,fr FRA,"FW,MF",33,26,8.0,12.0,2009-2010,6fe6d820,Chelsea,"2,304",25.6,4.0,1.0,122.0,4.0,6174.0,Chelsea
,Branislav Ivanović,rs SRB,DF,28,25,5.0,1.0,2009-2010,85f8571a,Chelsea,"2,254",25.0,6.0,0.0,122.0,28.0,6180.0,Chelsea
,Ashley Cole,eng ENG,DF,27,25,3.0,4.0,2009-2010,be091289,Chelsea,"2,153",23.9,4.0,0.0,122.0,6.0,,Chelsea
,Ricardo Carvalho,pt POR,DF,22,22,1.0,0.0,2009-2010,57e7081e,Chelsea,"1,846",20.5,4.0,0.0,122.0,3.0,89.0,Chelsea
,John Obi Mikel,ng NGA,MF,25,21,1.0,0.0,2009-2010,424d5f72,Chelsea,"1,740",19.3,3.0,0.0,122.0,52.0,6171.0,Chelsea
,Joe Cole,eng ENG,MF,26,14,5.0,2.0,2009-2010,2c2f117b,Chelsea,"1,286",14.3,2.0,0.0,122.0,6.0,6151.0,Chelsea
,Deco,pt POR,MF,19,14,2.0,2.0,2009-2010,8a2f283,Chelsea,"1,238",13.8,4.0,0.0,122.0,3.0,,Chelsea
,Alex,br BRA,DF,16,13,0.0,1.0,2009-2010,58721835,Chelsea,"1,270",14.1,2.0,0.0,122.0,2.0,6184.0,Chelsea
,Michael Essien,gh GHA,"DF,MF",14,13,0.0,3.0,2009-2010,d6577282,Chelsea,"1,195",13.3,2.0,0.0,122.0,17.0,110.0,Chelsea
,Salomon Kalou,ci CIV,"FW,MF",23,11,3.0,5.0,2009-2010,2042d931,Chelsea,958,10.6,2.0,0.0,122.0,35.0,6169.0,Chelsea
,Paulo Ferreira,pt POR,DF,13,11,0.0,0.0,2009-2010,4ca16d65,Chelsea,949,10.5,2.0,0.0,122.0,3.0,6157.0,Chelsea
,Yuri Zhirkov,ru RUS,"DF,MF",17,10,2.0,0.0,2009-2010,d2b33cb,Chelsea,954,10.6,4.0,0.0,122.0,23.0,6185.0,Chelsea
,José Bosingwa,pt POR,DF,8,8,1.0,0.0,2009-2010,13dd442f,Chelsea,645,7.2,0.0,0.0,122.0,3.0,6179.0,Chelsea
,Juliano Belletti,br BRA,"DF,MF",11,4,1.0,0.0,2009-2010,4432ca2,Chelsea,490,5.4,1.0,1.0,122.0,2.0,,Chelsea
,Daniel Sturridge,eng ENG,"FW,MF",13,2,0.0,1.0,2009-2010,1b7ec703,Chelsea,298,3.3,0.0,0.0,122.0,6.0,6186.0,Chelsea
,Henrique Hilário,pt POR,GK,3,2,0.0,0.0,2009-2010,0fbcbed1,Chelsea,219,2.4,0.0,0.0,122.0,3.0,6170.0,Chelsea
,Ross Turnbull,eng ENG,GK,2,2,0.0,0.0,2009-2010,6db380ef,Chelsea,180,2.0,0.0,0.0,122.0,6.0,6187.0,Chelsea
,Jeffrey Bruma,nl NED,DF,2,0,0.0,0.0,2009-2010,fbffc4b1,Chelsea,59,0.7,0.0,0.0,122.0,11.0,6188.0,Chelsea
,Nemanja Matić,rs SRB,MF,2,0,0.0,0.0,2009-2010,b7822d7,Chelsea,43,0.5,0.0,0.0,122.0,28.0,,Chelsea
,Fabio Borini,it ITA,"FW,MF",4,0,0.0,0.0,2009-2010,f5b337e,Chelsea,37,0.4,0.0,0.0,122.0,9.0,6189.0,Chelsea
,Patrick van Aanholt,nl NED,DF,2,0,0.0,0.0,2009-2010,5f09991f,Chelsea,35,0.4,0.0,0.0,122.0,11.0,,Chelsea
,Gaël Kakuta,cd COD,"FW,MF",1,0,0.0,0.0,2009-2010,5b1bf5e3,Chelsea,32,0.4,0.0,0.0,122.0,50.0,,Chelsea
,Sam Hutchinson,eng ENG,"DF,MF",2,0,1.0,0.0,2009-2010,800a3404,Chelsea,23,0.3,0.0,0.0,122.0,6.0,6173.0,Chelsea
,Andriy Shevchenko,ua UKR,FW,1,0,0.0,0.0,2009-2010,32eb0f30,Chelsea,5,0.1,0.0,0.0,122.0,29.0,6168.0,Chelsea
,﻿Petr Čech,cz CZE,GK,38,38,1.0,0.0,2010-2011,71672fa0,Chelsea,"3,420",38.0,0.0,0.0,122.0,84.0,,Chelsea
,Ashley Cole,eng ENG,DF,38,38,3.0,0.0,2010-2011,be091289,Chelsea,"3,385",37.6,4.0,0.0,122.0,6.0,,Chelsea
,John Terry,eng ENG,DF,33,33,1.0,3.0,2010-2011,68517cfd,Chelsea,"2,961",32.9,6.0,0.0,122.0,6.0,6140.0,Chelsea
,Florent Malouda,fr FRA,"FW,MF",38,33,4.0,13.0,2010-2011,6fe6d820,Chelsea,"2,799",31.1,1.0,0.0,122.0,4.0,6174.0,Chelsea
,Branislav Ivanović,rs SRB,DF,34,32,4.0,4.0,2010-2011,85f8571a,Chelsea,"2,827",31.4,12.0,0.0,122.0,28.0,6180.0,Chelsea
,Michael Essien,gh GHA,"DF,MF",33,32,2.0,3.0,2010-2011,d6577282,Chelsea,"2,797",31.1,5.0,1.0,122.0,17.0,110.0,Chelsea
,Didier Drogba,ci CIV,FW,36,30,13.0,11.0,2010-2011,945dea33,Chelsea,"2,791",31.0,6.0,0.0,122.0,35.0,6158.0,Chelsea
,John Obi Mikel,ng NGA,MF,28,28,1.0,0.0,2010-2011,424d5f72,Chelsea,"2,204",24.5,3.0,0.0,122.0,52.0,6171.0,Chelsea
,Nicolas Anelka,fr FRA,FW,32,27,4.0,6.0,2010-2011,931ed5e9,Chelsea,"2,356",26.2,0.0,0.0,122.0,4.0,6176.0,Chelsea
,Frank Lampard,eng ENG,MF,24,23,2.0,10.0,2010-2011,268df6b1,Chelsea,"2,024",22.5,2.0,0.0,122.0,6.0,6131.0,Chelsea
,Ramires,br BRA,MF,29,22,0.0,2.0,2010-2011,4cce2c67,Chelsea,"1,933",21.5,7.0,0.0,122.0,2.0,6190.0,Chelsea
,Salomon Kalou,ci CIV,"FW,MF",31,16,3.0,10.0,2010-2011,2042d931,Chelsea,"1,570",17.4,1.0,0.0,122.0,35.0,6169.0,Chelsea
,José Bosingwa,pt POR,DF,20,13,0.0,0.0,2010-2011,13dd442f,Chelsea,"1,262",14.0,1.0,0.0,122.0,3.0,6179.0,Chelsea
,Alex,br BRA,DF,15,12,0.0,2.0,2010-2011,58721835,Chelsea,"1,109",12.3,3.0,0.0,122.0,2.0,6184.0,Chelsea
,Paulo Ferreira,pt POR,DF,21,12,2.0,0.0,2010-2011,4ca16d65,Chelsea,"1,039",11.5,2.0,0.0,122.0,3.0,6157.0,Chelsea
,David Luiz,br BRA,"DF,MF",12,11,0.0,2.0,2010-2011,c0e27d1a,Chelsea,953,10.6,3.0,0.0,122.0,2.0,,Chelsea
,Fernando Torres,es ESP,FW,14,8,2.0,1.0,2010-2011,bdf7b97d,Chelsea,765,8.5,1.0,0.0,122.0,1.0,,Chelsea
,Yuri Zhirkov,ru RUS,"DF,MF",12,6,2.0,0.0,2010-2011,d2b33cb,Chelsea,608,6.8,1.0,0.0,122.0,23.0,6185.0,Chelsea
,Yossi Benayoun,il ISR,MF,7,1,0.0,1.0,2010-2011,8414bb13,Chelsea,209,2.3,0.0,0.0,122.0,45.0,,Chelsea
,Josh McEachran,eng ENG,MF,9,1,0.0,0.0,2010-2011,48565585,Chelsea,180,2.0,1.0,0.0,122.0,6.0,6191.0,Chelsea
,Gaël Kakuta,cd COD,"FW,MF",5,1,0.0,0.0,2010-2011,5b1bf5e3,Chelsea,123,1.4,0.0,0.0,122.0,50.0,,Chelsea
,Jeffrey Bruma,nl NED,DF,2,1,0.0,0.0,2010-2011,fbffc4b1,Chelsea,110,1.2,0.0,0.0,122.0,11.0,6188.0,Chelsea
,Daniel Sturridge,eng ENG,"FW,MF",13,0,0.0,0.0,2010-2011,1b7ec703,Chelsea,160,1.8,0.0,0.0,122.0,6.0,6186.0,Chelsea
,Ryan Bertrand,eng ENG,"DF,MF",1,0,1.0,0.0,2010-2011,01226327,Chelsea,35,0.4,0.0,0.0,122.0,6.0,,Chelsea
,﻿Petr Čech,cz CZE,GK,34,34,0.0,0.0,2011-2012,71672fa0,Chelsea,"3,060",34.0,0.0,0.0,122.0,84.0,,Chelsea
,John Terry,eng ENG,DF,31,31,1.0,6.0,2011-2012,68517cfd,Chelsea,"2,790",31.0,8.0,0.0,122.0,6.0,6140.0,Chelsea
,Ashley Cole,eng ENG,DF,32,31,6.0,0.0,2011-2012,be091289,Chelsea,"2,786",31.0,8.0,1.0,122.0,6.0,,Chelsea
,Juan Mata,es ESP,"FW,MF",34,29,13.0,6.0,2011-2012,29733c72,Chelsea,"2,515",27.9,2.0,0.0,122.0,1.0,,Chelsea
,Ramires,br BRA,MF,30,28,1.0,5.0,2011-2012,4cce2c67,Chelsea,"2,471",27.5,4.0,0.0,122.0,2.0,6190.0,Chelsea
,Daniel Sturridge,eng ENG,"FW,MF",30,28,3.0,11.0,2011-2012,1b7ec703,Chelsea,"2,251",25.0,3.0,0.0,122.0,6.0,6186.0,Chelsea
,Branislav Ivanović,rs SRB,DF,29,26,1.0,3.0,2011-2012,85f8571a,Chelsea,"2,265",25.2,6.0,0.0,122.0,28.0,6180.0,Chelsea
,Frank Lampard,eng ENG,MF,30,26,5.0,11.0,2011-2012,268df6b1,Chelsea,"2,248",25.0,5.0,0.0,122.0,6.0,6131.0,Chelsea
,José Bosingwa,pt POR,DF,27,24,2.0,1.0,2011-2012,13dd442f,Chelsea,"2,114",23.5,5.0,1.0,122.0,3.0,6179.0,Chelsea
,Raul Meireles,pt POR,MF,28,23,3.0,2.0,2011-2012,767cd27,Chelsea,"1,928",21.4,8.0,0.0,122.0,3.0,6193.0,Chelsea
,Fernando Torres,es ESP,FW,32,20,4.0,6.0,2011-2012,bdf7b97d,Chelsea,"1,913",21.3,4.0,1.0,122.0,1.0,,Chelsea
,David Luiz,br BRA,"DF,MF",19,18,1.0,2.0,2011-2012,c0e27d1a,Chelsea,"1,619",18.0,5.0,0.0,122.0,2.0,,Chelsea
,Didier Drogba,ci CIV,FW,24,16,1.0,5.0,2011-2012,945dea33,Chelsea,"1,480",16.4,1.0,1.0,122.0,35.0,6158.0,Chelsea
,John Obi Mikel,ng NGA,MF,22,15,0.0,0.0,2011-2012,424d5f72,Chelsea,"1,325",14.7,4.0,0.0,122.0,52.0,6171.0,Chelsea
,Florent Malouda,fr FRA,"FW,MF",26,11,3.0,2.0,2011-2012,6fe6d820,Chelsea,"1,163",12.9,3.0,0.0,122.0,4.0,6174.0,Chelsea
,Oriol Romeu,es ESP,MF,16,11,0.0,0.0,2011-2012,4b511457,Chelsea,955,10.6,2.0,0.0,122.0,1.0,,Chelsea
,Michael Essien,gh GHA,"DF,MF",14,10,1.0,0.0,2011-2012,d6577282,Chelsea,919,10.2,3.0,0.0,122.0,17.0,110.0,Chelsea
,Gary Cahill,eng ENG,DF,10,9,0.0,1.0,2011-2012,7914b9fe,Chelsea,856,9.5,2.0,0.0,122.0,6.0,6194.0,Chelsea
,Salomon Kalou,ci CIV,"FW,MF",12,7,1.0,1.0,2011-2012,2042d931,Chelsea,574,6.4,0.0,0.0,122.0,35.0,6169.0,Chelsea
,Ryan Bertrand,eng ENG,"DF,MF",7,6,0.0,0.0,2011-2012,01226327,Chelsea,540,6.0,1.0,0.0,122.0,6.0,,Chelsea
,Nicolas Anelka,fr FRA,FW,9,3,1.0,1.0,2011-2012,931ed5e9,Chelsea,421,4.7,0.0,0.0,122.0,4.0,6176.0,Chelsea
,Paulo Ferreira,pt POR,DF,6,3,0.0,0.0,2011-2012,4ca16d65,Chelsea,369,4.1,1.0,0.0,122.0,3.0,6157.0,Chelsea
,Alex,br BRA,DF,3,3,0.0,0.0,2011-2012,58721835,Chelsea,245,2.7,0.0,0.0,122.0,2.0,6184.0,Chelsea
,Henrique Hilário,pt POR,GK,2,2,0.0,0.0,2011-2012,0fbcbed1,Chelsea,180,2.0,0.0,0.0,122.0,3.0,6170.0,Chelsea
,Ross Turnbull,eng ENG,GK,2,2,0.0,0.0,2011-2012,6db380ef,Chelsea,180,2.0,0.0,0.0,122.0,6.0,6187.0,Chelsea
,Romelu Lukaku,be BEL,FW,8,1,1.0,0.0,2011-2012,5eae500a,Chelsea,165,1.8,0.0,0.0,122.0,27.0,,Chelsea
,Sam Hutchinson,eng ENG,"DF,MF",2,1,0.0,0.0,2011-2012,800a3404,Chelsea,78,0.9,0.0,0.0,122.0,6.0,6173.0,Chelsea
,Josh McEachran,eng ENG,MF,2,0,0.0,0.0,2011-2012,48565585,Chelsea,16,0.2,0.0,0.0,122.0,6.0,6191.0,Chelsea
,Yossi Benayoun,il ISR,MF,1,0,0.0,0.0,2011-2012,8414bb13,Chelsea,2,0.0,0.0,0.0,122.0,45.0,,Chelsea
,﻿Petr Čech,cz CZE,GK,36,36,0.0,0.0,2012-2013,71672fa0,Chelsea,"3,195",35.5,1.0,0.0,122.0,84.0,,Chelsea
,Branislav Ivanović,rs SRB,DF,34,33,1.0,5.0,2012-2013,85f8571a,Chelsea,"2,946",32.7,4.0,1.0,122.0,28.0,6180.0,Chelsea
,Ashley Cole,eng ENG,DF,31,31,2.0,1.0,2012-2013,be091289,Chelsea,"2,790",31.0,3.0,0.0,122.0,6.0,,Chelsea
,Juan Mata,es ESP,"FW,MF",35,31,12.0,11.0,2012-2013,29733c72,Chelsea,"2,727",30.3,3.0,0.0,122.0,1.0,,Chelsea
,Eden Hazard,be BEL,"FW,MF",34,31,11.0,9.0,2012-2013,39bb753,Chelsea,"2,624",29.2,2.0,0.0,122.0,27.0,163.0,Chelsea
,David Luiz,br BRA,"DF,MF",30,29,2.0,2.0,2012-2013,c0e27d1a,Chelsea,"2,632",29.2,8.0,0.0,122.0,2.0,,Chelsea
,Fernando Torres,es ESP,FW,36,28,6.0,8.0,2012-2013,bdf7b97d,Chelsea,"2,572",28.6,5.0,1.0,122.0,1.0,,Chelsea
,Ramires,br BRA,MF,35,28,1.0,5.0,2012-2013,4cce2c67,Chelsea,"2,524",28.0,9.0,1.0,122.0,2.0,6190.0,Chelsea
,Oscar,br BRA,MF,34,24,5.0,4.0,2012-2013,57fe98dd,Chelsea,"2,292",25.5,2.0,0.0,122.0,2.0,6195.0,Chelsea
,Gary Cahill,eng ENG,DF,26,24,2.0,2.0,2012-2013,7914b9fe,Chelsea,"2,219",24.7,1.0,0.0,122.0,6.0,6194.0,Chelsea
,César Azpilicueta,es ESP,"DF,MF",27,24,4.0,0.0,2012-2013,53cad200,Chelsea,"2,199",24.4,4.0,0.0,122.0,1.0,,Chelsea
,Frank Lampard,eng ENG,MF,29,21,1.0,15.0,2012-2013,268df6b1,Chelsea,"1,904",21.2,2.0,0.0,122.0,6.0,6131.0,Chelsea
,John Obi Mikel,ng NGA,MF,22,19,0.0,0.0,2012-2013,424d5f72,Chelsea,"1,620",18.0,3.0,0.0,122.0,52.0,6171.0,Chelsea
,Ryan Bertrand,eng ENG,"DF,MF",19,14,0.0,0.0,2012-2013,01226327,Chelsea,"1,286",14.3,1.0,0.0,122.0,6.0,,Chelsea
,Victor Moses,ng NGA,"DF,FW",23,12,1.0,1.0,2012-2013,726e11e,Chelsea,"1,125",12.5,0.0,0.0,122.0,52.0,6196.0,Chelsea
,John Terry,eng ENG,DF,14,11,0.0,4.0,2012-2013,68517cfd,Chelsea,950,10.6,1.0,0.0,122.0,6.0,6140.0,Chelsea
,Demba Ba,sn SEN,FW,14,11,0.0,2.0,2012-2013,8b683d09,Chelsea,868,9.6,0.0,0.0,122.0,34.0,,Chelsea
,Oriol Romeu,es ESP,MF,6,4,0.0,0.0,2012-2013,4b511457,Chelsea,236,2.6,1.0,0.0,122.0,1.0,,Chelsea
,Ross Turnbull,eng ENG,GK,3,2,0.0,0.0,2012-2013,6db380ef,Chelsea,225,2.5,0.0,0.0,122.0,6.0,6187.0,Chelsea
,Marko Marin,de GER,"FW,MF",6,2,1.0,1.0,2012-2013,022e78c,Chelsea,144,1.6,2.0,0.0,122.0,13.0,,Chelsea
,Daniel Sturridge,eng ENG,"FW,MF",7,1,0.0,1.0,2012-2013,1b7ec703,Chelsea,168,1.9,0.0,0.0,122.0,6.0,6186.0,Chelsea
,Raul Meireles,pt POR,MF,3,1,0.0,0.0,2012-2013,767cd27,Chelsea,102,1.1,0.0,0.0,122.0,3.0,6193.0,Chelsea
,Nathan Aké,nl NED,"DF,MF",3,1,0.0,0.0,2012-2013,ca114,Chelsea,92,1.0,0.0,0.0,122.0,11.0,6197.0,Chelsea
,Yossi Benayoun,il ISR,MF,6,0,0.0,0.0,2012-2013,8414bb13,Chelsea,59,0.7,0.0,0.0,122.0,45.0,,Chelsea
,Lucas Piazon,br BRA,"FW,MF",1,0,1.0,0.0,2012-2013,f201798c,Chelsea,17,0.2,0.0,0.0,122.0,2.0,,Chelsea
,Paulo Ferreira,pt POR,DF,2,0,0.0,0.0,2012-2013,4ca16d65,Chelsea,11,0.1,0.0,0.0,122.0,3.0,6157.0,Chelsea
,﻿Branislav Ivanović,rs SRB,DF,36,36,1.0,3.0,2013-2014,85f8571a,Chelsea,"3,179",35.3,8.0,0.0,122.0,28.0,6180.0,Chelsea
,Petr Čech,cz CZE,GK,34,34,0.0,0.0,2013-2014,71672fa0,Chelsea,"3,060",34.0,0.0,0.0,122.0,84.0,,Chelsea
,John Terry,eng ENG,DF,34,34,1.0,2.0,2013-2014,68517cfd,Chelsea,"3,060",34.0,3.0,0.0,122.0,6.0,6140.0,Chelsea
,Eden Hazard,be BEL,"FW,MF",35,32,7.0,14.0,2013-2014,39bb753,Chelsea,"2,888",32.1,2.0,0.0,122.0,27.0,163.0,Chelsea
,Gary Cahill,eng ENG,DF,30,29,1.0,1.0,2013-2014,7914b9fe,Chelsea,"2,624",29.2,2.0,0.0,122.0,6.0,6194.0,Chelsea
,Ramires,br BRA,MF,30,29,2.0,1.0,2013-2014,4cce2c67,Chelsea,"2,607",29.0,8.0,1.0,122.0,2.0,6190.0,Chelsea
,César Azpilicueta,es ESP,"DF,MF",29,26,0.0,0.0,2013-2014,53cad200,Chelsea,"2,325",25.8,1.0,0.0,122.0,1.0,,Chelsea
,Oscar,br BRA,MF,33,24,2.0,8.0,2013-2014,57fe98dd,Chelsea,"2,134",23.7,4.0,0.0,122.0,2.0,6195.0,Chelsea
,Frank Lampard,eng ENG,MF,26,20,3.0,6.0,2013-2014,268df6b1,Chelsea,"1,703",18.9,4.0,0.0,122.0,6.0,6131.0,Chelsea
,Willian,br BRA,"FW,MF",25,18,2.0,4.0,2013-2014,8b9ebd03,Chelsea,"1,677",18.6,4.0,1.0,122.0,2.0,,Chelsea
,Fernando Torres,es ESP,FW,28,16,5.0,5.0,2013-2014,bdf7b97d,Chelsea,"1,574",17.5,4.0,1.0,122.0,1.0,,Chelsea
,Samuel Eto'o,cm CMR,FW,21,16,2.0,9.0,2013-2014,06420c93,Chelsea,"1,298",14.4,1.0,0.0,122.0,36.0,,Chelsea
,Ashley Cole,eng ENG,DF,17,15,2.0,0.0,2013-2014,be091289,Chelsea,"1,386",15.4,1.0,0.0,122.0,6.0,,Chelsea
,Nemanja Matić,rs SRB,MF,17,15,4.0,0.0,2013-2014,b7822d7,Chelsea,"1,365",15.2,3.0,0.0,122.0,28.0,,Chelsea
,David Luiz,br BRA,"DF,MF",19,15,1.0,0.0,2013-2014,c0e27d1a,Chelsea,"1,360",15.1,6.0,0.0,122.0,2.0,,Chelsea
,André Schürrle,de GER,"FW,MF",30,15,2.0,8.0,2013-2014,cbb3fdf,Chelsea,"1,329",14.8,1.0,0.0,122.0,13.0,6198.0,Chelsea
,John Obi Mikel,ng NGA,MF,24,11,1.0,1.0,2013-2014,424d5f72,Chelsea,"1,072",11.9,3.0,0.0,122.0,52.0,6171.0,Chelsea
,Juan Mata,es ESP,"FW,MF",13,11,2.0,0.0,2013-2014,29733c72,Chelsea,826,9.2,0.0,0.0,122.0,1.0,,Chelsea
,Mohamed Salah,eg EGY,"FW,MF",10,6,1.0,2.0,2013-2014,342ad68,Chelsea,501,5.6,1.0,0.0,122.0,59.0,6199.0,Chelsea
,Demba Ba,sn SEN,FW,19,5,1.0,5.0,2013-2014,8b683d09,Chelsea,669,7.4,0.0,0.0,122.0,34.0,,Chelsea
,Mark Schwarzer,au AUS,GK,4,4,0.0,0.0,2013-2014,da409c6f,Chelsea,360,4.0,0.0,0.0,122.0,42.0,6200.0,Chelsea
,Tomáš Kalas,cz CZE,DF,2,2,0.0,0.0,2013-2014,df618867,Chelsea,180,2.0,0.0,0.0,122.0,84.0,6201.0,Chelsea
,Michael Essien,gh GHA,"DF,MF",5,2,0.0,0.0,2013-2014,d6577282,Chelsea,149,1.7,2.0,0.0,122.0,17.0,110.0,Chelsea
,Kevin De Bruyne,be BEL,"FW,MF",3,2,1.0,0.0,2013-2014,46012d4,Chelsea,131,1.5,1.0,0.0,122.0,27.0,6202.0,Chelsea
,Ryan Bertrand,eng ENG,"DF,MF",1,1,0.0,0.0,2013-2014,01226327,Chelsea,63,0.7,0.0,0.0,122.0,6.0,,Chelsea
,Romelu Lukaku,be BEL,FW,2,0,0.0,0.0,2013-2014,5eae500a,Chelsea,42,0.5,0.0,0.0,122.0,27.0,,Chelsea
,Marco van Ginkel,nl NED,MF,2,0,0.0,0.0,2013-2014,47681787,Chelsea,13,0.1,0.0,0.0,122.0,11.0,6203.0,Chelsea
,Nathan Aké,nl NED,"DF,MF",1,0,0.0,0.0,2013-2014,ca114,Chelsea,12,0.1,0.0,0.0,122.0,11.0,6197.0,Chelsea
,John Swift,eng ENG,MF,1,0,0.0,0.0,2013-2014,646ee278,Chelsea,2,0.0,0.0,0.0,122.0,6.0,6204.0,Chelsea
,﻿Branislav Ivanović,rs SRB,DF,38,38,5.0,4.0,2014-2015,85f8571a,Chelsea,"3,420",38.0,11.0,1.0,122.0,28.0,6180.0,Chelsea
,John Terry,eng ENG,DF,38,38,0.0,5.0,2014-2015,68517cfd,Chelsea,"3,420",38.0,2.0,0.0,122.0,6.0,6140.0,Chelsea
,Eden Hazard,be BEL,"FW,MF",38,38,9.0,14.0,2014-2015,39bb753,Chelsea,"3,367",37.4,2.0,0.0,122.0,27.0,163.0,Chelsea
,Nemanja Matić,rs SRB,MF,36,35,3.0,1.0,2014-2015,b7822d7,Chelsea,"3,123",34.7,10.0,1.0,122.0,28.0,,Chelsea
,Gary Cahill,eng ENG,DF,36,33,1.0,1.0,2014-2015,7914b9fe,Chelsea,"2,986",33.2,5.0,0.0,122.0,6.0,6194.0,Chelsea
,Cesc Fàbregas,es ESP,"FW,MF",34,33,18.0,3.0,2014-2015,33508c78,Chelsea,"2,883",32.0,11.0,1.0,122.0,1.0,,Chelsea
,Thibaut Courtois,be BEL,GK,32,32,0.0,0.0,2014-2015,1840e36d,Chelsea,"2,813",31.3,1.0,0.0,122.0,27.0,154.0,Chelsea
,César Azpilicueta,es ESP,"DF,MF",29,29,3.0,0.0,2014-2015,53cad200,Chelsea,"2,482",27.6,1.0,1.0,122.0,1.0,,Chelsea
,Willian,br BRA,"FW,MF",36,28,3.0,2.0,2014-2015,8b9ebd03,Chelsea,"2,402",26.7,3.0,0.0,122.0,2.0,,Chelsea
