,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Igor Taševski,/en/players/8a69ac47/Igor-Tasevski,8a69ac47,Igor-Tasevski,rs SRB,DF
1,Rafel Sastre,/en/players/477fc284/Rafel-Sastre,477fc284,Rafel-Sast,es ESP,DF
2,Juan José Valencia,/en/players/75a2676d/Juan-Jose-Valencia,75a2676d,Juan-Jose-Valenci,es ESP,GK
3,Dani Borreguero,/en/players/c7fafcc6/Dani-Borreguero,c7fafcc6,Dani-Borreguero,es ESP,MF
4,Cristian Díaz,/en/players/7bcbd90a/Cristian-Diaz,7bcbd90a,Cristian-Diaz,ar ARG,DF
5,David Villa,/en/players/ade08a67/David-Villa,de08a67,David-Vi,es ESP,"FW,MF"
6,Juan Díaz Prendes,/en/players/6d573420/Juan-Diaz-Prendes,6d573420,Juan-Diaz-Prend,es ESP,MF
7,Raúl Lozano Marcos,/en/players/4cb14b26/Raul-Lozano-Marcos,4cb14b26,Raul-Lozano-Marco,es ESP,MF
8,Diego Alegre,/en/players/4b2b43d5/Diego-Alegre,4b2b43d5,Diego-Aleg,es ESP,DF
9,Miguel Cobas,/en/players/86244575/Miguel-Cobas,86244575,Miguel-Cob,es ESP,MF
10,Rubén Pulido,/en/players/3a8be98c/Ruben-Pulido,3a8be98c,Ruben-Pulido,es ESP,DF
11,Pablo Álvarez,/en/players/08af8dbe/Pablo-Alvarez,08af8dbe,Pablo-Alvarez,es ESP,MF
12,Chus Bravo,/en/players/980fb47d/Chus-Bravo,980fb47d,Chus-Bravo,es ESP,DF
13,Manel,/en/players/693b91d7/Manel,693b91d7,M,es ESP,FW
14,David Bauzá,/en/players/8969dfa6/David-Bauza,8969dfa6,David-Bauz,es ESP,MF
15,Irurzun,/en/players/08243062/Irurzun,08243062,Irurzu,es ESP,FW
16,Abel Segovia,/en/players/06101c79/Abel-Segovia,06101c79,Abel-Segovi,es ESP,MF
17,Rubén Suárez,/en/players/addc6eca/Ruben-Suarez,ddc6eca,Ruben-Suarez,es ESP,MF
18,Juanjo González,/en/players/5553ccbb/Juanjo-Gonzalez,5553ccbb,Juanjo-Gonzalez,es ESP,GK
19,José Luis Soto,/en/players/d6f05c79/Jose-Luis-Soto,d6f05c79,Jose-Luis-Soto,es ESP,FW
20,Jano,/en/players/7a5010b1/Jano,7a5010b1,Jano,es ESP,DF
21,Javi Fuego,/en/players/2e8fc160/Javi-Fuego,2e8fc160,Javi-Fuego,es ESP,MF
22,Pablo Amo,/en/players/2ee60d39/Pablo-Amo,2ee60d39,Pablo-Amo,es ESP,DF
23,Roberto,/en/players/95cf42ac/Roberto,95cf42ac,Roberto,es ESP,GK
24,Samuel Baños,/en/players/f3ce81bd/Samuel-Banos,f3ce81bd,Samuel-Bano,es ESP,MF
25,Gerardo Noriega,/en/players/48ff4cab/Gerardo-Noriega,48ff4cab,Gerardo-Norieg,es ESP,MF
27,Javier Dorado,/en/players/1cfbd665/Javier-Dorado,1cfbd665,Javier-Dorado,es ESP,DF
28,Mate Bilić,/en/players/37e6a4eb/Mate-Bilic,37e6a4eb,Mate-Bilic,hr CRO,FW
29,Yago Yao,/en/players/a25c8b6c/Yago-Yao,25c8b6c,Yago-Yao,gq EQG,DF
30,Miguel,/en/players/3ab5e487/Miguel,3ab5e487,Migu,es ESP,FW
31,Jeffrey Hoogervorst,/en/players/1cd4ab5a/Jeffrey-Hoogervorst,1cd4ab5a,Jeffrey-Hoogervorst,nl NED,DF
32,Alejandro Vázquez,/en/players/6b6a8419/Alejandro-Vazquez,6b6a8419,Alejandro-Vazquez,es ESP,DF
33,Carlos Casquero,/en/players/d2aad85d/Carlos-Casquero,d2aad85d,Carlos-Casquero,es ESP,MF
34,Isma Piñera,/en/players/628245db/Isma-Pinera,628245db,Isma-Pi,es ESP,DF
35,Neru,/en/players/1c8dd214/Neru,1c8dd214,Neru,es ESP,DF
36,Pablo Calandria,/en/players/9c010ae8/Pablo-Calandria,9c010ae8,Pablo-Calandri,ar ARG,FW
37,Pablo Lago,/en/players/e1a94953/Pablo-Lago,1a94953,Pablo-Lago,es ESP,MF
38,Arthuro,/en/players/af5bfaa6/Arthuro,f5bfaa6,Arthuro,br BRA,FW
39,Omar Sampedro,/en/players/42e6154b/Omar-Sampedro,42e6154b,Omar-Sampedro,es ESP,FW
40,Rafa,/en/players/e6198207/Rafa,6198207,Raf,es ESP,GK
41,Leonardo Biagini,/en/players/44793331/Leonardo-Biagini,44793331,Leonardo-Biagini,ar ARG,FW
42,Ibon Díez,/en/players/35884af5/Ibon-Diez,35884af5,Ibon-Diez,es ESP,DF
43,Antonio Rojas,/en/players/54a7138e/Antonio-Rojas,54a7138e,Antonio-Roj,es ESP,FW
44,Ximo Enguix,/en/players/cfadea36/Ximo-Enguix,cfadea36,Ximo-Enguix,es ESP,MF
45,Juanmi Gelabert,/en/players/2603ea8e/Juanmi-Gelabert,2603ea8e,Juanmi-Gelabert,es ESP,DF
46,Raúl Cámara,/en/players/585753d9/Raul-Camara,585753d9,Raul-Cam,es ESP,DF
47,Míchel,/en/players/4d425e6e/Michel,4d425e6e,Mich,es ESP,MF
48,David Karanka,/en/players/8e19b9f6/David-Karanka,8e19b9f6,David-Karank,es ESP,FW
49,Marcos Landeira,/en/players/8e016a91/Marcos-Landeira,8e016a91,Marcos-Landei,es ESP,MF
50,Pablo de Lucas,/en/players/d1264346/Pablo-de-Lucas,d1264346,Pablo-de-Luc,es ESP,MF
51,Alejandro García,/en/players/03935efd/Alejandro-Garcia,03935efd,Alejandro-Garci,es ESP,GK
52,Manu,/en/players/e6c6988d/Manu,6c6988d,Manu,es ESP,GK
53,Pedro,/en/players/484acb34/Pedro,484acb34,Pedro,es ESP,MF
54,Diego Castro,/en/players/3ddc0a25/Diego-Castro,3ddc0a25,Diego-Castro,es ESP,"FW,MF"
55,Edwin Congo,/en/players/08925878/Edwin-Congo,08925878,Edwin-Congo,co COL,FW
56,Jorge García,/en/players/d1bd08ef/Jorge-Garcia,d1bd08ef,Jorge-Garci,es ESP,DF
57,Andreu Guerao,/en/players/2358bf6a/Andreu-Guerao,2358bf6a,Andreu-Guerao,es ESP,MF
58,Roberto Canella,/en/players/18c74b8d/Roberto-Canella,18c74b8d,Roberto-C,es ESP,DF
59,Jony López,/en/players/d5aeb433/Jony-Lopez,d5aeb433,Jony-Lopez,es ESP,DF
60,Jairo,/en/players/a30f7cce/Jairo,30f7cce,Jairo,es ESP,MF
61,Noel Alonso,/en/players/6991e767/Noel-Alonso,6991e767,Noel-Alonso,es ESP,DF
62,Sergio Matabuena,/en/players/93faf8c3/Sergio-Matabuena,93faf8c3,Sergio-Matabu,es ESP,MF
63,Iván Hernández,/en/players/09a1ed52/Ivan-Hernandez,09a1ed52,Ivan-Hernandez,es ESP,DF
64,Gerard Autet,/en/players/1bee98e6/Gerard-Autet,1bee98e6,Gerard-Autet,es ESP,DF
65,Kike Mateo,/en/players/99508f00/Kike-Mateo,99508f00,Kike-Mateo,es ESP,MF
66,Jorge Pina Roldán,/en/players/c8ab4ea9/Jorge-Pina-Roldan,c8ab4ea9,Jorge-Pina-Rold,es ESP,MF
67,Luis Morán,/en/players/f175a6ba/Luis-Moran,f175a6ba,Luis-Mo,es ESP,MF
68,Carlos Daniel Hidalgo,/en/players/04b301ec/Carlos-Daniel-Hidalgo,04b301ec,Carlos-Daniel-Hidalgo,co COL,FW
69,Sergio Sánchez,/en/players/2a0f94ac/Sergio-Sanchez,2a0f94ac,Sergio-Sanchez,es ESP,GK
70,Carlos Álvarez,/en/players/c171531a/Carlos-Alvarez,c171531a,Carlos-Alvarez,es ESP,FW
71,Alberto Lora,/en/players/723cd8b7/Alberto-Lora,723cd8b7,Alberto-Lo,es ESP,"DF,MF"
72,Diego Camacho,/en/players/ba4b3cf3/Diego-Camacho,ba4b3cf3,Diego-Camacho,es ESP,MF
73,Carmelo González,/en/players/27f4e837/Carmelo-Gonzalez,27f4e837,Carmelo-Gonzalez,es ESP,MF
74,David Barral,/en/players/d99f9282/David-Barral,d99f9282,David-B,es ESP,FW
75,Iván Cuéllar,/en/players/75751c99/Ivan-Cuellar,75751c99,Ivan-Cu,es ESP,GK
76,Iñaki Lafuente,/en/players/a1757556/Inaki-Lafuente,1757556,Inaki-Lafuent,es ESP,GK
77,José Ángel,/en/players/3024e383/Jose-Angel,3024e383,Jose-Ang,es ESP,DF
78,Tati Maldonado,/en/players/57dc3c00/Tati-Maldonado,57dc3c00,Tati-Maldonado,es ESP,FW
79,Jürgen Colin,/en/players/649508b1/Jurgen-Colin,649508b1,Jurgen-Coli,nl NED,DF
80,﻿Juan Pablo Colinas,/en/players/b2cab8f4/Juan-Pablo-Colinas,b2cab8f4,Juan-Pablo-Coli,es ESP,GK
81,Grégory Arnolin,/en/players/e35dba25/Gregory-Arnolin,35dba25,Gregory-Arnoli,mq MTQ,DF
82,Alberto Rivera,/en/players/7002b605/Alberto-Rivera,7002b605,Alberto-Riv,es ESP,MF
83,Miguel de las Cuevas,/en/players/2e1cf3d2/Miguel-de-las-Cuevas,2e1cf3d2,Miguel-de-las-Cuev,es ESP,MF
84,Alberto Botía,/en/players/7f6bff1f/Alberto-Botia,7f6bff1f,Alberto-Boti,es ESP,DF
85,Milan Smiljanić,/en/players/646a5283/Milan-Smiljanic,646a5283,Milan-Smiljanic,rs SRB,MF
86,Cristian Portilla,/en/players/2f09542a/Cristian-Portilla,2f09542a,Cristian-Porti,es ESP,MF
87,Sergio Álvarez,/en/players/88d91621/Sergio-Alvarez,88d91621,Sergio-Alvarez,es ESP,MF
88,Borja Navarro,/en/players/f0f188c2/Borja-Navarro,f0f188c2,Borja-Navarro,es ESP,FW
89,Juan Muñiz,/en/players/1533d658/Juan-Muniz,1533d658,Juan-Muniz,es ESP,MF
90,Sebastián Eguren,/en/players/de07ca1e/Sebastian-Eguren,de07ca1e,Sebastian-Egu,uy URU,MF
91,Nacho Cases,/en/players/1ef6f38d/Nacho-Cases,1ef6f38d,Nacho-C,es ESP,MF
92,Nacho Novo,/en/players/8391cd3f/Nacho-Novo,8391cd3f,Nacho-Novo,es ESP,FW
93,Gastón Sangoy,/en/players/e1f3d532/Gaston-Sangoy,1f3d532,Gaston-Sango,ar ARG,"FW,MF"
94,André Castro,/en/players/37d0048f/Andre-Castro,37d0048f,Andre-Castro,pt POR,MF
95,Ayoze García,/en/players/e94dfdc6/Ayoze-Garcia,94dfdc6,Ayoze-Garci,es ESP,"DF,MF"
96,Raúl Domínguez,/en/players/cc2d9767/Raul-Dominguez,cc2d9767,Raul-Dominguez,es ESP,GK
97,Javi Poves,/en/players/fb15bf58/Javi-Poves,fb15bf58,Javi-Pov,es ESP,DF
98,Guillermo Méndez,/en/players/c8e7f6f2/Guillermo-Mendez,c8e7f6f2,Guillermo-Mendez,es ESP,FW
99,Óscar Trejo,/en/players/fc647b34/Oscar-Trejo,fc647b34,Oscar-Trejo,ar ARG,"FW,MF"
100,Damián Suárez,/en/players/ba5004e1/Damian-Suarez,ba5004e1,Damian-Suarez,uy URU,DF
101,Adrián Colunga,/en/players/2212dd4e/Adrian-Colunga,2212dd4e,Adrian-Colung,es ESP,"FW,MF"
102,Pedro Orfila,/en/players/a38c114e/Pedro-Orfila,38c114e,Pedro-Orfi,es ESP,DF
103,Formose Mendy,/en/players/eeee0542/Formose-Mendy,0542,Formose-Mend,gw GNB,MF
104,Moisés García,/en/players/5a740593/Moises-Garcia,5a740593,Moises-Garci,es ESP,DF
105,Álex Menéndez,/en/players/ddab8ee4/Alex-Menendez,ddab8ee4,Alex-Menendez,es ESP,DF
106,Ricardo León Brito,/en/players/186c0d18/Ricardo-Leon-Brito,186c0d18,Ricardo-Leon-Brito,es ESP,MF
107,David Rodríguez,/en/players/bae862bf/David-Rodriguez,bae862bf,David-Rodriguez,es ESP,FW
108,Bernardo Espinosa,/en/players/4242011c/Bernardo-Espinosa,4242011c,Bernardo-Espino,co COL,DF
109,Armando Maita,/en/players/5092e292/Armando-Maita,5092e292,Armando-Mait,ve VEN,FW
110,Borja López,/en/players/d02d04ea/Borja-Lopez,d02d04ea,Borja-Lopez,es ESP,DF
111,Luis Hernández,/en/players/02d2c436/Luis-Hernandez,02d2c436,Luis-Hernandez,es ESP,DF
112,Santi Jara,/en/players/40a78f59/Santi-Jara,40a78f59,Santi-J,es ESP,"FW,MF"
113,Carlos Carmona,/en/players/d161184f/Carlos-Carmona,d161184f,Carlos-Carmo,es ESP,"FW,MF"
114,Miguel Ángel Guerrero,/en/players/b35db3f6/Miguel-Angel-Guerrero,b35db3f6,Miguel-Angel-Guerrero,es ESP,"FW,MF"
115,Álex Barrera,/en/players/59533f80/Alex-Barrera,59533f80,Alex-B,es ESP,MF
116,Javier Casquero,/en/players/ab6daa16/Javier-Casquero,b6daa16,Javier-Casquero,es ESP,MF
117,Sergio,/en/players/7688c579/Sergio,7688c579,Sergio,es ESP,DF
118,Hugo Vieira,/en/players/ce24310d/Hugo-Vieira,ce24310d,Hugo-Viei,pt POR,FW
119,Adama Touré,/en/players/6edf97a9/Adama-Toure,6edf97a9,Adama-Tou,ml MLI,MF
120,Stefan Šćepović,/en/players/983f798c/Stefan-Scepovic,983f798c,Stefan-Scepovic,rs SRB,FW
121,Mandi,/en/players/d9c47790/Mandi,d9c47790,Mandi,es ESP,MF
122,Hugo Fraile,/en/players/168ec9a3/Hugo-Fraile,168ec9a3,Hugo-Frai,es ESP,"FW,MF"
123,Aritz López Garai,/en/players/59b0c4a0/Aritz-Lopez-Garai,59b0c4a0,Aritz-Lopez-Garai,es ESP,MF
124,Isma López,/en/players/e644a7f5/Isma-Lopez,644a7f5,Isma-Lopez,es ESP,"DF,FW"
125,Cristian Bustos,/en/players/ccb6ae73/Cristian-Bustos,ccb6ae73,Cristian-Busto,es ESP,MF
126,Alberto García,/en/players/17d9e354/Alberto-Garcia,17d9e354,Alberto-Garci,es ESP,GK
127,Álex Serrano,/en/players/c8b5d6d3/Alex-Serrano,c8b5d6d3,Alex-Serrano,es ESP,"FW,MF"
128,Pablo Pérez,/en/players/4f4549a5/Pablo-Perez,4f4549a5,Pablo-Perez,es ESP,"FW,MF"
129,Jony,/en/players/244f57b9/Jony,244f57b9,Jo,es ESP,MF
130,Dani Ndi,/en/players/b99f5920/Dani-Ndi,b99f5920,Dani-Ndi,cm CMR,MF
131,Rachid Aït-Atmane,/en/players/539b773e/Rachid-Ait-Atmane,539b773e,Rachid-Ait-Atm,dz ALG,MF
132,Jorge Meré,/en/players/9f979eb2/Jorge-Mere,9f979eb2,Jorge-M,es ESP,DF
133,Dennis Díaz,/en/players/4a3ee472/Dennis-Diaz,4a3ee472,Dennis-Diaz,es ESP,GK
134,Julio César Rodríguez López,/en/players/937c5719/Julio-Cesar-Rodriguez-Lopez,937c5719,Julio-Cesar-Rodriguez-Lopez,es ESP,DF
135,Antonio Sanabria,/en/players/0a447501/Antonio-Sanabria,0a447501,Antonio-Sanabri,py PAR,FW
136,Alen Halilović,/en/players/a6b9bd00/Alen-Halilovic,6b9bd00,Alen-Halilovic,hr CRO,MF
137,Omar Mascarell,/en/players/11fd2b75/Omar-Mascarell,11fd2b75,Omar-Masc,es ESP,MF
138,Carlos Castro,/en/players/9bf4f036/Carlos-Castro,9bf4f036,Carlos-Castro,es ESP,FW
139,Igor Lichnovsky,/en/players/3947fa95/Igor-Lichnovsky,3947fa95,Igor-Lichnovsk,cl CHI,DF
140,Alberto Guitián,/en/players/0eaaa3b0/Alberto-Guitian,0eaaa3b0,Alberto-Guiti,es ESP,DF
141,Sergio Mendigutxia,/en/players/67d64f59/Sergio-Mendigutxia,67d64f59,Sergio-Mendigutxi,es ESP,FW
142,Duje Čop,/en/players/8b0b02c9/Duje-Cop,8b0b02c9,Duje-Co,hr CRO,FW
143,Fernando Amorebieta,/en/players/b2bbc0ec/Fernando-Amorebieta,b2bbc0ec,Fernando-Amorebiet,ve VEN,DF
144,Lillo,/en/players/476ca810/Lillo,476ca810,Lillo,es ESP,DF
145,Moi Gómez,/en/players/5a626448/Moi-Gomez,5a626448,Moi-Gomez,es ESP,MF
146,Burgui,/en/players/45e304c8/Burgui,45e304c8,Burgui,es ESP,"MF,FW"
147,Douglas,/en/players/ee0da7af/Douglas,0da7af,Doug,br BRA,"DF,MF"
148,Jean-Sylvain Babin,/en/players/ba998e22/Jean-Sylvain-Babin,ba998e22,Jean-Sylvain-Babi,mq MTQ,DF
149,Mikel Vesga,/en/players/b0fce72c/Mikel-Vesga,b0fce72c,Mikel-Vesg,es ESP,MF
150,Víctor Rodríguez,/en/players/15781606/Victor-Rodriguez,15781606,Victor-Rodriguez,es ESP,MF
151,Xavi Torres,/en/players/1b51ad2f/Xavi-Torres,1b51ad2f,Xavi-To,es ESP,MF
152,Borja Viguera,/en/players/d906a703/Borja-Viguera,d906a703,Borja-Vigu,es ESP,"FW,MF"
153,Lacina Traoré,/en/players/883f251e/Lacina-Traore,883f251e,Lacina-Trao,ci CIV,FW
154,Akram Afif,/en/players/fd53d9e7/Akram-Afif,fd53d9e7,Akram-Afif,qa QAT,MF
155,Juan Rodríguez,/en/players/078054d6/Juan-Rodriguez,078054d6,Juan-Rodriguez,es ESP,DF
156,Elderson Echiéjilé,/en/players/f95570f9/Elderson-Echiejile,f95570f9,Elderson-Echieji,ng NGA,DF
157,Diego Mariño,/en/players/d9235a45/Diego-Marino,d9235a45,Diego-Marino,es ESP,GK
158,Rubén Sánchez,/en/players/8b90d832/Ruben-Sanchez,8b90d832,Ruben-Sanchez,es ESP,MF
159,Pablo Fernández,/en/players/8825e1fc/Pablo-Fernandez,8825e1fc,Pablo-Fernandez,es ESP,MF
160,Cristian Salvador,/en/players/6b121593/Cristian-Salvador,6b121593,Cristian-Salvado,es ESP,MF
161,Óscar Whalley,/en/players/3d763902/Oscar-Whalley,3d763902,Oscar-Wh,es ESP,GK
162,Federico Barba,/en/players/c010b898/Federico-Barba,c010b898,Federico-Barb,it ITA,DF
163,Álex Pérez,/en/players/8dac6f70/Alex-Perez,8dac6f70,Alex-Perez,es ESP,DF
164,Álex Bergantiños,/en/players/65ea8868/Alex-Bergantinos,65ea8868,Alex-Bergantino,es ESP,MF
165,Rubén García,/en/players/5c96b017/Ruben-Garcia,5c96b017,Ruben-Garci,es ESP,"MF,FW"
166,Michael Santos,/en/players/3cb6f224/Michael-Santos,3cb6f224,Michael-Santo,uy URU,FW
167,Jordi Calavera,/en/players/bdef8cdb/Jordi-Calavera,bdef8cdb,Jordi-Calav,es ESP,DF
168,Juan Quintero,/en/players/afbfddfa/Juan-Quintero,fbfddfa,Juan-Quintero,co COL,DF
169,Nacho Méndez,/en/players/7c29adba/Nacho-Mendez,7c29adba,Nacho-Mendez,es ESP,MF
170,Hernán,/en/players/8c83efb6/Hernan,8c83efb6,H,es ESP,MF
171,Álex López,/en/players/30b44896/Alex-Lopez,30b44896,Alex-Lopez,es ESP,MF
172,Adri Montoro,/en/players/63da5cf7/Adri-Montoro,63da5cf7,Adri-Montoro,es ESP,DF
173,Xandão,/en/players/e6346295/Xandao,6346295,Xandao,br BRA,DF
174,Carlos Cordero,/en/players/8dde0218/Carlos-Cordero,8dde0218,Carlos-Cordero,es ESP,DF
175,Pedro Díaz,/en/players/eea5130e/Pedro-Diaz,5130e,Pedro-Diaz,es ESP,MF
176,Daniel Martín,/en/players/4df0dff8/Daniel-Martin,4df0dff8,Daniel-Marti,es ESP,GK
177,Víctor Ruiz,/en/players/2e810bef/Victor-Ruiz,2e810bef,Victor-Ruiz,es ESP,DF
178,Uroš Đurđević,/en/players/d49b243a/Uros-Djurdjevic,d49b243a,Uros-Djurdjevic,me MNE,FW
179,André Geraldes,/en/players/35389469/Andre-Geraldes,35389469,Andre-Gerald,pt POR,DF
180,Francisco Molinero,/en/players/2cea96ce/Francisco-Molinero,2cea96ce,Francisco-Molinero,es ESP,DF
181,Mathieu Peybernes,/en/players/34c872d2/Mathieu-Peybernes,34c872d2,Mathieu-Peyb,fr FRA,DF
182,Isaac Cofie,/en/players/c6dda86e/Isaac-Cofie,c6dda86e,Isaac-Cofi,gh GHA,MF
183,Álvaro Traver,/en/players/f608a6b0/Alvaro-Traver,f608a6b0,Alvaro-Trav,es ESP,"MF,FW"
184,André Sousa,/en/players/0f7d5ec6/Andre-Sousa,0f7d5ec6,Andre-Sou,pt POR,MF
185,Robin Lod,/en/players/33c69aa0/Robin-Lod,33c69aa0,Robin-Lod,fi FIN,"MF,FW"
186,Álex Alegría,/en/players/46166b49/Alex-Alegria,46166b49,Alex-Alegri,es ESP,FW
187,Álvaro Jiménez,/en/players/5f5501ed/Alvaro-Jimenez,5f5501ed,Alvaro-Jimenez,es ESP,"MF,FW"
188,Aitor García,/en/players/9121816b/Aitor-Garcia,9121816b,Aitor-Garci,es ESP,MF
189,Nick Blackman,/en/players/d4e7c451/Nick-Blackman,d4e7c451,Nick-Blackm,bb BRB,FW
190,Neftali Manzambi,/en/players/da2ced9c/Neftali-Manzambi,da2ced9c,Neftali-Manzambi,ao ANG,FW
191,Ivi,/en/players/d2fa73e7/Ivi,d2fa73e7,Ivi,es ESP,MF
192,Isma Cerro,/en/players/6ddc9441/Isma-Cerro,6ddc9441,Isma-Cerro,es ESP,MF
193,Pelayo Morilla,/en/players/e159912f/Pelayo-Morilla,159912f,Pelayo-Mori,es ESP,FW
194,Javi Noblejas,/en/players/34d08919/Javi-Noblejas,34d08919,Javi-Noblej,es ESP,DF
195,Christian Sánchez,/en/players/447601de/Christian-Sanchez,447601de,Christian-Sanchez,cu CUB,GK
196,José Gragera,/en/players/ee45d138/Jose-Gragera,45d138,Jose-Grag,es ESP,MF
197,Javi Benitez,/en/players/39075c61/Javi-Benitez,39075c61,Javi-Benitez,es ESP,GK
198,Alberto Espeso,/en/players/79bb9a5d/Alberto-Espeso,79bb9a5d,Alberto-Espeso,es ESP,DF
199,Manu García,/en/players/6ed1a2a2/Manu-Garcia,6ed1a2a2,Manu-Garci,es ESP,"MF,FW"
200,Marc Valiente,/en/players/fd333066/Marc-Valiente,fd333066,Marc-Valient,es ESP,DF
201,Unai Medina,/en/players/bda6ddeb/Unai-Medina,bda6ddeb,Unai-Medi,es ESP,DF
202,Álvaro Vázquez,/en/players/d2d8675a/Alvaro-Vazquez,d2d8675a,Alvaro-Vazquez,es ESP,FW
203,Murilo Costa,/en/players/85733f33/Murilo-Costa,85733f33,Murilo-Cost,br BRA,MF
204,Bogdan Milovanov,/en/players/91b11d25/Bogdan-Milovanov,91b11d25,Bogdan-Milovanov,ua UKR,DF
205,Gaspar Campos,/en/players/e9e8c5ca/Gaspar-Campos,9e8c5ca,Gaspar-Campo,es ESP,MF
206,Berto,/en/players/d841acc9/Berto,d841acc9,Berto,es ESP,FW
207,Guillermo Rosas,/en/players/21d5cdc4/Guillermo-Rosas,21d5cdc4,Guillermo-Ro,es ESP,DF
208,Saúl García,/en/players/dafa5038/Saul-Garcia,dafa5038,Saul-Garci,es ESP,DF
209,Nikola Čumić,/en/players/56dd2a9a/Nikola-Cumic,56dd2a9a,Nikola-Cumic,rs SRB,MF
210,Pablo García,/en/players/d1c7de35/Pablo-Garcia,d1c7de35,Pablo-Garci,es ESP,DF
211,Víctor Campuzano,/en/players/06983922/Victor-Campuzano,06983922,Victor-Campuzano,es ESP,"FW,MF"
212,Pelayo Suárez,/en/players/3e999e3d/Pelayo-Suarez,3e999e3d,Pelayo-Suarez,es ESP,DF
213,Pedro Alejandro Zalaya,/en/players/f7ddfb93/Pedro-Alejandro-Zalaya,f7ddfb93,Pedro-Alejandro-Z,es ESP,DF
214,Gonzalo Ardura,/en/players/e0c5b74e/Gonzalo-Ardura,0c5b74e,Gonzalo-Ardu,es ESP,GK
215,Mateo Arellano,/en/players/aebd7f17/Mateo-Arellano,bd7f17,Mateo-Arellano,es ESP,MF
216,David Argüelles,/en/players/a1b81f14/David-Arguelles,1b81f14,David-Argu,es ESP,DF
217,Pablo Díez,/en/players/19b98a87/Pablo-Diez,19b98a87,Pablo-Diez,es ESP,GK
218,César García,/en/players/703b460b/Cesar-Garcia,703b460b,Cesar-Garci,es ESP,FW
219,Joel Jiménez,/en/players/755f61da/Joel-Jimenez,755f61da,Joel-Jimenez,es ESP,GK
220,Javier Mecerreyes,/en/players/bfcacafb/Javier-Mecerreyes,bfcacafb,Javier-Mec,es ESP,MF
