Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Stefan Wessels,/en/players/b405f32d/Stefan-Wessels,b405f32d,Stefan-W,de GER,GK,Koln
1,Christian Springer,/en/players/fdea0bff/Christian-Springer,fdea0bff,Christian-Spring,de GER,MF,Koln
2,Oliver Schröder,/en/players/3810cf9d/Oliver-Schroder,3810cf9d,Oliver-Schrod,de GER,"DF,MF",Koln
3,Mustafa Doğan,/en/players/9fe497f0/Mustafa-Dogan,9fe497f0,Mustafa-Dog,de GER,DF,Koln
4,Matthias Scherz,/en/players/cea72c78/Matthias-Scherz,cea72c78,Matthias-Scherz,de GER,FW,Koln
5,Alexander Voigt,/en/players/3357cd1c/Alexander-Voigt,3357cd1c,Alexander-Voigt,de GER,DF,Koln
6,Florian Kringe,/en/players/cbb4a154/Florian-Kringe,cbb4a154,Florian-Kring,de GER,"DF,MF",Koln
7,Moses Sichone,/en/players/c0271a1b/Moses-Sichone,c0271a1b,Moses-Sicho,zm ZAM,DF,Koln
8,Dirk Lottner,/en/players/849bc5be/Dirk-Lottner,849bc5be,Dirk-Lott,de GER,"DF,MF",Koln
9,Thomas Cichon,/en/players/0e7c3590/Thomas-Cichon,0e7c3590,Thomas-Cicho,de GER,DF,Koln
10,Andriy Voronin,/en/players/e0404459/Andriy-Voronin,0404459,Andriy-Voroni,ua UKR,"FW,MF",Koln
11,Lukas Podolski,/en/players/88f0a9a0/Lukas-Podolski,88f0a9a0,Lukas-Podolski,de GER,"FW,MF",Koln
12,Jörg Heinrich,/en/players/bdf3492d/Jorg-Heinrich,bdf3492d,Jorg-Heinrich,de GER,"DF,MF",Koln
13,Carsten Cullmann,/en/players/7d78fe24/Carsten-Cullmann,7d78fe24,Carsten-Cullm,de GER,DF,Koln
14,Albert Streit,/en/players/35acf792/Albert-Streit,35acf792,Albert-Streit,de GER,MF,Koln
15,Andrew Sinkala,/en/players/676808bb/Andrew-Sinkala,676808bb,Andrew-Sink,zm ZAM,MF,Koln
16,Vladan Grujić,/en/players/8e282a9c/Vladan-Grujic,8e282a9c,Vladan-Grujic,ba BIH,MF,Koln
17,Markus Feulner,/en/players/ee08880b/Markus-Feulner,08880b,Markus-Feu,de GER,MF,Koln
18,Marius Ebbers,/en/players/c56ab2cd/Marius-Ebbers,c56ab2cd,Marius-Ebb,de GER,FW,Koln
19,Sebastian Helbig,/en/players/2ff04b42/Sebastian-Helbig,2ff04b42,Sebastian-Helbig,de GER,"FW,MF",Koln
20,Tomasz Kłos,/en/players/efb1247f/Tomasz-Klos,fb1247f,Tomasz-Klo,pl POL,DF,Koln
21,Giovanni Federico,/en/players/a5f58da6/Giovanni-Federico,5f58da6,Giovanni-Federico,de GER,MF,Koln
22,Lukas Sinkiewicz,/en/players/ba0d7c89/Lukas-Sinkiewicz,ba0d7c89,Lukas-Sinkiewicz,de GER,"DF,MF",Koln
23,Alexander Bade,/en/players/5111ab60/Alexander-Bade,5111ab60,Alexander-Bad,de GER,GK,Koln
24,Sebastian Schindzielorz,/en/players/b813dfd2/Sebastian-Schindzielorz,b813dfd2,Sebastian-Schindzielorz,de GER,MF,Koln
25,Markus Happe,/en/players/1a6acdeb/Markus-Happe,1a6acdeb,Markus-H,de GER,DF,Koln
26,Michael Niedrig,/en/players/61e215f8/Michael-Niedrig,61e215f8,Michael-Niedrig,de GER,MF,Koln
27,Markus Dworrak,/en/players/64041728/Markus-Dworrak,64041728,Markus-Dworrak,de GER,"FW,MF",Koln
28,Michael Lejan,/en/players/8a16b711/Michael-Lejan,8a16b711,Michael-Lej,be BEL,MF,Koln
30,Rolf-Christel Guié-Mien,/en/players/cce4cd9c/Rolf-Christel-Guie-Mien,cce4cd9c,Rolf-Christel-Guie-Mi,cg CGO,MF,Koln
31,Fábio Bilica,/en/players/12bdac6a/Fabio-Bilica,12bdac6a,Fabio-Bilic,br BRA,DF,Koln
32,Christian Rahn,/en/players/9104592b/Christian-Rahn,9104592b,Christian-Rah,de GER,"DF,MF",Koln
33,Kostas Konstantinidis,/en/players/e28ce024/Kostas-Konstantinidis,28ce024,Kostas-Konstantinidi,gr GRE,DF,Koln
34,Timo Achenbach,/en/players/82a89164/Timo-Achenbach,82a89164,Timo-Achenbach,de GER,DF,Koln
35,Christian Lell,/en/players/37d7f47d/Christian-Lell,37d7f47d,Christian-L,de GER,DF,Koln
36,Thomas Bröker,/en/players/90b61b87/Thomas-Broker,90b61b87,Thomas-Brok,de GER,"FW,MF",Koln
37,Vasilios Tsiartas,/en/players/81528813/Vasilios-Tsiartas,81528813,Vasilios-Tsiart,gr GRE,MF,Koln
38,Roland Benschneider,/en/players/b9ddbb3c/Roland-Benschneider,b9ddbb3c,Roland-Benschneid,de GER,DF,Koln
39,Attila Tököli,/en/players/bb636da5/Attila-Tokoli,bb636da5,Attila-Tokoli,hu HUN,FW,Koln
40,Marvin Matip,/en/players/97decaae/Marvin-Matip,97decaae,Marvin-Mati,cm CMR,"DF,MF",Koln
41,Alpay Özalan,/en/players/e1a59314/Alpay-Ozalan,1a59314,Alpay-Oz,tr TUR,DF,Koln
42,Ricardo Cabanas,/en/players/51e3aab2/Ricardo-Cabanas,51e3aab2,Ricardo-Cab,ch SUI,MF,Koln
43,Björn Schlicke,/en/players/5531d218/Bjorn-Schlicke,5531d218,Bjorn-Schlick,de GER,DF,Koln
44,Dimitrios Grammozis,/en/players/f9f929d1/Dimitrios-Grammozis,f9f929d1,Dimitrios-Grammozi,gr GRE,MF,Koln
45,Marco Streller,/en/players/376faf34/Marco-Streller,376faf34,Marco-St,ch SUI,FW,Koln
46,Youssef Mokhtari,/en/players/48231705/Youssef-Mokhtari,48231705,Youssef-Mokhtari,ma MAR,MF,Koln
47,Boris Živković,/en/players/f6338bc4/Boris-Zivkovic,f6338bc4,Boris-Zivkovic,hr CRO,DF,Koln
48,Anthony Lurling,/en/players/eeabb641/Anthony-Lurling,bb641,Anthony-Lurling,nl NED,"FW,MF",Koln
