Unnamed: 0,Player,Link,Player_name,Player_id,Nationality,Position,club
9517.0,﻿Raúl Arribas,/en/players/8de0ba1c/Raul-Arribas,Raul-Arrib,8de0ba1c,es ESP,GK,Leganes
9518.0,Pablo Villa,/en/players/c6b66eea/Pablo-Villa,Pablo-Vi,c6b66eea,es ESP,FW,Leganes
9519.0,Abass Lawal,/en/players/dd53d426/Abass-Lawal,Abass-Law,dd53d426,ng NGA,"FW,MF",Leganes
9520.0,Miguel Ángel,/en/players/76f06f1f/Miguel-Angel,Miguel-Ang,76f06f1f,es ESP,FW,Leganes
9521.0,Óscar,/en/players/b4786695/Oscar,Osc,b4786695,es ESP,DF,Leganes
9522.0,Joaquín Macanás,/en/players/fe9e077f/Joaquin-Macanas,Joaquin-Mac,fe9e077f,es ESP,DF,Leganes
9523.0,Jon Ander Lambea,/en/players/f370429e/Jon-Ander-Lambea,Jon-Ander-Lamb,f370429e,es ESP,DF,Leganes
9524.0,Gustavo de la Parra,/en/players/ba328cca/Gustavo-de-la-Parra,Gustavo-de-la-P,ba328cca,es ESP,DF,Leganes
9525.0,Fede Bahón,/en/players/b0ccfe54/Fede-Bahon,Fede-Baho,b0ccfe54,es ESP,DF,Leganes
9526.0,Unai Emery,/en/players/e530e0c0/Unai-Emery,Unai-Em,530e0c0,es ESP,MF,Leganes
9527.0,David Clotet,/en/players/cd3a8fa3/David-Clotet,David-Clotet,cd3a8fa3,es ESP,DF,Leganes
9528.0,Sergio Gámiz,/en/players/d15abcc9/Sergio-Gamiz,Sergio-Gamiz,d15abcc9,es ESP,MF,Leganes
9529.0,Juan Carlos Carcedo,/en/players/3f698ebf/Juan-Carlos-Carcedo,Juan-Carlos-Carcedo,3f698ebf,es ESP,"FW,MF",Leganes
9530.0,Sívori,/en/players/fed61bbe/Sivori,Sivori,fed61bbe,es ESP,"FW,MF",Leganes
9531.0,Pablo Calandria,/en/players/9c010ae8/Pablo-Calandria,Pablo-Calandri,9c010ae8,ar ARG,FW,Leganes
9532.0,Miguel Falcón,/en/players/a955cfa6/Miguel-Falcon,Miguel-Falco,955cfa6,es ESP,MF,Leganes
9533.0,Salva,/en/players/dfbb5412/Salva,Salv,dfbb5412,es ESP,DF,Leganes
