Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Nicola Santoni,/en/players/fa0cf031/Nicola-Santoni,fa0cf031,Nicola-Santoni,it ITA,GK,Spezia
2,Gennaro Scarlato,/en/players/b951e5e4/Gennaro-Scarlato,b951e5e4,Gennaro-Scarlato,it ITA,DF,Spezia
3,Davide Saverino,/en/players/bc63de12/Davide-Saverino,bc63de12,Davide-Saverino,it ITA,MF,Spezia
4,Alessandro Frara,/en/players/9ad115ba/Alessandro-Frara,9ad115ba,Alessandro-F,it ITA,MF,Spezia
5,Massimiliano Guidetti,/en/players/c186413f/Massimiliano-Guidetti,c186413f,Massimiliano-Guidetti,it ITA,FW,Spezia
6,Marco Gorzegno,/en/players/50ef90f1/Marco-Gorzegno,50ef90f1,Marco-Gorzegno,it ITA,"DF,MF",Spezia
7,Davide Nicola,/en/players/b3232492/Davide-Nicola,b3232492,Davide-Nico,it ITA,DF,Spezia
8,Corrado Colombo,/en/players/803e5dfe/Corrado-Colombo,803e5dfe,Corrado-Colombo,it ITA,FW,Spezia
9,Simone Confalone,/en/players/ca83654a/Simone-Confalone,ca83654a,Simone-Confalo,it ITA,MF,Spezia
10,Paolo Ponzo,/en/players/37656340/Paolo-Ponzo,37656340,Paolo-Ponzo,it ITA,MF,Spezia
11,Pietro Fusco,/en/players/87252a08/Pietro-Fusco,87252a08,Pietro-Fusco,it ITA,DF,Spezia
12,Giuseppe Alessi,/en/players/1dae1961/Giuseppe-Alessi,1dae1961,Giuseppe-Alessi,it ITA,MF,Spezia
13,Massimiliano Varricchio,/en/players/09d37b99/Massimiliano-Varricchio,09d37b99,Massimiliano-Varricchio,it ITA,FW,Spezia
14,Nicola Padoin,/en/players/b6b39624/Nicola-Padoin,b6b39624,Nicola-Padoi,it ITA,MF,Spezia
15,Giovanni Rossi,/en/players/795db786/Giovanni-Rossi,795db786,Giovanni-Rossi,it ITA,DF,Spezia
16,Tomás Guzmán,/en/players/6755e384/Tomas-Guzman,6755e384,Tomas-Guzm,py PAR,"FW,MF",Spezia
17,Marco Pecorari,/en/players/bbac1f38/Marco-Pecorari,bbac1f38,Marco-Pecorari,it ITA,DF,Spezia
18,Vito Grieco,/en/players/2c57b00b/Vito-Grieco,2c57b00b,Vito-Grieco,it ITA,MF,Spezia
19,Roberto Maltagliati,/en/players/315860e5/Roberto-Maltagliati,315860e5,Roberto-Maltagliati,it ITA,DF,Spezia
20,Guly do Prado,/en/players/3ed6e788/Guly-do-Prado,3ed6e788,Guly-do-Prado,br BRA,"FW,MF",Spezia
21,Alberto Quadri,/en/players/db7706fb/Alberto-Quadri,db7706fb,Alberto-Quadri,it ITA,MF,Spezia
22,Luca Mondini,/en/players/d3982cb9/Luca-Mondini,d3982cb9,Luca-Mondini,it ITA,GK,Spezia
24,Mirko Bruccini,/en/players/2da3a4e6/Mirko-Bruccini,2da3a4e6,Mirko-Bruccini,it ITA,MF,Spezia
25,Alfonso Camorani,/en/players/18624c30/Alfonso-Camorani,18624c30,Alfonso-Camorani,it ITA,MF,Spezia
26,Luca Ceccarelli,/en/players/c7a973a4/Luca-Ceccarelli,c7a973a4,Luca-Ceccarelli,it ITA,DF,Spezia
27,Ondřej Herzán,/en/players/8709a53e/Ondrej-Herzan,8709a53e,Ondrej-Herz,cz CZE,MF,Spezia
28,Fabrizio Romondini,/en/players/232b7e63/Fabrizio-Romondini,232b7e63,Fabrizio-Romondini,it ITA,MF,Spezia
29,Mattia Biso,/en/players/99e278d0/Mattia-Biso,99e278d0,Mattia-Biso,it ITA,MF,Spezia
30,Luca Tedeschi,/en/players/726f499a/Luca-Tedeschi,726f499a,Luca-Tedeschi,it ITA,DF,Spezia
31,Marco Zaninelli,/en/players/2b20e805/Marco-Zaninelli,2b20e805,Marco-Zaninelli,it ITA,DF,Spezia
32,Isah Eliakwu,/en/players/6dd24d46/Isah-Eliakwu,6dd24d46,Isah-Eliakwu,ng NGA,FW,Spezia
33,Francesco Millesi,/en/players/35b2f375/Francesco-Millesi,35b2f375,Francesco-Millesi,it ITA,MF,Spezia
34,Giorgio Di Vicino,/en/players/5c0c1f44/Giorgio-Di-Vicino,5c0c1f44,Giorgio-Di-Vicino,it ITA,MF,Spezia
35,Francesco Zizzari,/en/players/82c5d2bd/Francesco-Zizzari,82c5d2bd,Francesco-Zizzari,it ITA,FW,Spezia
36,Alessio Manzoni,/en/players/1e460747/Alessio-Manzoni,1e460747,Alessio-Manzoni,it ITA,MF,Spezia
37,Giovanni Fietta,/en/players/08821228/Giovanni-Fietta,08821228,Giovanni-Fiett,it ITA,MF,Spezia
38,Cristian Fernández,/en/players/57c9f9c4/Cristian-Fernandez,57c9f9c4,Cristian-Fernandez,ar ARG,DF,Spezia
39,Antonio Esposito,/en/players/8b48bf99/Antonio-Esposito,8b48bf99,Antonio-Esposito,it ITA,"DF,MF",Spezia
40,Sebastián Ribas,/en/players/ac90267e/Sebastian-Ribas,c90267e,Sebastian-Rib,uy URU,FW,Spezia
41,Eder Baù,/en/players/9ba827c3/Eder-Bau,9ba827c3,Eder-Bau,it ITA,"FW,MF",Spezia
