,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Gilberto Martínez,/en/players/a407d9ae/Gilberto-Martinez,407d9ae,Gilberto-Martinez,cr CRC,DF
1,Roberto Baggio,/en/players/2bd30258/Roberto-Baggio,2bd30258,Roberto-Baggio,it ITA,"FW,MF"
2,Fabio Petruzzi,/en/players/e6581c9b/Fabio-Petruzzi,6581c9b,Fabio-Petruzzi,it ITA,DF
3,Stephen Appiah,/en/players/c4fb13cc/Stephen-Appiah,c4fb13cc,Stephen-Appiah,gh GHA,MF
4,Matuzalém,/en/players/5ba2fc63/Matuzalem,5ba2fc63,Matuzalem,br BRA,MF
5,Anthony Šerić,/en/players/e1dc1b88/Anthony-Seric,1dc1b88,Anthony-Seric,hr CRO,DF
6,Dario Dainelli,/en/players/3858e611/Dario-Dainelli,3858e611,Dario-Dainelli,it ITA,DF
7,Matteo Sereni,/en/players/5a846fbb/Matteo-Sereni,5a846fbb,Matteo-Sereni,it ITA,GK
8,Antonio Filippini,/en/players/7f621318/Antonio-Filippini,7f621318,Antonio-Filippini,it ITA,"DF,MF"
9,Igli Tare,/en/players/c491b53d/Igli-Tare,c491b53d,Igli-T,al ALB,FW
10,Jonathan Bachini,/en/players/7aa43273/Jonathan-Bachini,7aa43273,Jonathan-Bachini,it ITA,MF
11,Pep Guardiola,/en/players/b21fe2db/Pep-Guardiola,b21fe2db,Pep-Guardio,es ESP,MF
12,Luca Toni,/en/players/dd74033b/Luca-Toni,dd74033b,Luca-Toni,it ITA,FW
13,Markus Schopp,/en/players/67bbb8ea/Markus-Schopp,67bbb8ea,Markus-Scho,at AUT,MF
14,Marco Pisano,/en/players/5492fe20/Marco-Pisano,5492fe20,Marco-Pisano,it ITA,DF
15,Fábio Bilica,/en/players/12bdac6a/Fabio-Bilica,12bdac6a,Fabio-Bilic,br BRA,DF
16,Davide Micillo,/en/players/ea60aaf4/Davide-Micillo,60aaf4,Davide-Micillo,it ITA,GK
17,Víctor Hugo Mareco,/en/players/27d28a4d/Victor-Hugo-Mareco,27d28a4d,Victor-Hugo-Mareco,py PAR,DF
18,Pavel Srníček,/en/players/db13a630/Pavel-Srnicek,db13a630,Pavel-Srnicek,cz CZE,GK
19,Roberto Guana,/en/players/65fcaf78/Roberto-Guana,65fcaf78,Roberto-Gu,it ITA,MF
20,Marius Stankevičius,/en/players/7c3a4a58/Marius-Stankevicius,7c3a4a58,Marius-Stankeviciu,lt LTU,"DF,MF"
21,Abderrazzak Jadid,/en/players/c4abfac0/Abderrazzak-Jadid,c4abfac0,Abderrazzak-Jadid,ma MAR,"FW,MF"
22,Simone Del Nero,/en/players/ce1ace0d/Simone-Del-Nero,ce1ace0d,Simone-Del-Nero,it ITA,"DF,FW"
23,Alejandro Correa,/en/players/19ec4e79/Alejandro-Correa,19ec4e79,Alejandro-Co,uy URU,MF
24,Andrea Alberti,/en/players/d7af276a/Andrea-Alberti,d7af276a,Andrea-Alberti,it ITA,FW
25,Massimiliano Caputo,/en/players/5712de1a/Massimiliano-Caputo,5712de1a,Massimiliano-Caputo,it ITA,FW
27,Luigi Di Biagio,/en/players/7b085418/Luigi-Di-Biagio,7b085418,Luigi-Di-Biagio,it ITA,MF
28,Stefano Mauri,/en/players/e3bb6738/Stefano-Mauri,3bb6738,Stefano-Mauri,it ITA,"FW,MF"
29,Matteo Brighi,/en/players/d417b306/Matteo-Brighi,d417b306,Matteo-Brighi,it ITA,MF
30,Federico Agliardi,/en/players/18b0ad94/Federico-Agliardi,18b0ad94,Federico-Agliardi,it ITA,GK
31,Paolo Castellini,/en/players/be445f85/Paolo-Castellini,be445f85,Paolo-Castellini,it ITA,DF
32,Luca Castellazzi,/en/players/36281ecb/Luca-Castellazzi,36281ecb,Luca-Castellazzi,it ITA,GK
33,Giuseppe Colucci,/en/players/e41ba477/Giuseppe-Colucci,41ba477,Giuseppe-Colucci,it ITA,MF
34,Filippo Maniero,/en/players/ad9104ba/Filippo-Maniero,d9104ba,Filippo-Maniero,it ITA,FW
35,Sebastián Saja,/en/players/50a2cb6d/Sebastian-Saja,50a2cb6d,Sebastian-Saj,ar ARG,GK
36,Raúl González,/en/players/8c674bff/Raul-Gonzalez,8c674bff,Raul-Gonzalez,ar ARG,FW
37,Andrea Caracciolo,/en/players/61e267c5/Andrea-Caracciolo,61e267c5,Andrea-Caracciolo,it ITA,FW
38,Omar Milanetto,/en/players/86e9e923/Omar-Milanetto,86e9e923,Omar-Milanetto,it ITA,MF
39,Maurizio Domizzi,/en/players/822aad0c/Maurizio-Domizzi,822aad0c,Maurizio-Domizzi,it ITA,DF
40,Davide Zoboli,/en/players/f898b104/Davide-Zoboli,f898b104,Davide-Zoboli,it ITA,DF
41,Giuseppe Sculli,/en/players/cef60dc5/Giuseppe-Sculli,cef60dc5,Giuseppe-Sculli,it ITA,"FW,MF"
42,Pierre Womé,/en/players/981757db/Pierre-Wome,981757db,Pierre-Wom,cm CMR,DF
43,Daniele Mannini,/en/players/bf1be8ff/Daniele-Mannini,bf1be8ff,Daniele-Mannini,it ITA,MF
44,Daniele Adani,/en/players/ea6479e8/Daniele-Adani,6479e8,Daniele-Adani,it ITA,DF
45,Fabrizio Zambrella,/en/players/dc4f9b5d/Fabrizio-Zambrella,dc4f9b5d,Fabrizio-Zamb,ch SUI,MF
46,Marco Delvecchio,/en/players/f7a94520/Marco-Delvecchio,f7a94520,Marco-Delvecchio,it ITA,FW
47,Matías Almeyda,/en/players/cea39bc0/Matias-Almeyda,cea39bc0,Matias-Almeyd,ar ARG,"DF,MF"
48,Marc Nygaard,/en/players/b38f8bd7/Marc-Nygaard,b38f8bd7,Marc-Nygaard,dk DEN,FW
49,Daniele Berretta,/en/players/3250af95/Daniele-Berretta,3250af95,Daniele-Berrett,it ITA,MF
50,Johan Vonlanthen,/en/players/996bf10b/Johan-Vonlanthen,996bf10b,Johan-Vonlanth,ch SUI,"FW,MF"
51,Luigi Dipasquale,/en/players/f4af6226/Luigi-Dipasquale,f4af6226,Luigi-Dipasqu,it ITA,FW
52,Marco Zambelli,/en/players/c09136a3/Marco-Zambelli,c09136a3,Marco-Zambelli,it ITA,"DF,MF"
53,Marek Hamšík,/en/players/e6ad16b2/Marek-Hamsik,6ad16b2,Marek-Hamsik,sk SVK,MF
54,﻿Luigi Piangerelli,/en/players/5a7ee48a/Luigi-Piangerelli,5a7ee48a,Luigi-Piangerelli,it ITA,MF
55,Davide Possanzini,/en/players/6078984b/Davide-Possanzini,6078984b,Davide-Possanzini,it ITA,"FW,MF"
56,Salvatore Bruno,/en/players/397033b8/Salvatore-Bruno,397033b8,Salvatore-Bruno,it ITA,FW
57,Simone Dallamano,/en/players/561dc078/Simone-Dallamano,561dc078,Simone-Dallamano,it ITA,DF
58,Emiliano Viviano,/en/players/03760df0/Emiliano-Viviano,03760df0,Emiliano-Viviano,it ITA,GK
59,Michele Arcari,/en/players/89f815dc/Michele-Arcari,89f815dc,Michele-Arcari,it ITA,GK
61,Pietro Strada,/en/players/2b65884d/Pietro-Strada,2b65884d,Pietro-Strad,it ITA,MF
62,Nicola Santoni,/en/players/fa0cf031/Nicola-Santoni,fa0cf031,Nicola-Santoni,it ITA,GK
63,Andrea Milani,/en/players/fadc51e8/Andrea-Milani,fadc51e8,Andrea-Milani,it ITA,DF
64,George Mourad,/en/players/8dc89b7c/George-Mourad,8dc89b7c,George-Mourad,sy SYR,FW
65,Raffaele Schiavi,/en/players/9c9b074a/Raffaele-Schiavi,9c9b074a,Raffaele-Schiavi,it ITA,DF
66,Anderson,/en/players/d8a9c776/Anderson,d8a9c776,Anderso,br BRA,MF
67,Leandro Depetris,/en/players/84a63da8/Leandro-Depetris,84a63da8,Leandro-Depetri,ar ARG,FW
68,Matteo Serafini,/en/players/2133040a/Matteo-Serafini,2133040a,Matteo-Serafini,it ITA,"FW,MF"
69,Fabiano Santacroce,/en/players/99036505/Fabiano-Santacroce,99036505,Fabiano-Santacroc,it ITA,DF
