Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Oliver Kahn,/en/players/c53142b5/Oliver-Kahn,c53142b5,Oliver-Kah,de GER,GK,Bayern-Munich
1,Giovane Élber,/en/players/c0f9667c/Giovane-Elber,c0f9667c,Giovane-Elb,br BRA,FW,Bayern-Munich
2,Thomas Linke,/en/players/f8ca1b7e/Thomas-Linke,f8ca1b7e,Thomas-Link,de GER,DF,Bayern-Munich
3,Jens Jeremies,/en/players/b4632c7c/Jens-Jeremies,b4632c7c,Jens-Jeremi,de GER,MF,Bayern-Munich
4,Zé Roberto,/en/players/c332aacf/Ze-Roberto,c332aacf,Ze-Roberto,br BRA,"DF,MF",Bayern-Munich
5,Michael Ballack,/en/players/9d1b8b6b/Michael-Ballack,9d1b8b6b,Michael-Ballack,de GER,MF,Bayern-Munich
6,Claudio Pizarro,/en/players/54b6ee79/Claudio-Pizarro,54b6ee79,Claudio-Pizarro,pe PER,FW,Bayern-Munich
7,Bixente Lizarazu,/en/players/2ab8a20e/Bixente-Lizarazu,2ab8a20e,Bixente-Lizarazu,fr FRA,DF,Bayern-Munich
8,Robert Kovač,/en/players/cc19ca30/Robert-Kovac,cc19ca30,Robert-Kovac,hr CRO,DF,Bayern-Munich
9,Willy Sagnol,/en/players/bc932987/Willy-Sagnol,bc932987,Willy-Sagno,fr FRA,DF,Bayern-Munich
10,Samuel Kuffour,/en/players/a7221cc1/Samuel-Kuffour,7221cc1,Samuel-Kuffou,gh GHA,DF,Bayern-Munich
11,Owen Hargreaves,/en/players/1b2b5b86/Owen-Hargreaves,1b2b5b86,Owen-Hargreav,eng ENG,MF,Bayern-Munich
12,Mehmet Scholl,/en/players/8da38495/Mehmet-Scholl,8da38495,Mehmet-Scho,de GER,MF,Bayern-Munich
13,Hasan Salihamidžić,/en/players/f1366d68/Hasan-Salihamidzic,f1366d68,Hasan-Salihamidzic,ba BIH,"DF,MF",Bayern-Munich
14,Niko Kovač,/en/players/0670ad93/Niko-Kovac,0670ad93,Niko-Kovac,hr CRO,MF,Bayern-Munich
15,Bastian Schweinsteiger,/en/players/ccc22fea/Bastian-Schweinsteiger,ccc22fea,Bastian-Schweinsteig,de GER,"DF,MF",Bayern-Munich
16,Roque Santa Cruz,/en/players/7f2107eb/Roque-Santa-Cruz,7f2107eb,Roque-Santa-Cruz,py PAR,FW,Bayern-Munich
17,Michael Tarnat,/en/players/2572fceb/Michael-Tarnat,2572fceb,Michael-Tarnat,de GER,"DF,MF",Bayern-Munich
18,Alexander Zickler,/en/players/702be2ae/Alexander-Zickler,702be2ae,Alexander-Zick,de GER,FW,Bayern-Munich
19,Sebastian Deisler,/en/players/2a06c00a/Sebastian-Deisler,2a06c00a,Sebastian-Dei,de GER,MF,Bayern-Munich
20,Markus Feulner,/en/players/ee08880b/Markus-Feulner,08880b,Markus-Feu,de GER,MF,Bayern-Munich
21,Pablo Thiam,/en/players/9044d2e5/Pablo-Thiam,9044d2e5,Pablo-Thiam,gn GUI,"DF,MF",Bayern-Munich
22,Thorsten Fink,/en/players/8987c418/Thorsten-Fink,8987c418,Thorsten-Fink,de GER,MF,Bayern-Munich
23,Stefan Wessels,/en/players/b405f32d/Stefan-Wessels,b405f32d,Stefan-W,de GER,GK,Bayern-Munich
24,Piotr Trochowski,/en/players/6cae08d5/Piotr-Trochowski,6cae08d5,Piotr-Trochowski,de GER,MF,Bayern-Munich
25,Zvjezdan Misimović,/en/players/0b51984b/Zvjezdan-Misimovic,0b51984b,Zvjezdan-Misimovic,ba BIH,MF,Bayern-Munich
27,Roy Makaay,/en/players/22cd2356/Roy-Makaay,22cd2356,Roy-Mak,nl NED,FW,Bayern-Munich
28,Martín Demichelis,/en/players/e9c7102a/Martin-Demichelis,9c7102a,Martin-Demicheli,ar ARG,"DF,MF",Bayern-Munich
29,Tobias Rau,/en/players/131db256/Tobias-Rau,131db256,Tobias-Rau,de GER,DF,Bayern-Munich
30,Michael Rensing,/en/players/c476b0c0/Michael-Rensing,c476b0c0,Michael-Rensing,de GER,GK,Bayern-Munich
31,Christian Lell,/en/players/37d7f47d/Christian-Lell,37d7f47d,Christian-L,de GER,DF,Bayern-Munich
32,Lúcio,/en/players/8abd0414/Lucio,8abd0414,Lucio,br BRA,DF,Bayern-Munich
33,Torsten Frings,/en/players/e6c8ded2/Torsten-Frings,6c8ded2,Torsten-Fring,de GER,MF,Bayern-Munich
34,Andreas Görlitz,/en/players/75338390/Andreas-Gorlitz,75338390,Andreas-Gorlitz,de GER,"DF,MF",Bayern-Munich
35,Paolo Guerrero,/en/players/ae6657a1/Paolo-Guerrero,6657a1,Paolo-Guerrero,pe PER,FW,Bayern-Munich
36,Vahid Hashemian,/en/players/5b2834ed/Vahid-Hashemian,5b2834ed,Vahid-Hashemi,ir IRN,"FW,MF",Bayern-Munich
37,Valérien Ismaël,/en/players/a3d06a0f/Valerien-Ismael,3d06a0f,Valerien-Ism,fr FRA,DF,Bayern-Munich
38,Philipp Lahm,/en/players/de491a33/Philipp-Lahm,de491a33,Philipp-Lahm,de GER,"DF,MF",Bayern-Munich
39,Ali Karimi,/en/players/1aa14fa3/Ali-Karimi,1aa14fa3,Ali-Karimi,ir IRN,"FW,MF",Bayern-Munich
40,Andreas Ottl,/en/players/9a90c465/Andreas-Ottl,9a90c465,Andreas-Ott,de GER,MF,Bayern-Munich
41,Julio dos Santos,/en/players/64d5130e/Julio-dos-Santos,64d5130e,Julio-dos-Santo,py PAR,MF,Bayern-Munich
42,Bernd Dreher,/en/players/8477f289/Bernd-Dreher,8477f289,Bernd-Dreh,de GER,GK,Bayern-Munich
43,Daniel Van Buyten,/en/players/18a7d190/Daniel-Van-Buyten,18a7d190,Daniel-Van-Buyt,be BEL,DF,Bayern-Munich
44,Lukas Podolski,/en/players/88f0a9a0/Lukas-Podolski,88f0a9a0,Lukas-Podolski,de GER,"FW,MF",Bayern-Munich
45,Mats Hummels,/en/players/05d548d8/Mats-Hummels,05d548d8,Mats-Humm,de GER,DF,Bayern-Munich
46,Stefan Maierhofer,/en/players/6dfec8d4/Stefan-Maierhofer,6dfec8d4,Stefan-Maierhof,at AUT,FW,Bayern-Munich
47,Stephan Fürstner,/en/players/18c2e247/Stephan-Furstner,18c2e247,Stephan-Furst,de GER,MF,Bayern-Munich
48,Louis Ngwat-Mahop,/en/players/592e367a/Louis-Ngwat-Mahop,592e367a,Louis-Ngwat-Maho,cm CMR,"FW,MF",Bayern-Munich
49,﻿Luca Toni,/en/players/dd74033b/Luca-Toni,dd74033b,Luca-Toni,it ITA,FW,Bayern-Munich
50,Franck Ribéry,/en/players/f61c7c4e/Franck-Ribery,f61c7c4e,Franck-Rib,fr FRA,"FW,MF",Bayern-Munich
51,Mark van Bommel,/en/players/f23bcfa3/Mark-van-Bommel,f23bcfa3,Mark-van-Bomm,nl NED,MF,Bayern-Munich
52,Miroslav Klose,/en/players/5e36a0dd/Miroslav-Klose,5e36a0dd,Miroslav-Klo,de GER,FW,Bayern-Munich
53,Hamit Altıntop,/en/players/98e33da5/Hamit-Altintop,98e33da5,Hamit-Altinto,tr TUR,"DF,MF",Bayern-Munich
54,Marcell Jansen,/en/players/8686c780/Marcell-Jansen,8686c780,Marcell-J,de GER,"DF,MF",Bayern-Munich
55,José Sosa,/en/players/1eecc0c6/Jose-Sosa,1eecc0c6,Jose-So,ar ARG,MF,Bayern-Munich
56,Toni Kroos,/en/players/6ce1f46f/Toni-Kroos,6ce1f46f,Toni-Kroo,de GER,MF,Bayern-Munich
57,Jan Schlaudraff,/en/players/d6028d5e/Jan-Schlaudraff,d6028d5e,Jan-Schlaudraff,de GER,"FW,MF",Bayern-Munich
58,Sandro Wagner,/en/players/61b0b44d/Sandro-Wagner,61b0b44d,Sandro-Wag,de GER,FW,Bayern-Munich
59,Breno Borges,/en/players/904b0bd9/Breno-Borges,904b0bd9,Breno-Borg,br BRA,DF,Bayern-Munich
60,Massimo Oddo,/en/players/552f6449/Massimo-Oddo,552f6449,Massimo-Oddo,it ITA,DF,Bayern-Munich
61,Hans-Jörg Butt,/en/players/5c6a124a/Hans-Jorg-Butt,5c6a124a,Hans-Jorg-Butt,de GER,GK,Bayern-Munich
62,Tim Borowski,/en/players/dc595d51/Tim-Borowski,dc595d51,Tim-Borowski,de GER,MF,Bayern-Munich
63,Landon Donovan,/en/players/594d4046/Landon-Donovan,594d4046,Landon-Donov,us USA,"FW,MF",Bayern-Munich
64,Thomas Müller,/en/players/3c6089ab/Thomas-Muller,3c6089ab,Thomas-Mu,de GER,"FW,MF",Bayern-Munich
65,Holger Badstuber,/en/players/45b7edae/Holger-Badstuber,45b7edae,Holger-Badstub,de GER,DF,Bayern-Munich
66,Ivica Olić,/en/players/1bb54bef/Ivica-Olic,1bb54bef,Ivica-Olic,hr CRO,FW,Bayern-Munich
67,Mario Gómez,/en/players/71a20ce8/Mario-Gomez,71a20ce8,Mario-Gomez,de GER,FW,Bayern-Munich
68,Arjen Robben,/en/players/09586899/Arjen-Robben,09586899,Arjen-Robb,nl NED,"FW,MF",Bayern-Munich
69,Anatoliy Tymoshchuk,/en/players/48c971c4/Anatoliy-Tymoshchuk,48c971c4,Anatoliy-Tymoshchuk,ua UKR,"DF,MF",Bayern-Munich
70,Diego Contento,/en/players/15a21c79/Diego-Contento,15a21c79,Diego-Contento,de GER,DF,Bayern-Munich
71,Edson Braafheid,/en/players/f8e3660d/Edson-Braafheid,f8e3660d,Edson-Braafheid,nl NED,DF,Bayern-Munich
72,David Alaba,/en/players/05439de2/David-Alaba,05439de2,David-Alab,at AUT,"DF,MF",Bayern-Munich
73,Alexander Baumjohann,/en/players/0300e2dc/Alexander-Baumjohann,0300e2dc,Alexander-Baumjoh,de GER,MF,Bayern-Munich
74,Danijel Pranjić,/en/players/38929ff9/Danijel-Pranjic,38929ff9,Danijel-Pranjic,hr CRO,"DF,MF",Bayern-Munich
75,Luiz Gustavo,/en/players/82671804/Luiz-Gustavo,82671804,Luiz-Gustavo,br BRA,"DF,MF",Bayern-Munich
76,Thomas Kraft,/en/players/bb25c778/Thomas-Kraft,bb25c778,Thomas-Kraft,de GER,GK,Bayern-Munich
77,﻿Manuel Neuer,/en/players/8778c910/Manuel-Neuer,8778c910,Manuel-Neu,de GER,GK,Bayern-Munich
78,Jérôme Boateng,/en/players/2db2fd7b/Jerome-Boateng,2db2fd7b,Jerome-Boateng,de GER,DF,Bayern-Munich
79,Rafinha,/en/players/d003e213/Rafinha,d003e213,Rafinh,br BRA,DF,Bayern-Munich
80,Nils Petersen,/en/players/f93e6e94/Nils-Petersen,f93e6e94,Nils-Pet,de GER,FW,Bayern-Munich
81,Takashi Usami,/en/players/2bed2986/Takashi-Usami,2bed2986,Takashi-Usami,jp JPN,"FW,MF",Bayern-Munich
82,Dante,/en/players/fd2bc67d/Dante,fd2bc67d,Dant,br BRA,DF,Bayern-Munich
83,Mario Mandžukić,/en/players/afa0d4e0/Mario-Mandzukic,fa0d4e0,Mario-Mandzukic,hr CRO,"FW,MF",Bayern-Munich
84,Javi Martínez,/en/players/7f97771d/Javi-Martinez,7f97771d,Javi-Martinez,es ESP,"DF,MF",Bayern-Munich
85,Xherdan Shaqiri,/en/players/6421ec64/Xherdan-Shaqiri,6421ec64,Xherdan-Shaqiri,ch SUI,"FW,MF",Bayern-Munich
86,Tom Starke,/en/players/5b52d1f7/Tom-Starke,5b52d1f7,Tom-Stark,de GER,GK,Bayern-Munich
87,Pierre Højbjerg,/en/players/8b04d6c1/Pierre-Hojbjerg,8b04d6c1,Pierre-Hojbjerg,dk DEN,MF,Bayern-Munich
88,Mario Götze,/en/players/9efa1d25/Mario-Gotze,9efa1d25,Mario-Gotz,de GER,"FW,MF",Bayern-Munich
89,Thiago Alcántara,/en/players/77e84962/Thiago-Alcantara,77e84962,Thiago-Alcant,es ESP,MF,Bayern-Munich
90,Mitchell Weiser,/en/players/30c220c3/Mitchell-Weiser,30c220c3,Mitchell-Wei,de GER,"DF,MF",Bayern-Munich
91,Lukas Raeder,/en/players/014662c1/Lukas-Raeder,014662c1,Lukas-Raed,de GER,GK,Bayern-Munich
92,Ylli Sallahi,/en/players/38076215/Ylli-Sallahi,38076215,Ylli-Sallahi,at AUT,DF,Bayern-Munich
93,Jan Kirchhoff,/en/players/a14d04e3/Jan-Kirchhoff,14d04e3,Jan-Kirchhoff,de GER,"DF,MF",Bayern-Munich
94,Juan Bernat,/en/players/433dc9a2/Juan-Bernat,433dc9a2,Juan-Bernat,es ESP,"DF,FW",Bayern-Munich
95,Robert Lewandowski,/en/players/8d78e732/Robert-Lewandowski,8d78e732,Robert-Lewandowski,pl POL,FW,Bayern-Munich
96,Xabi Alonso,/en/players/dc001a06/Xabi-Alonso,dc001a06,Xabi-Alonso,es ESP,MF,Bayern-Munich
97,Medhi Benatia,/en/players/3b15ef2d/Medhi-Benatia,3b15ef2d,Medhi-Benati,ma MAR,DF,Bayern-Munich
98,Sebastian Rode,/en/players/e12b0b5b/Sebastian-Rode,12b0b5b,Sebastian-Rod,de GER,MF,Bayern-Munich
99,Gianluca Gaudino,/en/players/0d72fbca/Gianluca-Gaudino,0d72fbca,Gianluca-Gaudino,de GER,MF,Bayern-Munich
100,Pepe Reina,/en/players/e358587b/Pepe-Reina,358587b,Pepe-Rei,es ESP,GK,Bayern-Munich
101,Rico Strieder,/en/players/074b9902/Rico-Strieder,074b9902,Rico-Stried,de GER,MF,Bayern-Munich
102,Sinan Kurt,/en/players/af731e9a/Sinan-Kurt,f731e9a,Sinan-Kurt,tr TUR,"FW,MF",Bayern-Munich
103,Julian Green,/en/players/ad1d6fa4/Julian-Green,d1d6fa4,Julian-G,us USA,"FW,MF",Bayern-Munich
104,Sinan Kurt,/en/players/2fe34a5b/Sinan-Kurt,2fe34a5b,Sinan-Kurt,de GER,MF,Bayern-Munich
105,Ivan Lucic,/en/players/0339a95b/Ivan-Lucic,0339a95b,Ivan-Lucic,at AUT,GK,Bayern-Munich
106,Lucas Scholl,/en/players/c07ae325/Lucas-Scholl,c07ae325,Lucas-Scho,de GER,MF,Bayern-Munich
107,Leopold Zingerle,/en/players/bf9d9070/Leopold-Zingerle,bf9d9070,Leopold-Zing,de GER,GK,Bayern-Munich
108,Arturo Vidal,/en/players/67cdbc0e/Arturo-Vidal,67cdbc0e,Arturo-Vid,cl CHI,MF,Bayern-Munich
109,Douglas Costa,/en/players/4fa7cb9b/Douglas-Costa,4fa7cb9b,Douglas-Cost,br BRA,MF,Bayern-Munich
110,Kingsley Coman,/en/players/042e8a49/Kingsley-Coman,042e8a49,Kingsley-Com,fr FRA,"MF,FW",Bayern-Munich
111,Joshua Kimmich,/en/players/49296448/Joshua-Kimmich,49296448,Joshua-Kimmich,de GER,"DF,MF",Bayern-Munich
112,Serdar Tasci,/en/players/7f5ca4f8/Serdar-Tasci,7f5ca4f8,Serdar-Tasci,de GER,DF,Bayern-Munich
113,Sven Ulreich,/en/players/7d3e7da6/Sven-Ulreich,7d3e7da6,Sven-Ulreich,de GER,GK,Bayern-Munich
114,Miloš Pantović,/en/players/5dc15574/Milos-Pantovic,5dc15574,Milos-Pantovic,rs SRB,"FW,MF",Bayern-Munich
115,Phillipp Steinhart,/en/players/955de575/Phillipp-Steinhart,955de575,Phillipp-Steinhart,de GER,"DF,MF",Bayern-Munich
116,Patrick Weihrauch,/en/players/d90486d2/Patrick-Weihrauch,d90486d2,Patrick-Weihrauch,de GER,"FW,MF",Bayern-Munich
117,Renato Sanches,/en/players/032f894e/Renato-Sanches,032f894e,Renato-Sanch,pt POR,MF,Bayern-Munich
118,Fabian Benko,/en/players/d32df57e/Fabian-Benko,d32df57e,Fabian-Benko,de GER,MF,Bayern-Munich
119,Nicolas Feldhahn,/en/players/6d8ec5d5/Nicolas-Feldhahn,6d8ec5d5,Nicolas-Feldhah,de GER,"DF,MF",Bayern-Munich
