Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Rudy Mater,fr FRA,DF,37,36,1.0,1.0,2006-2007,/en/players/9c474d1f/Rudy-Mater,9c474d1f,Valenciennes,"2,999",33.3,9.0,0.0,106,4.0,14604,Valenciennes
,Maxence Flachez,fr FRA,DF,34,34,0.0,0.0,2006-2007,/en/players/854d0707/Maxence-Flachez,854d0707,Valenciennes,"3,039",33.8,7.0,0.0,106,4.0,11785,Valenciennes
,Steve Savidan,fr FRA,FW,34,34,3.0,13.0,2006-2007,/en/players/860274ac/Steve-Savidan,860274ac,Valenciennes,"3,021",33.6,5.0,0.0,106,4.0,14305,Valenciennes
,Nicolas Penneteau,fr FRA,GK,31,31,0.0,0.0,2006-2007,/en/players/3870f7c3/Nicolas-Penneteau,3870f7c3,Valenciennes,"2,790",31.0,1.0,0.0,106,4.0,12844,Valenciennes
,Guillaume Rippert,fr FRA,DF,33,30,0.0,0.0,2006-2007,/en/players/0a17b9f9/Guillaume-Rippert,0a17b9f9,Valenciennes,"2,662",29.6,11.0,1.0,106,4.0,14605,Valenciennes
,Geoffrey Doumeng,fr FRA,MF,32,28,1.0,1.0,2006-2007,/en/players/e3ed8be7/Geoffrey-Doumeng,3ed8be7,Valenciennes,"2,303",25.6,4.0,0.0,106,4.0,13292,Valenciennes
,Patrick Paauwe,nl NED,"DF,MF",29,28,0.0,1.0,2006-2007,/en/players/0839191a/Patrick-Paauwe,0839191a,Valenciennes,"2,286",25.4,7.0,1.0,106,11.0,14606,Valenciennes
,Éric Chelle,ml MLI,DF,28,27,0.0,2.0,2006-2007,/en/players/5180be7d/Eric-Chelle,5180be7d,Valenciennes,"2,339",26.0,3.0,1.0,106,12.0,12319,Valenciennes
,Sébastien Roudet,fr FRA,MF,30,23,2.0,5.0,2006-2007,/en/players/23fd1821/Sebastien-Roudet,23fd1821,Valenciennes,"2,186",24.3,5.0,0.0,106,4.0,11852,Valenciennes
,Laurent Dufresne,fr FRA,FW,23,23,4.0,4.0,2006-2007,/en/players/6dc937fc/Laurent-Dufresne,6dc937fc,Valenciennes,"2,038",22.6,2.0,0.0,106,4.0,14607,Valenciennes
,Rudy Haddad,fr FRA,MF,29,18,0.0,1.0,2006-2007,/en/players/328b6607/Rudy-Haddad,328b6607,Valenciennes,"1,584",17.6,3.0,0.0,106,4.0,12024,Valenciennes
,José Saez,fr FRA,MF,21,14,1.0,0.0,2006-2007,/en/players/49f37d05/Jose-Saez,49f37d05,Valenciennes,"1,349",15.0,4.0,1.0,106,4.0,14320,Valenciennes
,Florin Bratu,ro ROU,FW,22,13,2.0,1.0,2006-2007,/en/players/de55b279/Florin-Bratu,de55b279,Valenciennes,"1,161",12.9,2.0,0.0,106,51.0,12486,Valenciennes
,Yacine Bezzaz,dz ALG,MF,20,12,1.0,2.0,2006-2007,/en/players/ae989766/Yacine-Bezzaz,989766,Valenciennes,"1,127",12.5,5.0,0.0,106,37.0,13029,Valenciennes
,Mody Traoré,fr FRA,DF,18,10,0.0,0.0,2006-2007,/en/players/1dfc8347/Mody-Traore,1dfc8347,Valenciennes,"1,103",12.3,2.0,0.0,106,4.0,13419,Valenciennes
,Abdeslam Ouaddou,ma MAR,"DF,MF",10,10,0.0,0.0,2006-2007,/en/players/02bb0e65/Abdeslam-Ouaddou,02bb0e65,Valenciennes,817,9.1,0.0,0.0,106,26.0,7765,Valenciennes
,Eric Hassli,fr FRA,FW,21,9,1.0,2.0,2006-2007,/en/players/45af85fa/Eric-Hassli,45af85fa,Valenciennes,864,9.6,3.0,0.0,106,4.0,14608,Valenciennes
,Jeovânio,br BRA,MF,9,9,0.0,0.0,2006-2007,/en/players/10847ce5/Jeovanio,10847ce5,Valenciennes,779,8.7,2.0,0.0,106,2.0,14609,Valenciennes
,Willy Grondin,fr FRA,GK,7,7,0.0,0.0,2006-2007,/en/players/d22779ae/Willy-Grondin,d22779ae,Valenciennes,630,7.0,0.0,0.0,106,4.0,12474,Valenciennes
,Freddy Bourgeois,fr FRA,"FW,MF",9,5,0.0,1.0,2006-2007,/en/players/46e417fc/Freddy-Bourgeois,46e417fc,Valenciennes,446,5.0,0.0,0.0,106,4.0,14610,Valenciennes
,Orlando Silvestri,fr FRA,"DF,FW",5,5,1.0,0.0,2006-2007,/en/players/7d658847/Orlando-Silvestri,7d658847,Valenciennes,425,4.7,0.0,0.0,106,4.0,14611,Valenciennes
,Thomas Dossevi,tg TOG,"FW,MF",20,4,1.0,2.0,2006-2007,/en/players/c76b6b18/Thomas-Dossevi,c76b6b18,Valenciennes,601,6.7,1.0,0.0,106,109.0,12528,Valenciennes
,Khaled Kharroubi,dz ALG,MF,10,4,0.0,0.0,2006-2007,/en/players/889fca5e/Khaled-Kharroubi,889fca5e,Valenciennes,466,5.2,0.0,0.0,106,37.0,14615,Valenciennes
,Ludovic Liron,fr FRA,DF,13,2,0.0,0.0,2006-2007,/en/players/79bef70b/Ludovic-Liron,79bef70b,Valenciennes,334,3.7,1.0,0.0,106,4.0,14612,Valenciennes
,Sébastien Heitzmann,fr FRA,FW,1,1,0.0,0.0,2006-2007,/en/players/2f0811ca/Sebastien-Heitzmann,2f0811ca,Valenciennes,71,0.8,0.0,0.0,106,4.0,14613,Valenciennes
