Unnamed: 0,Player,Link,Player_name,Player_id,Nationality,Position,club
5531.0,﻿Andreas Reinke,/en/players/e0adfb87/Andreas-Reinke,Andreas-Reink,0adfb87,de GER,GK,Real-Murcia
5532.0,Tito,/en/players/8f451bf9/Tito,Tito,8f451bf9,es ESP,MF,Real-Murcia
5533.0,Ismael Santiago,/en/players/59c55e77/Ismael-Santiago,Ismael-Santiago,59c55e77,es ESP,MF,Real-Murcia
5534.0,Francisco Maciel,/en/players/09b9b9e6/Francisco-Maciel,Francisco-Maci,09b9b9e6,ar ARG,DF,Real-Murcia
5535.0,José Acciari,/en/players/9e98922b/Jose-Acciari,Jose-Acciari,9e98922b,ar ARG,MF,Real-Murcia
5536.0,Juanma,/en/players/f3b5db81/Juanma,Juanm,f3b5db81,es ESP,DF,Real-Murcia
5537.0,Ibán Cuadrado,/en/players/8db7ef49/Iban-Cuadrado,Iban-Cuadrado,8db7ef49,es ESP,DF,Real-Murcia
5538.0,David Karanka,/en/players/8e19b9f6/David-Karanka,David-Karank,8e19b9f6,es ESP,FW,Real-Murcia
5539.0,Pedro Largo Carazo,/en/players/373dc94c/Pedro-Largo-Carazo,Pedro-Largo-Carazo,373dc94c,es ESP,DF,Real-Murcia
5540.0,Richi,/en/players/90517f8a/Richi,Richi,90517f8a,es ESP,"FW,MF",Real-Murcia
5541.0,Mikel Lasa,/en/players/63140312/Mikel-Lasa,Mikel-L,63140312,es ESP,DF,Real-Murcia
5542.0,José Luis Loreto,/en/players/7619d928/Jose-Luis-Loreto,Jose-Luis-Loreto,7619d928,es ESP,FW,Real-Murcia
5543.0,Rafael Clavero,/en/players/1590d66a/Rafael-Clavero,Rafael-Clavero,1590d66a,es ESP,DF,Real-Murcia
5544.0,Josep Setvalls,/en/players/18c53e9e/Josep-Setvalls,Josep-Setv,18c53e9e,es ESP,MF,Real-Murcia
5545.0,Ricardo Carrero,/en/players/38c23b0a/Ricardo-Carrero,Ricardo-Carrero,38c23b0a,es ESP,DF,Real-Murcia
5546.0,Miguel Albiol,/en/players/ca8aa471/Miguel-Albiol,Miguel-Albio,ca8aa471,es ESP,MF,Real-Murcia
5547.0,Jaime Ramos,/en/players/0efbd49c/Jaime-Ramos,Jaime-Ramo,0efbd49c,es ESP,MF,Real-Murcia
5548.0,Diego Quintana,/en/players/2b79305d/Diego-Quintana,Diego-Quint,2b79305d,ar ARG,MF,Real-Murcia
5549.0,Alfonso Pérez,/en/players/22a2f25e/Alfonso-Perez,Alfonso-Perez,22a2f25e,es ESP,FW,Real-Murcia
5550.0,Rodri,/en/players/329b7718/Rodri,Rodri,329b7718,es ESP,MF,Real-Murcia
5551.0,Juan Valera Espín,/en/players/947fa33c/Juan-Valera-Espin,Juan-Valera-Espi,947fa33c,es ESP,"DF,MF",Real-Murcia
5552.0,﻿Luis García,/en/players/70df8d7c/Luis-Garcia,Luis-Garci,70df8d7c,es ESP,"FW,MF",Real-Murcia
5553.0,Míchel,/en/players/19b3b837/Michel,Mich,19b3b837,es ESP,MF,Real-Murcia
5554.0,Daniel Jensen,/en/players/ded677a5/Daniel-Jensen,Daniel-J,ded677a5,dk DEN,MF,Real-Murcia
5555.0,Juanmi,/en/players/9c6886e6/Juanmi,Juanmi,9c6886e6,es ESP,GK,Real-Murcia
5556.0,Gabriel Loeschbor,/en/players/9702bece/Gabriel-Loeschbor,Gabriel-Loeschbo,9702bece,ar ARG,DF,Real-Murcia
5557.0,Iván Hurtado,/en/players/d87fdfd3/Ivan-Hurtado,Ivan-Hurtado,d87fdfd3,ec ECU,DF,Real-Murcia
5558.0,Lluís Carreras,/en/players/4e1b59cf/Lluis-Carreras,Lluis-C,4e1b59cf,es ESP,DF,Real-Murcia
5559.0,Juan Esnáider,/en/players/a9bdc347/Juan-Esnaider,Juan-Esnaid,9bdc347,ar ARG,FW,Real-Murcia
5560.0,Roberto Bonano,/en/players/7b2d75ba/Roberto-Bonano,Roberto-Bonano,7b2d75ba,ar ARG,GK,Real-Murcia
5561.0,Fredi Lobeiras,/en/players/9e85ab41/Fredi-Lobeiras,Fredi-Lobei,9e85ab41,es ESP,MF,Real-Murcia
5562.0,Mikel Roteta,/en/players/05ec1ccf/Mikel-Roteta,Mikel-Rotet,05ec1ccf,es ESP,DF,Real-Murcia
5563.0,Javier Sánchez Broto,/en/players/9157113d/Javier-Sanchez-Broto,Javier-Sanchez-Broto,9157113d,es ESP,GK,Real-Murcia
5564.0,Federico Azcárate,/en/players/4256b651/Federico-Azcarate,Federico-Azcarat,4256b651,ar ARG,DF,Real-Murcia
5565.0,Roberto Fresnedoso,/en/players/16cc4352/Roberto-Fresnedoso,Roberto-Fresnedoso,16cc4352,es ESP,MF,Real-Murcia
5566.0,Julio Álvarez,/en/players/17b1a0ee/Julio-Alvarez,Julio-Alvarez,17b1a0ee,ve VEN,MF,Real-Murcia
5567.0,Juan Zamora,/en/players/dc8ab5e4/Juan-Zamora,Juan-Zamo,dc8ab5e4,es ESP,DF,Real-Murcia
5568.0,Carlos Alberto Juárez,/en/players/e4fbb8f8/Carlos-Alberto-Juarez,Carlos-Alberto-Juarez,4fbb8f8,ec ECU,FW,Real-Murcia
5569.0,Jesús Tato,/en/players/50e2af8c/Jesus-Tato,Jesus-Tato,50e2af8c,es ESP,FW,Real-Murcia
5570.0,Sebastián Carrera,/en/players/e25cf2eb/Sebastian-Carrera,Sebastian-C,25cf2eb,ar ARG,MF,Real-Murcia
5571.0,Jon Urzelai,/en/players/6366a43c/Jon-Urzelai,Jon-Urzelai,6366a43c,es ESP,DF,Real-Murcia
5572.0,Alejandro Marañón,/en/players/9be8422d/Alejandro-Maranon,Alejandro-Marano,9be8422d,es ESP,DF,Real-Murcia
