,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Paul Stalteri,/en/players/0a0e673c/Paul-Stalteri,0a0e673c,Paul-Stalteri,ca CAN,"DF,MF"
1,Pascal Borel,/en/players/79277a0f/Pascal-Borel,79277a0f,Pascal-Bo,de GER,GK
2,Fabian Ernst,/en/players/bc35f9b2/Fabian-Ernst,bc35f9b2,Fabian-Ernst,de GER,MF
3,Mladen Krstajić,/en/players/d19b8686/Mladen-Krstajic,d19b8686,Mladen-Krstajic,rs SRB,DF
4,Frank Verlaat,/en/players/183a6279/Frank-Verlaat,183a6279,Frank-Verlaat,nl NED,DF
5,Johan Micoud,/en/players/61e0aa85/Johan-Micoud,61e0aa85,Johan-Micoud,fr FRA,MF
6,Aílton Gonçalves,/en/players/692a249e/Ailton-Goncalves,692a249e,Ailton-Goncalv,br BRA,FW
7,Krisztián Lisztes,/en/players/73338e07/Krisztian-Lisztes,73338e07,Krisztian-Liszt,hu HUN,MF
8,Angelos Charisteas,/en/players/676f422b/Angelos-Charisteas,676f422b,Angelos-Charist,gr GRE,FW
9,Frank Baumann,/en/players/3e328a63/Frank-Baumann,3e328a63,Frank-Baum,de GER,"DF,MF"
10,Viktor Skrypnyk,/en/players/5afb2790/Viktor-Skrypnyk,5afb2790,Viktor-Skrypnyk,ua UKR,"DF,MF"
11,Markus Daun,/en/players/55180189/Markus-Daun,55180189,Markus-Dau,de GER,FW
12,Ivica Banović,/en/players/0f348db8/Ivica-Banovic,0f348db8,Ivica-Banovic,hr CRO,MF
13,Ludovic Magnin,/en/players/7841d47b/Ludovic-Magnin,7841d47b,Ludovic-Magni,ch SUI,DF
14,Tim Borowski,/en/players/dc595d51/Tim-Borowski,dc595d51,Tim-Borowski,de GER,MF
15,Christian Schulz,/en/players/b8699f1e/Christian-Schulz,b8699f1e,Christian-Schulz,de GER,"DF,MF"
16,Mike Barten,/en/players/6590e102/Mike-Barten,6590e102,Mike-Bart,de GER,DF
17,Razundara Tjikuzu,/en/players/d2d2d5bc/Razundara-Tjikuzu,d2d2d5bc,Razundara-Tjikuzu,na NAM,"DF,MF"
18,Jakub Wierzchowski,/en/players/704a3422/Jakub-Wierzchowski,704a3422,Jakub-Wierzchowski,pl POL,GK
