Unnamed: 0,Player,Link,Player_name,Player_id,Nationality,Position,club
7988.0,﻿Sergio Díaz,/en/players/f8183181/Sergio-Diaz,Sergio-Diaz,f8183181,es ESP,DF,Hercules
7989.0,Kike Mateo,/en/players/99508f00/Kike-Mateo,Kike-Mateo,99508f00,es ESP,MF,Hercules
7990.0,Álvaro Cámara,/en/players/d1c514a8/Alvaro-Camara,Alvaro-Cam,d1c514a8,es ESP,MF,Hercules
7991.0,Moisés,/en/players/e3415193/Moises,Moi,3415193,es ESP,FW,Hercules
7992.0,Carlos Castro,/en/players/b13befad/Carlos-Castro,Carlos-Castro,b13befad,es ESP,DF,Hercules
7993.0,Sisi,/en/players/add7ec92/Sisi,Sisi,dd7ec92,es ESP,"FW,MF",Hercules
7994.0,Urbano Santos,/en/players/64592758/Urbano-Santos,Urbano-Santo,64592758,es ESP,DF,Hercules
7995.0,Sergio Mora,/en/players/f0a31c00/Sergio-Mora,Sergio-Mo,f0a31c00,es ESP,MF,Hercules
7996.0,Dani Borreguero,/en/players/c7fafcc6/Dani-Borreguero,Dani-Borreguero,c7fafcc6,es ESP,MF,Hercules
7997.0,Joaquín Moso,/en/players/e7768cf0/Joaquin-Moso,Joaquin-Moso,7768cf0,es ESP,GK,Hercules
7998.0,Vicente Verdejo,/en/players/a7c68dc5/Vicente-Verdejo,Vicente-Verdejo,7c68dc5,es ESP,DF,Hercules
7999.0,Rolando Schiavi,/en/players/ca018848/Rolando-Schiavi,Rolando-Schiavi,ca018848,ar ARG,DF,Hercules
8000.0,Jesús Turiel,/en/players/7c737496/Jesus-Turiel,Jesus-Turi,7c737496,es ESP,MF,Hercules
8001.0,Sergio Sánchez,/en/players/2a0f94ac/Sergio-Sanchez,Sergio-Sanchez,2a0f94ac,es ESP,GK,Hercules
8002.0,Miguel de las Cuevas,/en/players/2e1cf3d2/Miguel-de-las-Cuevas,Miguel-de-las-Cuev,2e1cf3d2,es ESP,MF,Hercules
8003.0,Juan Redondo,/en/players/c2bed898/Juan-Redondo,Juan-Redondo,c2bed898,es ESP,DF,Hercules
8004.0,Manolo Pérez,/en/players/4ac8dad5/Manolo-Perez,Manolo-Perez,4ac8dad5,es ESP,MF,Hercules
8005.0,Carlos Domínguez,/en/players/c008c1c3/Carlos-Dominguez,Carlos-Dominguez,c008c1c3,es ESP,FW,Hercules
8006.0,Kiko Ratón,/en/players/1b4d461e/Kiko-Raton,Kiko-Rato,1b4d461e,es ESP,FW,Hercules
8007.0,Toché,/en/players/64e35e11/Toche,Toch,64e35e11,es ESP,FW,Hercules
8008.0,Jimmy Schmidt,/en/players/826527ce/Jimmy-Schmidt,Jimmy-Schmidt,826527ce,uy URU,GK,Hercules
8009.0,Patri,/en/players/5281c162/Patri,Patri,5281c162,es ESP,MF,Hercules
8010.0,Dani Tortolero,/en/players/42481fd5/Dani-Tortolero,Dani-Tortolero,42481fd5,es ESP,DF,Hercules
8011.0,﻿Sergio Fernández,/en/players/db150f07/Sergio-Fernandez,Sergio-Fernandez,db150f07,es ESP,DF,Hercules
8012.0,Javier Farinós,/en/players/d9b0f08e/Javier-Farinos,Javier-Farino,d9b0f08e,es ESP,MF,Hercules
