Id,Player,Position,Nationality_id
14914,Wilfried Domoraud,MF,4
14915,Quentin Ngakoutou,FW,73
14916,Ismaël Bennacer,MF,37
14917,Evans Kondogbia,FW,73
14918,Jackson Mendes,FW,4
14919,Joël Bopesu,"DF,FW",4
14920,Baptiste Gainnet,DF,4
14921,Aldo Angoula,DF,4
14922,Saša Cilinšek,DF,28
14923,Ali M'Madi,"FW,MF",111
14924,Johann Durand,GK,4
14925,Betão,DF,2
14926,Djakaridja Koné,MF,62
14927,Miloš Ninković,MF,28
14928,Iheb Mbarki,"DF,MF",46
14929,David Jarolím,MF,84
14930,Zouheir Dhaouadi,"FW,MF",46
14931,Clarck N'Sikulu,"FW,MF",50
14932,Diogo Campos Gomes,FW,2
14933,Facundo Bertoglio,MF,5
14934,Dan Nistor,MF,51
14935,Andrés Escobar,"FW,MF",19
14936,Ilan Boccara,MF,11
14937,Yeltsin Tejeda,MF,22
14938,Jesper Juelsgård,DF,7
14939,David Ramírez,"FW,MF",22
14940,Nicolás Blandi,FW,5
14941,Jordan Boy,MF,4
14942,Kévin Hoggas,MF,4
14943,Gustavo Campanharo,MF,2
14944,Ludovic Soares,DF,85
14945,Morgan Kamin,MF,4
14946,Hernán Altolaguirre,FW,5
14947,Bruno da Cruz,MF,2
14948,Zakariya Abarouai,FW,4
14949,Lamine N'dao,MF,35
14950,Lucas Buisson,GK,4
14951,Laurent Amiens,DF,97
14952,Abdoul Sidibé,DF,12
14953,Thierry Banzoumouna,MF,4
14954,Modou Biramé Ndiaye,MF,34
14955,Mathieu Duféal,MF,4
14956,Jordan Radojevic,MF,4
14957,Jordan Lemarié,GK,4
14958,Marvin Louisius,DF,4
14959,﻿Kévin Afougou,DF,4
14960,Hamidou Keita,FW,4
14961,Clidis Da Silva,MF,4
14962,Mamadou Koné,DF,12
14963,﻿Sebastián Ribas,FW,8
14964,Anthony Vosalho,DF,4
14965,Alexis Zywiecki,DF,4
14966,Arnaud Lebrun,DF,4
14967,Charles Boateng,MF,17
14968,Hervé Batoménila,"DF,MF",4
14969,Wissam El Bekri,DF,46
14970,Antoine Goulard,DF,4
14971,Stéphane Mangione,MF,4
14972,Jean-Daniel Padovani,GK,4
14973,Steven Paulle,DF,4
14974,Charley Fomen,DF,36
14975,Abdoulaye Bamba,DF,35
14976,Nicolas Seguin,"DF,GK",4
14977,Sanaa Altama,MF,100
14978,Baba Tchagouni,GK,109
14979,Bennard Kumordzi,"DF,MF",17
14980,Hakeem Achour,MF,37
14981,Júlio Tavares,FW,85
14982,Jordan Marié,MF,4
14983,Brian Babit,MF,4
14984,Enoch N'Dengila,FW,50
14985,Romain Amalfitano,MF,4
14986,Eliott Sorin,MF,4
14987,Vincent Rüfli,"DF,MF",39
14988,Oussama Haddadi,DF,46
14989,Arnold Bouka Moutou,DF,80
14990,Valentin Rosier,DF,4
14991,Kwon Chang-hoon,FW,30
14992,Bobby Allain,GK,4
14993,Adrián Sahibeddine,"MF,FW",4
14994,Théo Barbet,DF,4
14995,Clément Billemaz,FW,4
14996,Corentin Faussot,MF,4
14997,Samuel Robert,FW,4
14998,Laurent Ciman,DF,27
14999,Senou Coulibaly,DF,12
15000,Sory Doumbouya,FW,74
15001,Kahamba Ntumba,GK,4
15002,Alexandre Tegar,DF,4
15003,Jhonder Cádiz,"FW,MF",53
15004,Muzinga Ngonda,DF,50
15005,Ahmad Ngouyamsa,DF,36
15006,Moussa Konaté,"FW,MF",34
15007,Aníbal Chalá,DF,61
15008,Jacques Siwe,FW,4
15009,Wilitty Younoussa,MF,36
15010,Erwan Belhadji,MF,4
15011,Charles Costes,MF,4
15012,Amir Arli,MF,15
15013,Bogdan Racovitan,DF,4
15014,Valentin Jacob,"MF,FW",4
15015,Adama Fofana,"DF,MF",62
15016,Yaya Soumaré,"MF,FW",12
15017,Reda Benchaa,DF,4
15018,Saïd Saber,MF,4
15019,Nawfal Ali Said,FW,4
15020,Thomas Roche,GK,4
15021,Odaïr Fortes,"FW,MF",85
15022,Thomas Gamiette,"DF,MF",56
15023,Alexandre Barbier,DF,4
15024,Christopher Glombard,"DF,MF",4
15025,Matthieu Fontaine,DF,4
15026,Johan Liébus,GK,4
15027,Joachim Ichane,DF,4
15028,Maxime Thonnel,FW,4
15029,Jeremy Manzorro,MF,4
15030,Clément Tainmont,"FW,MF",4
15031,Khalid Sekkat,"DF,MF",26
15032,Alexi Peuget,MF,4
15033,Quentin Pereira,MF,4
15034,Bilal Ouali,MF,37
15035,Josué Balamandji,"FW,MF",73
15036,Diego,"DF,MF",2
15037,Mads Albæk,MF,7
15038,Eliran Atar,FW,45
15039,Sacha Bastien,GK,4
15040,Cyriack Garel,GK,4
15041,Nicolas Lemaître,GK,4
15042,Edwin Maanane,FW,4
15043,Judicaël Boizart,GK,4
15044,Gregoire Amiot,DF,4
15045,Virgile Piechocki,MF,4
15046,Lenny Vallier,"DF,MF",4
15047,Jean Louchet,GK,4
15048,Anatole Ngamukol,"FW,MF",50
15049,Hendrick Cakin,DF,4
15050,Scott-Beckam Kyei,FW,4
15051,Yohan Roche,DF,132
15052,Thomas Foket,DF,27
15053,Ghislain Konan,DF,35
15054,Moussa Doumbia,"MF,FW",12
15055,Arber Zeneli,MF,82
15056,Moreto Cassamã,MF,93
15057,Virgile Pinson,MF,4
15058,Predrag Rajković,GK,28
15059,Marshall Munetsi,MF,131
15060,El Bilal Touré,FW,12
15061,Dereck Kutesa,"MF,FW",39
15062,Nathanael Mbuku,"MF,FW",4
15063,Dario Maresic,DF,24
15064,Kaj Sierhuis,FW,11
15065,Sambou Sissoko,MF,4
15066,Moïse Sakava,MF,36
15067,Wout Faes,DF,27
15068,Valon Berisha,MF,82
15069,Thibault De Smet,DF,27
15070,Fodé Doucouré,DF,12
15071,Dion Lopy,MF,34
15072,Mouhamadou Drammeh,MF,4
15073,Hugo Ekitike,MF,4
15074,Fraser Hornby,"FW,MF",67
15075,Dialy Kobaly Ndiaye,GK,34
15076,Moustapha Mbow,DF,34
15077,Enzo Valentim,DF,4
15078,Trey Vimalin,GK,80
15079,Azor Matusiwa,MF,11
15080,Ilan Kebbal,"MF,FW",37
15081,Maxime Busi,DF,27
15082,Banzouzi Locko,"MF,DF",4
15083,Mitchell van Bergen,"FW,MF",11
15084,Jens Cajuste,"MF,FW",41
15085,Philippe Koffi,FW,4
15086,Martin Adeline,"MF,FW",4
15087,Kamory Doumbia,"MF,FW",12
15088,Ibrahim Diakité,MF,74
15089,Samuel Koeberlé,FW,4
15090,Noa Cervantés,MF,37
15091,Matar Fall,"DF,MF",34
15092,Thomas Mienniel,DF,4
15093,Malik Couturier,DF,4
15094,Mickaël Stéphan,MF,4
15095,Charles Diers,MF,4
15096,Emmanuel Bourgaud,MF,4
15097,Vincent Manceau,"DF,MF",4
15098,Anthony Ouasfane,DF,37
15099,Norio Suzuki,"DF,MF",54
15100,Stevie Riga,DF,4
15101,Férébory Doré,FW,80
15102,Jérôme Hiaumet,GK,4
15103,Diego Gómez,"FW,MF",5
15104,Pierre-Henri Lamy,DF,4
15105,Maxime Rousseau,MF,4
15106,Marco Zoro,DF,35
15107,Pierre-Étienne Lemaire,DF,4
15108,Hamady Tamboura,MF,4
15109,Jean-Pierre Nsame,FW,36
15110,Yannis Dogo,FW,4
15111,Ibrahima Diallo,DF,74
15112,Khaled Ayari,"FW,MF",46
15113,Derek Decamps,"DF,MF",4
15114,Pessalli,MF,2
15115,﻿Romain Thomas,DF,4
15116,Djibril Konaté,DF,12
15117,Mohamed Ben Othman,MF,46
15118,Pape Macou Sarr,MF,34
15119,Sacha Clémence,FW,4
15120,Guy Ngosso,MF,36
15121,Quentin Duveau,GK,4
15122,Pierrick Capelle,"FW,MF",4
15123,Slimane Sissoko,FW,4
15124,Aïssa Laïdouni,DF,46
15125,Bilel Mohsni,DF,46
15126,Mateo Pavlović,"DF,FW",49
15127,Dickson Nwakaeme,FW,52
15128,Ronan Touzet,DF,4
15129,Wilfried Kanga,"FW,MF",35
15130,Farid El Melali,"MF,FW",37
15131,Kevin Mouanga,MF,4
15132,Mathias Pereira Lage,MF,3
15133,Zinédine Ould Khaled,MF,4
15134,Jason Mbock,FW,4
15135,Mohamed Ali Cho,"FW,MF",4
15136,Waniss Taibi,MF,4
15137,Noah Fatar,"FW,MF",4
15138,Yassin Fortune,FW,4
15139,Kévin Boma,DF,109
15140,Oussama Falouh,DF,26
15141,Marin Jakoliš,"FW,MF",16
15142,Noah Guede-Nadje,MF,4
15143,Yassin Belkhdim,MF,4
15144,Mattéo Corduan,MF,4
15145,Ali Kalla,DF,4
15146,Anthony Colinet,MF,4
15147,Raphaël Romey,DF,4
15148,Mickaël Colloredo,FW,4
15149,Youssouf Touré,"FW,MF",4
15150,Noui Laïfa,"DF,MF",37
15151,Clément Maury,GK,4
15152,Loïc Dufau,MF,4
15153,Mickaël Seymand,MF,4
15154,Rodéric Filippi,DF,4
15155,Abdoulaye Maïga,DF,12
15156,Pierre-François Sinapi,MF,4
15157,Cédric Lubasa,MF,50
15158,Florian Fabre,MF,4
15159,John Tshibumbu,FW,50
15160,Mounir Feddaoui,FW,4
15161,Lucas Libbra,FW,4
15162,Damjan Đoković,MF,16
15163,Jacques Zoua,FW,36
15164,Amine Chermiti,"MF,FW",46
15165,Thomas Biancardini,MF,4
15166,Yohann Campanini,MF,4
15167,Come Casanova,MF,4
15168,Douti Gbampok,FW,4
15169,Ghjuvan Piereschi,MF,4
15170,Charles Vittini,DF,4
15171,Boris Mahon,DF,4
15172,Thibault Campanini,DF,4
15173,Rafik Boujedra,FW,46
15174,Ousseynou Ba,DF,34
15175,Dalibor Veselinović,FW,28
15176,Maxime Cassara,GK,4
15177,Julien Anziani,MF,4
15178,Steven N'Guessan,DF,4
15179,Steeven Ribéry,FW,4
15180,Jean-François Finidori,MF,4
15181,Alexandre Troffa,MF,4
15182,Damien Dumont,DF,4
15183,Jean-Gabriel Pierazzi,MF,4
15184,Jean-David Uras,FW,4
15185,Jimmy Roye,MF,4
15186,David Gomis,"MF,FW",93
15187,Aaron Boupendza,"FW,MF",69
15188,Boubacar Fofana,DF,4
15189,Marvin Kokos,FW,4
15190,Rayan Arene,MF,4
15191,Cyril Fogacci,GK,4
15192,Mohamed Medfai,MF,46
15193,Simeon Petrov,DF,65
15194,Gregoire Pineau,DF,4
15195,Steeve Beusnard,"MF,FW",4
15196,Ibrahim Usman,DF,52
15197,Keelan Lebon,FW,4
15198,Killian Bartoletti,MF,4
15199,Clément Goguey,MF,4
15200,Stanley Segarel,FW,4
15201,Morgan Jean-Pierre,MF,56
15202,Alexandre Durimel,DF,4
15203,Thibault Cottes,GK,4
15204,Maxime Penneteau,FW,4
15205,Charly Pereira,MF,3
15206,Ismaël Camara,FW,4
15207,Matthieu Guerbert,MF,4
15208,Youssef Khatiri,DF,4
15209,Anzo Lesage,DF,4
15210,Wilson Mendy,DF,4
15211,Fabio Antonio Vieira,MF,93
15212,Pierre Kohser,FW,4
15213,Amadou Ba-Sy,FW,4
15214,Omar Touré,FW,4
15215,Mattéo Tomasi,MF,4
15216,David Graziani,GK,4
15217,Dylan Price,FW,4
15218,Noah Ducourtioux,MF,4
15219,Tristan De Peretti,MF,4
15220,Yaya Koné,DF,52
15221,Jeremie Laurent,DF,4
15222,Johann Paul,MF,155
15223,Abdellah Kharbouchi,MF,26
15224,Belkacem Zobiri,"FW,MF",4
15225,Manassé Enza-Yamissi,DF,73
15226,Lamine Djaballah,FW,37
15227,Grégory Poirier,MF,4
15228,Mohamed M'Changama,FW,111
15229,Dimitri Mohamed,"DF,MF",4
15230,Marvin Baudry,DF,80
15231,Christopher Aboué,FW,4
15232,Bakaye Dibassy,DF,12
15233,Jordan Lefort,DF,4
15234,Julien Ielsch,DF,4
15235,Yannick Mamilonne,FW,56
15236,Seybou Koita,FW,156
15237,Réda Rabeï,MF,37
15238,Raphaël Adiceam,GK,4
15239,Bongani Zungu,MF,60
15240,Danilo Avelar,"DF,MF",2
15241,Stiven Mendoza,"MF,FW",19
15242,Jean-Christophe Bouet,GK,4
15243,Brighton Labeau,FW,104
15244,Nathan,MF,2
15245,Gauthier Banaziak,GK,4
15246,Eddy Gnahoré,MF,4
15247,Juan Ferney Otero,"MF,FW",19
15248,Saman Ghoddos,"MF,FW",86
15249,Rafał Kurzawa,MF,14
15250,Gaoussou Traoré,MF,12
15251,Iron Gomis,MF,4
15252,Arturo Calabresi,DF,9
15253,Nicholas Opoku,DF,17
15254,Chadrac Akolo,MF,50
15255,Mahdi Talal,MF,4
15256,Jack Lahne,FW,41
15257,Jonathan Bumbu,MF,4
15258,Valentin Gendrey,DF,4
15259,Sanasi Sy,DF,4
15260,Stephen Odey,FW,52
15261,Nathan Monzango,DF,4
15262,Jayson Papeau,MF,4
15263,Amadou Ciss,"MF,FW",34
15264,Adam Lewis,DF,6
15265,Darell Tokpa,FW,4
15266,Mathis Lachuer,MF,4
15267,Florian Bianchini,MF,4
15268,Charbel Gomez,FW,132
15269,Mustapha Sangaré,FW,34
15270,Mohamed Ouhatti,MF,26
15271,Matthéo Xantippe,MF,4
15272,Formose Mendy,DF,34
15273,Aliou Badji,FW,34
15274,Emmanuel Lomotey,"MF,DF",17
15275,Toluwalas Arokodare,FW,52
15276,Harouna Sy,"MF,DF",4
15277,Ahmed Mandefu,MF,4
15278,Youssouf Assogba,DF,132
15279,Ibrahima Keita,FW,74
15280,Benoît Poulain,"DF,MF",4
15281,Miodrag Stošić,DF,28
15282,Sadio Sow,MF,34
15283,Nicolas Bayod,MF,4
15284,Moussa Sidibé,"DF,MF",4
15285,Saïd Aït-Bahi,DF,26
15286,Salaheddine Sbaï,DF,26
15287,Stéphane Auvray,MF,56
15288,Vladimir Buač,"FW,MF",28
15289,Imad Zatara,MF,119
15290,Saad Ichalalène,DF,37
15291,Otman Djellilahine,MF,37
15292,Abdelmounaïm El Hajaoui,"FW,MF",26
15293,Paul Maisonneuve,MF,4
15294,Cédric N'Doumbé,MF,36
15295,Robert Malm,FW,109
15296,Komlan Amewou,"FW,MF",109
15297,Mohamed Benyachou,"DF,MF",94
15298,Abass Cheikh Dieng,MF,34
15299,Romain Thibault,FW,4
15300,Jonathan Parpeix,"DF,MF",4
15301,Wilfried Niflore,FW,4
15302,Haidar Al-Shaïbani,GK,44
15303,Lamine Diarrassouba,FW,35
15304,Abdel Malik Hsissane,MF,4
15305,Mohamed Benyahia,DF,37
15306,Habib Baldé,"DF,MF",74
15307,Samir Benmeziane,FW,4
15308,Anthony Briançon,"DF,MF",4
15309,Kévin Renaut,DF,4
15310,Panagiotis Vlachodimos,"FW,MF",55
15311,Theo Valls,MF,4
15312,Clément Depres,FW,4
15313,Sylvain Coco,DF,4
15314,Franck Njiki Tchoutou,MF,36
15315,Gaëtan Paquiez,DF,4
15316,Rémi Sergio,MF,4
15317,Nasser Chamed,MF,111
15318,Kheireddine Zarabi,DF,37
15319,Bastien Theral,FW,4
15320,Yan Marillat,GK,4
15321,Lucas Dias,GK,4
15322,Tony Briancon,FW,4
15323,Etienne Métro,GK,4
15324,Lucas Buadés,MF,4
15325,Kelyan Guessoum,DF,4
15326,Ibrahim Madi,FW,4
15327,Théo Sainte-Luce,DF,4
15328,Haris Duljević,"FW,MF",49
15329,Moussa Koné,"FW,MF",34
15330,Vlatko Stojanovski,FW,81
15331,Antoine Valerio,MF,4
15332,Luca Valls,MF,4
15333,Valentin Rabouille,GK,4
15334,Niclas Eliasson,"MF,FW",41
15335,Naomichi Ueda,DF,54
15336,Karim Aribi,FW,37
15337,Marco Majouga,"MF,FW",4
15338,Mahamadou Doucouré,"FW,MF",12
15339,Amjhad Nazih,GK,4
15340,Per Kristian Bråtveit,GK,21
15341,Adrián Cubas,MF,43
15342,Elías Már Ómarsson,FW,40
15343,Léon Delpech,MF,4
15344,Enzo Philibert,DF,4
15345,Sofiane El Ftouhi,FW,4
15346,Marowane Khalid,DF,4
15347,Arthur Pontet,DF,4
15348,Pierre Zaidan,DF,4
15349,Eugène Ekobo,"DF,MF",36
15350,Cédric Bockhorni,DF,4
15351,Nicolas Haquin,FW,4
15352,Ahmed Reda Madouni,DF,37
15353,Jérôme Cellier,DF,4
15354,Medhi Benatia,DF,26
15355,Jacques Salze,DF,4
15356,Michaël Murcy,"FW,MF",4
15357,Sébastien Mazeyrat,DF,4
15358,Samuel Darchy,FW,4
15359,Damien Robin,DF,4
15360,Carlo Vecchione,MF,9
15361,Yvan Erichot,DF,4
15362,Mehdi Namli,"FW,MF",26
15363,Florent Sauvadet,"FW,MF",4
15364,Donato Bottone,FW,9
15365,Jordan Millot,MF,4
15366,Nadir Bendahmane,FW,37
15367,Moreira,"FW,MF",2
15368,Kévin Diogo,MF,4
15369,Gerald Kilota,"DF,FW",4
15370,Jérôme Scolan,GK,4
15371,Dylan Deligny,MF,4
15372,Hugo Konongo,DF,80
15373,Franck L'Hostis,GK,4
15374,Adrien Pagerie,DF,4
15375,Cédric Gonçalves,MF,4
15376,Jonathan Rivas,FW,4
15377,Nicolas Grivot,GK,4
15378,Michel Espinosa,MF,36
15379,Jordan Etienne,GK,97
15380,Mohamed Guilavogui,FW,12
15381,Aboubakar Sidibé,FW,4
15382,Martin Kavdanski,DF,65
15383,David Douline,MF,4
15384,Romain Spano,FW,4
15385,Anthony Civet,DF,4
15386,Vital N'Simba,DF,50
15387,Josué Albert,DF,159
15388,Yohann Magnin,"MF,DF",4
15389,Mohamed Lamine Bayo,FW,74
15390,Cantyn Chastang,MF,4
15391,Quentin Deniaud,MF,4
15392,Lassana Diako,FW,4
15393,Ouparine Djoco,GK,34
15394,Bryan Teixeira,FW,85
15395,Jim Allevinah,MF,69
15396,Salis Abdul Samed,MF,17
15397,Sofyan Chader,MF,4
15398,Brandon Baiye,MF,27
15399,Nael Jaby,FW,4
15400,Arthur Desmas,GK,4
15401,Jodel Dossou,MF,132
15402,Alidu Seidu,DF,17
15403,Muamer Aljic,DF,4
15404,Baila Diallo,DF,4
15405,Lucas Margueron,GK,4
15406,Elba Rashani,"MF,FW",82
15407,Jean-Claude Billong,DF,36
15408,Oriol Busquets,MF,1
15409,Yadaly Diaby,"MF,FW",4
15410,Yuliwes Bellache,MF,4
15411,Baptiste Boit,DF,4
15412,Wabo Kamdem,MF,4
15413,Aïman Maurer,FW,26
15414,Karim Mohamed,DF,111
15415,﻿Oliver Kahn,GK,13
15416,Thomas Linke,DF,13
15417,Jens Jeremies,MF,13
15418,Zé Roberto,"DF,MF",2
15419,Robert Kovač,DF,16
15420,Willy Sagnol,DF,4
15421,Samuel Kuffour,DF,17
15422,Mehmet Scholl,MF,13
15423,Hasan Salihamidžić,"DF,MF",49
15424,Niko Kovač,MF,16
15425,Alexander Zickler,FW,13
15426,Sebastian Deisler,MF,13
15427,Markus Feulner,MF,13
15428,Pablo Thiam,"DF,MF",74
15429,Thorsten Fink,MF,13
15430,Zvjezdan Misimović,MF,49
15431,Tobias Rau,DF,13
15432,Michael Rensing,GK,13
15433,Lúcio,DF,2
15434,Torsten Frings,MF,13
15435,Andreas Görlitz,"DF,MF",13
15436,Paolo Guerrero,FW,57
15437,Vahid Hashemian,"FW,MF",86
15438,Philipp Lahm,"DF,MF",13
15439,Ali Karimi,"FW,MF",86
15440,Andreas Ottl,MF,13
15441,Julio dos Santos,MF,43
15442,Bernd Dreher,GK,13
15443,Mats Hummels,DF,13
15444,Stephan Fürstner,MF,13
15445,Louis Ngwat-Mahop,"FW,MF",36
15446,﻿Luca Toni,FW,9
15447,Miroslav Klose,FW,13
15448,Marcell Jansen,"DF,MF",13
15449,Jan Schlaudraff,"FW,MF",13
15450,Sandro Wagner,FW,13
15451,Breno Borges,DF,2
15452,Massimo Oddo,DF,9
15453,Hans-Jörg Butt,GK,13
15454,Tim Borowski,MF,13
15455,Thomas Müller,"FW,MF",13
15456,Holger Badstuber,DF,13
15457,Ivica Olić,FW,16
15458,Mario Gómez,FW,13
15459,Anatoliy Tymoshchuk,"DF,MF",29
15460,Edson Braafheid,DF,11
15461,Alexander Baumjohann,MF,13
15462,Thomas Kraft,GK,13
15463,﻿Manuel Neuer,GK,13
15464,Rafinha,DF,2
15465,Nils Petersen,FW,13
15466,Takashi Usami,"FW,MF",54
15467,Tom Starke,GK,13
15468,Mario Götze,"FW,MF",13
15469,Mitchell Weiser,"DF,MF",13
15470,Lukas Raeder,GK,13
15471,Ylli Sallahi,DF,24
15472,Robert Lewandowski,FW,14
15473,Sebastian Rode,MF,13
15474,Gianluca Gaudino,MF,13
15475,Rico Strieder,MF,13
15476,Sinan Kurt,"FW,MF",15
15477,Julian Green,"FW,MF",75
15478,Sinan Kurt,MF,13
15479,Ivan Lucic,GK,24
15480,Lucas Scholl,MF,13
15481,Leopold Zingerle,GK,13
15482,Douglas Costa,MF,2
15483,Joshua Kimmich,"DF,MF",13
15484,Serdar Tasci,DF,13
15485,Sven Ulreich,GK,13
15486,Miloš Pantović,"FW,MF",28
15487,Phillipp Steinhart,"DF,MF",13
15488,Patrick Weihrauch,"FW,MF",13
15489,Fabian Benko,MF,13
15490,Nicolas Feldhahn,"DF,MF",13
15491,Marco Friedl,DF,24
15492,Felix Götze,"DF,MF",13
15493,Raphael Obermair,"DF,MF",90
15494,Erdal Öztürk,MF,13
15495,Leo Weinkauf,GK,13
15496,Niklas Süle,DF,13
15497,Sebastian Rudy,MF,13
15498,Lars Lukas Mai,DF,13
15499,Franck Evina,FW,36
15500,Niklas Dorsch,MF,13
15501,Kwasi Okyere Wriedt,MF,17
15502,Christian Früchtl,GK,13
15503,Jonathan Meier,"DF,MF",13
15504,Leon Goretzka,MF,13
15505,Alphonso Davies,"MF,DF",44
15506,Jeong Woo-yeong,MF,30
15507,Paul Will,MF,13
15508,Ivan Perišić,"MF,FW",16
15509,Joshua Zirkzee,"FW,MF",11
15510,Sarpreet Singh,MF,126
15511,Oliver Batista-Meier,MF,13
15512,Chris Richards,DF,75
15513,Jamal Musiala,MF,13
15514,Jann-Fiete Arp,FW,13
15515,Josip Stanišić,DF,16
15516,Tiago Dantas,MF,3
15517,Christopher Scott,MF,13
15518,Adrian Fein,MF,13
15519,Dimitri Oberlin,"FW,MF",39
15520,Armindo Sieb,FW,13
15521,Maximilian Zaiser,MF,13
15522,Dayot Upamecano,DF,4
15523,Marcel Sabitzer,"MF,DF",24
15524,Malik Tillman,MF,75
15525,Paul Wanner,"MF,DF",13
15526,Gabriel Vidovic,MF,16
15527,Lucas Copado,MF,13
15528,Bright Arrey-Mbi,DF,13
15529,Arijon Ibrahimović,FW,13
15530,Timo Kern,MF,13
15531,Jamie Lawrence,DF,13
15532,Nemanja Motika,FW,28
15533,Kevin Kurányi,FW,13
15534,Zvonimir Soldo,"DF,MF",16
15535,Krasimir Balakov,MF,65
15536,Heiko Gerber,"DF,MF",13
15537,Marcelo Bordon,DF,2
15538,Silvio Meißner,MF,13
15539,Timo Hildebrand,GK,13
15540,Ioannis Amanatidis,"FW,MF",55
15541,Jochen Seitz,"DF,MF",13
15542,Thomas Ernst,GK,13
15543,Timo Wenzel,DF,13
15544,Michael Mutzel,MF,13
15545,Christian Tiffert,MF,13
15546,Sean Dundee,FW,13
15547,Steffen Dangelmayr,DF,13
15548,Bradley Carnell,"DF,MF",60
15549,Thomas Schneider,DF,13
15550,Jens Todt,"DF,MF",13
15551,Michael Rundio,DF,13
15552,Horst Heldt,MF,13
15553,Imre Szabics,FW,87
15554,Jurica Vranješ,MF,16
15555,Cacau,FW,13
15556,Marco Streller,FW,39
15557,Hakan Yakin,"FW,MF",39
15558,Emanuel Centurión,MF,5
15559,Markus Husterer,DF,13
15560,Élson,MF,2
15561,Christian Gentner,MF,13
15562,Ludovic Magnin,DF,39
15563,Martin Stranzl,"DF,MF",24
15564,Andreas Beck,"DF,MF",13
15565,Dirk Heinen,GK,13
15566,Mario Carević,MF,16
15567,Daniel Bierofka,MF,13
15568,Pável Pardo,MF,20
15569,Roberto Hilbert,"DF,MF",13
15570,Ricardo Osorio,DF,20
15571,Antônio da Silva,MF,2
15572,Benjamin Lauth,FW,13
15573,Michael Langer,GK,24
15574,Bernd Nehrig,"DF,FW",13
15575,Raphael Schäfer,GK,13
15576,Marco Pischorn,DF,13
15577,David Pisot,DF,13
15578,Christian Träsch,"DF,MF",13
15579,Julian Schuster,MF,13
15580,Peter Perchtold,MF,13
15581,Manuel Fischer,FW,13
15582,Martin Lanig,MF,13
15583,Jan Šimák,MF,84
15584,Timo Gebhart,MF,13
15585,Georg Niedermeier,DF,13
15586,Julian Schieber,FW,13
15587,Marijan Kovačević,"DF,MF",13
15588,Stefano Celozzi,DF,13
15589,Cristian Molinaro,"DF,MF",9
15590,Clemens Walch,MF,24
15591,Martin Harnik,"FW,MF",24
15592,Tamás Hajnal,MF,87
15593,Patrick Funk,"DF,MF",13
15594,Daniel Didavi,"FW,MF",13
15595,Mauro Camoranesi,MF,9
15596,Sven Schipplock,FW,13
15597,Ermin Bičakčić,DF,49
15598,Francisco Javier Rodríguez,DF,20
15599,Gōtoku Sakai,"DF,MF",54
15600,Ibrahima Traoré,MF,74
15601,Christoph Hemlein,"FW,MF",13
15602,Raphael Holzhauser,"FW,MF",24
15603,Alexandru Maxim,MF,51
15604,Tunay Torun,"FW,MF",15
15605,Felipe Aliste Lopes,DF,2
15606,Benedikt Röcker,DF,13
15607,Soufian Benyamina,FW,13
15608,﻿Daniel Schwaab,DF,13
15609,Konstantin Rausch,"DF,MF",23
15610,Mohammed Abdellaoue,FW,21
15611,Carlos Gruezo,MF,61
15612,Rani Khedira,"DF,MF",13
15613,Thorsten Kirschbaum,GK,13
15614,Sercan Sararer,"FW,MF",15
15615,Robin Yalçın,"DF,MF",13
15616,﻿Florian Klein,"DF,MF",24
15617,Timo Baumgartl,DF,13
15618,Adam Hloušek,"DF,FW",84
15619,Filip Kostić,"DF,FW",28
15620,Daniel Ginczek,FW,13
15621,Serey Die,MF,35
15622,Odisseas Vlachodimos,GK,55
15623,Marvin Wanitzek,MF,13
15624,Toni Šunjić,DF,49
15625,Kevin Großkreutz,"DF,MF",13
15626,Matthias Zimmermann,DF,13
15627,Jan Kliment,"FW,MF",84
15628,Borys Tashchy,"FW,MF",29
15629,Robbie Kruse,"FW,MF",42
15630,Arianit Ferati,MF,13
15631,Benjamin Uphoff,GK,13
15632,Simon Terodde,FW,13
15633,Marcin Kamiński,DF,14
15634,Takuma Asano,"MF,FW",54
15635,Carlos Mané,"MF,FW",3
15636,Alexandru Maxim,FW,163
15637,Berkay Özcan,"MF,FW",15
15638,Jean Zimmer,"MF,DF",13
15639,Anto Grgić,MF,39
15640,Hajime Hosogai,MF,54
15641,Ebenezer Ofori,MF,17
15642,Stephen Sama,DF,13
15643,Tobias Werner,MF,13
15644,Jens Grahl,GK,13
15645,Joel Soñora,MF,75
15646,Santiago Ascacíbar,MF,5
15647,Dennis Aogo,"MF,DF",13
15648,Erik Thommy,MF,13
15649,Orel Mangala,MF,27
15650,Josip Brekalo,"MF,FW",16
15651,Dženis Burnić,MF,13
15652,Ailton,"DF,MF",2
15653,Jacob Bruun Larsen,"MF,DF",7
15654,Alexander Meyer,GK,13
15655,Nicolás Sessa,MF,5
15656,Nicolás González,"FW,MF",5
15657,Marc-Oliver Kempf,DF,13
15658,Gonzalo Castro,MF,13
15659,Alexander Esswein,"MF,FW",13
15660,Steven Zuber,MF,39
15661,Borna Sosa,"DF,MF",16
15662,Antonis Aidonis,DF,13
15663,Hans Nunoo Sarpei,"FW,MF",17
15664,David Kopacz,MF,14
15665,﻿Pascal Stenzel,DF,13
15666,Gregor Kobel,GK,39
15667,Philipp Förster,"MF,FW",13
15668,Atakan Karazor,"MF,DF",13
15669,Wataru Endo,MF,54
15670,Silas Katompa,"MF,FW",50
