Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Danijel Ljuboja,rs SRB,FW,37,34,5.0,9.0,2002-2003,/en/players/6352ab30/Danijel-Ljuboja,6352ab30,Strasbourg,"2,890",32.1,7.0,0.0,90,28.0,12357,Strasbourg
,Corentin Martins,fr FRA,MF,36,34,2.0,8.0,2002-2003,/en/players/d5341cb4/Corentin-Martins,d5341cb4,Strasbourg,"2,857",31.7,4.0,0.0,90,4.0,12977,Strasbourg
,Christian Bassila,fr FRA,"DF,MF",31,29,1.0,3.0,2002-2003,/en/players/72365bf5/Christian-Bassila,72365bf5,Strasbourg,"2,485",27.6,12.0,1.0,90,4.0,8689,Strasbourg
,Pascal Camadini,fr FRA,MF,29,29,2.0,0.0,2002-2003,/en/players/df2ca142/Pascal-Camadini,df2ca142,Strasbourg,"2,453",27.3,6.0,0.0,90,4.0,12978,Strasbourg
,Yves Deroff,fr FRA,DF,31,28,1.0,1.0,2002-2003,/en/players/47187985/Yves-Deroff,47187985,Strasbourg,"2,536",28.2,5.0,0.0,90,4.0,12173,Strasbourg
,Fabrice Ehret,fr FRA,"DF,MF",28,27,2.0,2.0,2002-2003,/en/players/f143b126/Fabrice-Ehret,f143b126,Strasbourg,"2,362",26.2,2.0,0.0,90,4.0,12979,Strasbourg
,Vincent Fernandez,fr FRA,GK,26,26,0.0,0.0,2002-2003,/en/players/164fa7f2/Vincent-Fernandez,164fa7f2,Strasbourg,"2,340",26.0,1.0,0.0,90,4.0,12980,Strasbourg
,Valérien Ismaël,fr FRA,DF,26,26,1.0,1.0,2002-2003,/en/players/a3d06a0f/Valerien-Ismael,3d06a0f,Strasbourg,"2,340",26.0,5.0,0.0,90,4.0,12981,Strasbourg
,Habib Beye,sn SEN,DF,26,26,0.0,1.0,2002-2003,/en/players/459b0b19/Habib-Beye,459b0b19,Strasbourg,"2,337",26.0,6.0,0.0,90,34.0,6015,Strasbourg
,Jean-Christophe Devaux,fr FRA,DF,26,26,0.0,0.0,2002-2003,/en/players/f41feff0/Jean-Christophe-Devaux,f41feff0,Strasbourg,"2,276",25.3,7.0,0.0,90,4.0,12982,Strasbourg
,Ulrich Le Pen,fr FRA,MF,25,19,2.0,3.0,2002-2003,/en/players/db85a332/Ulrich-Le-Pen,db85a332,Strasbourg,"1,621",18.0,1.0,0.0,90,4.0,12983,Strasbourg
,Yannick Fischer,fr FRA,DF,26,18,0.0,1.0,2002-2003,/en/players/336a8eaa/Yannick-Fischer,336a8eaa,Strasbourg,"1,633",18.1,5.0,0.0,90,4.0,12984,Strasbourg
