Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Robert Green,/en/players/a350680b/Robert-Green,350680b,Robert-G,eng ENG,GK,Norwich-City
1,Gary Holt,/en/players/d2337a97/Gary-Holt,d2337a97,Gary-Holt,sct SCO,MF,Norwich-City
2,Adam Drury,/en/players/cc8f5f70/Adam-Drury,cc8f5f70,Adam-Dru,eng ENG,DF,Norwich-City
3,Paul McVeigh,/en/players/ccbff661/Paul-McVeigh,ccbff661,Paul-McVeigh,nir NIR,"FW,MF",Norwich-City
4,Darren Kenton,/en/players/93040d46/Darren-Kenton,93040d46,Darren-Kento,eng ENG,DF,Norwich-City
5,Malky Mackay,/en/players/d565039b/Malky-Mackay,d565039b,Malky-Mack,sct SCO,DF,Norwich-City
6,Steen Nedergaard,/en/players/915ecffb/Steen-Nedergaard,915ecffb,Steen-Nedergaard,dk DEN,DF,Norwich-City
7,Iwan Roberts,/en/players/9aeddde0/Iwan-Roberts,9aeddde0,Iwan-Robert,wls WAL,FW,Norwich-City
8,Philip Mulryne,/en/players/03bd078e/Philip-Mulryne,03bd078e,Philip-Mu,nir NIR,MF,Norwich-City
9,Craig Fleming,/en/players/14cfdd19/Craig-Fleming,14cfdd19,Craig-Fleming,eng ENG,DF,Norwich-City
10,Mark Rivers,/en/players/a7aa42c1/Mark-Rivers,7aa42c1,Mark-Riv,eng ENG,"FW,MF",Norwich-City
11,Clint Easton,/en/players/b334dc77/Clint-Easton,b334dc77,Clint-Easto,eng ENG,"DF,MF",Norwich-City
12,Darel Russell,/en/players/78b23d1a/Darel-Russell,78b23d1a,Darel-Ru,eng ENG,MF,Norwich-City
13,Zema Abbey,/en/players/d0d26135/Zema-Abbey,d0d26135,Zema-Abb,eng ENG,FW,Norwich-City
14,David Nielsen,/en/players/f89c3928/David-Nielsen,f89c3928,David-Ni,dk DEN,FW,Norwich-City
15,Paul Heckingbottom,/en/players/711cc4b8/Paul-Heckingbottom,711cc4b8,Paul-Heckingbottom,eng ENG,DF,Norwich-City
16,Ian Henderson,/en/players/afb0fae3/Ian-Henderson,fb0fae3,Ian-Henderso,eng ENG,"FW,MF",Norwich-City
17,Alex Notman,/en/players/e2795564/Alex-Notman,2795564,Alex-Notm,sct SCO,FW,Norwich-City
18,Chris Llewellyn,/en/players/eceb05d6/Chris-Llewellyn,ceb05d6,Chris-Llew,wls WAL,"FW,MF",Norwich-City
19,Jason Shackell,/en/players/8d8655a9/Jason-Shackell,8d8655a9,Jason-Shack,eng ENG,DF,Norwich-City
20,Ryan Jarvis,/en/players/c1152711/Ryan-Jarvis,c1152711,Ryan-Jarvi,eng ENG,FW,Norwich-City
21,Keith Briggs,/en/players/afebe639/Keith-Briggs,febe639,Keith-Brigg,eng ENG,MF,Norwich-City
22,Dean Sinclair,/en/players/d193119d/Dean-Sinclair,d193119d,Dean-Sinclai,eng ENG,MF,Norwich-City
24,Damien Francis,/en/players/5a0cd907/Damien-Francis,5a0cd907,Damien-Franci,jm JAM,MF,Norwich-City
25,Darren Huckerby,/en/players/906c8f78/Darren-Huckerby,906c8f78,Darren-Huckerb,eng ENG,"FW,MF",Norwich-City
26,Mathias Svensson,/en/players/d735eec3/Mathias-Svensson,d735eec3,Mathias-Svensso,se SWE,FW,Norwich-City
27,Peter Crouch,/en/players/73d9bdc7/Peter-Crouch,73d9bdc7,Peter-Crouch,eng ENG,FW,Norwich-City
28,Leon McKenzie,/en/players/52e5b37f/Leon-McKenzie,52e5b37f,Leon-McKenzi,eng ENG,FW,Norwich-City
29,Kevin Harper,/en/players/af21d7af/Kevin-Harper,f21d7af,Kevin-H,sct SCO,FW,Norwich-City
30,Kevin Cooper,/en/players/5e9222c7/Kevin-Cooper,5e9222c7,Kevin-Coo,eng ENG,MF,Norwich-City
31,Jim Brennan,/en/players/67b576b3/Jim-Brennan,67b576b3,Jim-B,ca CAN,"DF,MF",Norwich-City
32,Elvis Hammond,/en/players/51ca8fed/Elvis-Hammond,51ca8fed,Elvis-Hammond,gh GHA,FW,Norwich-City
33,Marc Edworthy,/en/players/fc761a49/Marc-Edworthy,fc761a49,Marc-Edworth,eng ENG,DF,Norwich-City
34,David Bentley,/en/players/a00fbcec/David-Bentley,00fbcec,David-Bent,eng ENG,MF,Norwich-City
35,Simon Charlton,/en/players/d52b42c9/Simon-Charlton,d52b42c9,Simon-Charlto,eng ENG,DF,Norwich-City
36,Mattias Jonson,/en/players/ba36e6b1/Mattias-Jonson,ba36e6b1,Mattias-Jonso,se SWE,"FW,MF",Norwich-City
37,Gary Doherty,/en/players/db5c50dd/Gary-Doherty,db5c50dd,Gary-Dohert,ie IRL,"DF,FW",Norwich-City
38,Dean Ashton,/en/players/093e333b/Dean-Ashton,093e333b,Dean-Ashto,eng ENG,FW,Norwich-City
39,Thomas Helveg,/en/players/8388b5e0/Thomas-Helveg,8388b5e0,Thomas-Helveg,dk DEN,DF,Norwich-City
40,Youssef Safri,/en/players/96c42690/Youssef-Safri,96c42690,Youssef-Safri,ma MAR,MF,Norwich-City
