Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Carlos Cuéllar,es ESP,DF,39,39,0.0,3.0,2002-2003,/en/players/1222ab35/Carlos-Cuellar,1222ab35,Numancia,"3,479",38.7,9.0,1.0,62,1.0,2002,Numancia
,Unai Expósito,es ESP,DF,38,38,0.0,1.0,2002-2003,/en/players/3aca2200/Unai-Exposito,3aca2200,Numancia,"3,420",38.0,9.0,0.0,62,1.0,1258,Numancia
,Claudio Marini,ar ARG,MF,33,31,2.0,2.0,2002-2003,/en/players/446a7d68/Claudio-Marini,446a7d68,Numancia,"2,649",29.4,10.0,1.0,62,5.0,4222,Numancia
,Jaime Molina,es ESP,DF,30,29,0.0,0.0,2002-2003,/en/players/2e1f6f32/Jaime-Molina,2e1f6f32,Numancia,"2,457",27.3,13.0,0.0,62,1.0,4223,Numancia
,Daniel Fagiani,ar ARG,DF,28,28,1.0,4.0,2002-2003,/en/players/e7524ca1/Daniel-Fagiani,7524ca1,Numancia,"2,307",25.6,15.0,2.0,62,5.0,4224,Numancia
,Daniel N'Gom Kome,cm CMR,MF,32,26,4.0,5.0,2002-2003,/en/players/8076455d/Daniel-NGom-Kome,8076455d,Numancia,"2,305",25.6,9.0,1.0,62,36.0,1600,Numancia
,Luis García,es ESP,GK,26,26,0.0,0.0,2002-2003,/en/players/a716e5a4/Luis-Garcia,716e5a4,Numancia,"2,284",25.4,4.0,2.0,62,1.0,3549,Numancia
,Miguel Pérez,es ESP,MF,31,23,5.0,4.0,2002-2003,/en/players/b3f9e645/Miguel-Perez,b3f9e645,Numancia,"2,156",24.0,1.0,0.0,62,1.0,3300,Numancia
,Miguel Ángel Núñez Acosta,es ESP,MF,31,22,1.0,4.0,2002-2003,/en/players/26030e9b/Miguel-Angel-Nunez-Acosta,26030e9b,Numancia,"1,748",19.4,6.0,0.0,62,1.0,4225,Numancia
,Pacheta,es ESP,MF,28,19,1.0,2.0,2002-2003,/en/players/7545007b/Pacheta,7545007b,Numancia,"1,670",18.6,6.0,0.0,62,1.0,4226,Numancia
,Jesús Velasco,es ESP,DF,23,18,1.0,0.0,2002-2003,/en/players/13f8074d/Jesus-Velasco,13f8074d,Numancia,"1,488",16.5,4.0,0.0,62,1.0,4227,Numancia
,Pedro Ojeda,ar ARG,MF,26,16,3.0,2.0,2002-2003,/en/players/60b2ae27/Pedro-Ojeda,60b2ae27,Numancia,"1,558",17.3,5.0,1.0,62,5.0,4228,Numancia
,Diego Jaume,uy URU,DF,21,16,0.0,0.0,2002-2003,/en/players/9663d985/Diego-Jaume,9663d985,Numancia,"1,537",17.1,12.0,0.0,62,8.0,4229,Numancia
,Álvaro Núñez,uy URU,GK,17,16,0.0,0.0,2002-2003,/en/players/4267e1a9/Alvaro-Nunez,4267e1a9,Numancia,"1,496",16.6,1.0,0.0,62,8.0,4230,Numancia
,Octavio Viñals,es ESP,MF,22,15,1.0,2.0,2002-2003,/en/players/c2a9f580/Octavio-Vinals,c2a9f580,Numancia,"1,482",16.5,8.0,0.0,62,1.0,4231,Numancia
,Laurențiu Roșu,ro ROU,"FW,MF",26,15,0.0,5.0,2002-2003,/en/players/83e63626/Laurentiu-Rosu,83e63626,Numancia,"1,454",16.2,4.0,0.0,62,51.0,3156,Numancia
,Patrick Suffo,cm CMR,FW,18,15,2.0,4.0,2002-2003,/en/players/74f84d64/Patrick-Suffo,74f84d64,Numancia,"1,337",14.9,7.0,0.0,62,36.0,4232,Numancia
,Carlos Aranda,es ESP,FW,15,15,1.0,6.0,2002-2003,/en/players/2b60c45d/Carlos-Aranda,2b60c45d,Numancia,"1,124",12.5,2.0,1.0,62,1.0,1810,Numancia
,Sergio Sestelo,es ESP,FW,26,13,0.0,3.0,2002-2003,/en/players/3495d0f8/Sergio-Sestelo,3495d0f8,Numancia,"1,339",14.9,2.0,0.0,62,1.0,4233,Numancia
,José Antonio Culebras,es ESP,DF,18,13,0.0,0.0,2002-2003,/en/players/c8b270a2/Jose-Antonio-Culebras,c8b270a2,Numancia,"1,225",13.6,2.0,0.0,62,1.0,4115,Numancia
,Manolo Sánchez,es ESP,MF,15,9,1.0,0.0,2002-2003,/en/players/b40c4904/Manolo-Sanchez,b40c4904,Numancia,869,9.7,3.0,0.0,62,1.0,651,Numancia
,Rafael Riaño Torrecilla,es ESP,,12,7,0.0,0.0,2002-2003,/en/players/d7ae2ca1/Rafael-Riano-Torrecilla,d7ae2ca1,Numancia,660,7.3,2.0,0.0,62,1.0,90115,Numancia
,Sergio Cruz,,,9,7,1.0,1.0,2002-2003,No detected,,Numancia,517,5.7,0.0,0.0,62,,90116,Numancia
,André Schei Lindbæk,no NOR,FW,7,3,1.0,0.0,2002-2003,/en/players/198eb259/Andre-Schei-Lindbaek,198eb259,Numancia,335,3.7,0.0,0.0,62,21.0,4234,Numancia
,Gallego,es ESP,MF,4,3,0.0,0.0,2002-2003,/en/players/94927f28/Gallego,94927f28,Numancia,272,3.0,1.0,0.0,62,1.0,4235,Numancia
,Andres Armada,,,5,0,0.0,0.0,2002-2003,No detected,,Numancia,77,0.9,0.0,0.0,62,,90117,Numancia
,Mario,es ESP,MF,2,0,0.0,0.0,2002-2003,/en/players/4903e93a/Mario,4903e93a,Numancia,43,0.5,0.0,0.0,62,1.0,4246,Numancia
,﻿Luis García,es ESP,GK,42,42,0.0,0.0,2003-2004,/en/players/a716e5a4/Luis-Garcia,716e5a4,Numancia,"3,775",41.9,3.0,0.0,62,1.0,3549,Numancia
,José Antonio Culebras,es ESP,DF,41,39,1.0,4.0,2003-2004,/en/players/c8b270a2/Jose-Antonio-Culebras,c8b270a2,Numancia,"3,582",39.8,8.0,0.0,62,1.0,4115,Numancia
,Jesús Velasco,es ESP,DF,39,39,2.0,1.0,2003-2004,/en/players/13f8074d/Jesus-Velasco,13f8074d,Numancia,"3,364",37.4,9.0,1.0,62,1.0,4227,Numancia
,Juan Carlos Moreno,es ESP,MF,41,38,11.0,8.0,2003-2004,/en/players/74f2988b/Juan-Carlos-Moreno,74f2988b,Numancia,"3,477",38.6,7.0,0.0,62,1.0,4236,Numancia
,Jaime Molina,es ESP,DF,38,37,0.0,2.0,2003-2004,/en/players/2e1f6f32/Jaime-Molina,2e1f6f32,Numancia,"3,078",34.2,7.0,1.0,62,1.0,4223,Numancia
,Óscar Pulido,,MF,34,34,0.0,1.0,2003-2004,/en/players/7e01b9b3/Oscar-Pulido,7e01b9b3,Numancia,"2,949",32.8,9.0,0.0,62,,90078,Numancia
,Daniel Fagiani,ar ARG,DF,34,34,4.0,6.0,2003-2004,/en/players/e7524ca1/Daniel-Fagiani,7524ca1,Numancia,"2,845",31.6,19.0,2.0,62,5.0,4224,Numancia
,Julio Pineda,es ESP,FW,36,33,3.0,11.0,2003-2004,/en/players/09fc23e7/Julio-Pineda,09fc23e7,Numancia,"2,779",30.9,9.0,0.0,62,1.0,4237,Numancia
,Antonio González,es ESP,DF,32,32,0.0,4.0,2003-2004,/en/players/89f9eead/Antonio-Gonzalez,89f9eead,Numancia,"2,807",31.2,9.0,0.0,62,1.0,4238,Numancia
,Miguel Pérez,es ESP,MF,35,26,1.0,2.0,2003-2004,/en/players/b3f9e645/Miguel-Perez,b3f9e645,Numancia,"2,511",27.9,2.0,0.0,62,1.0,3300,Numancia
,Laurențiu Roșu,ro ROU,"FW,MF",36,26,2.0,8.0,2003-2004,/en/players/83e63626/Laurentiu-Rosu,83e63626,Numancia,"2,211",24.6,5.0,0.0,62,51.0,3156,Numancia
,Daniel N'Gom Kome,cm CMR,MF,30,24,5.0,6.0,2003-2004,/en/players/8076455d/Daniel-NGom-Kome,8076455d,Numancia,"1,975",21.9,6.0,2.0,62,36.0,1600,Numancia
,Octavio Viñals,es ESP,MF,16,10,1.0,0.0,2003-2004,/en/players/c2a9f580/Octavio-Vinals,c2a9f580,Numancia,772,8.6,0.0,1.0,62,1.0,4231,Numancia
,Juan Navarro,,,17,8,0.0,0.0,2003-2004,No detected,,Numancia,743,8.3,2.0,0.0,62,,90118,Numancia
,Mikel Alonso,es ESP,MF,10,7,2.0,1.0,2003-2004,/en/players/eab32eb2/Mikel-Alonso,b32eb2,Numancia,654,7.3,1.0,0.0,62,1.0,207,Numancia
,Chota,es ESP,FW,12,7,0.0,1.0,2003-2004,/en/players/6e8a6c53/Chota,6e8a6c53,Numancia,617,6.9,3.0,0.0,62,1.0,4105,Numancia
,Alberto Toril,es ESP,MF,8,7,0.0,0.0,2003-2004,/en/players/437bfac6/Alberto-Toril,437bfac6,Numancia,509,5.7,3.0,1.0,62,1.0,4239,Numancia
,Miguel Ángel Núñez Acosta,es ESP,MF,19,5,1.0,1.0,2003-2004,/en/players/26030e9b/Miguel-Angel-Nunez-Acosta,26030e9b,Numancia,570,6.3,0.0,0.0,62,1.0,4225,Numancia
,Xisco Nadal,es ESP,"FW,MF",15,5,0.0,1.0,2003-2004,/en/players/5dc11264/Xisco-Nadal,5dc11264,Numancia,534,5.9,1.0,0.0,62,1.0,2718,Numancia
,Luis Casado,,,6,3,0.0,0.0,2003-2004,No detected,,Numancia,275,3.1,2.0,0.0,62,,90092,Numancia
,Carlos Merino,es ESP,MF,16,2,0.0,1.0,2003-2004,/en/players/443c8c9a/Carlos-Merino,443c8c9a,Numancia,456,5.1,2.0,0.0,62,1.0,1252,Numancia
,Sergio Sestelo,es ESP,FW,15,2,0.0,2.0,2003-2004,/en/players/3495d0f8/Sergio-Sestelo,3495d0f8,Numancia,439,4.9,1.0,0.0,62,1.0,4233,Numancia
