,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Paolo Branduani,/en/players/0f917b09/Paolo-Branduani,0f917b09,Paolo-Branduani,it ITA,GK
1,Michele Castagnetti,/en/players/ad92526f/Michele-Castagnetti,d92526f,Michele-Castagnetti,it ITA,MF
2,Pietro Ceccaroni,/en/players/4d1efb48/Pietro-Ceccaroni,4d1efb48,Pietro-Ceccaroni,it ITA,DF
3,Federico Gentile,/en/players/1f6ccc20/Federico-Gentile,1f6ccc20,Federico-Genti,it ITA,MF
4,Nicolas Giani,/en/players/68eee4f9/Nicolas-Giani,68eee4f9,Nicolas-Giani,it ITA,DF
5,Manuel Lazzari,/en/players/02caf6e0/Manuel-Lazzari,02caf6e0,Manuel-Lazzari,it ITA,"DF,MF"
6,Luca Mora,/en/players/42fff925/Luca-Mora,42fff925,Luca-Mo,it ITA,MF
7,Tommaso Silvestri,/en/players/4fcf21ee/Tommaso-Silvestri,4fcf21ee,Tommaso-Silvestri,it ITA,DF
8,Davide Di Quinzio,/en/players/2d77e535/Davide-Di-Quinzio,2d77e535,Davide-Di-Quinzio,it ITA,MF
9,Marco Cellini,/en/players/2ec0ba76/Marco-Cellini,2ec0ba76,Marco-Cellini,it ITA,FW
10,Gianmarco Zigoni,/en/players/a37ed655/Gianmarco-Zigoni,37ed655,Gianmarco-Zigoni,it ITA,FW
11,Jacopo Ferri,/en/players/a622de01/Jacopo-Ferri,622de01,Jacopo-Ferri,it ITA,MF
12,Alessandro Bellemo,/en/players/fb8b8534/Alessandro-Bellemo,fb8b8534,Alessandro-Bellemo,it ITA,MF
13,Andrea Beghetto,/en/players/438dfc6a/Andrea-Beghetto,438dfc6a,Andrea-Beghetto,it ITA,"DF,MF"
14,Nikita Contini Baranovsky,/en/players/e95069bb/Nikita-Contini-Baranovsky,95069bb,Nikita-Contini-Baranovsk,it ITA,GK
15,Domenico Germinale,/en/players/20887cc5/Domenico-Germinale,20887cc5,Domenico-Germi,it ITA,FW
17,Mirco Antenucci,/en/players/43a2e16c/Mirco-Antenucci,43a2e16c,Mirco-Antenucci,it ITA,FW
18,Pasquale Schiattarella,/en/players/bd84fc61/Pasquale-Schiattarella,bd84fc61,Pasquale-Schiatt,it ITA,MF
19,Francesco Vicari,/en/players/de045b15/Francesco-Vicari,de045b15,Francesco-Vicari,it ITA,DF
20,Mariano Arini,/en/players/f63749cc/Mariano-Arini,f63749cc,Mariano-Arini,it ITA,MF
21,Michele Cremonesi,/en/players/53636fce/Michele-Cremonesi,53636fce,Michele-Cremonesi,it ITA,DF
22,Daniele Gasparetto,/en/players/6b3334d5/Daniele-Gasparetto,6b3334d5,Daniele-Gasparetto,it ITA,DF
23,Kevin Bonifazi,/en/players/fb77bfef/Kevin-Bonifazi,fb77bfef,Kevin-Bonifazi,it ITA,DF
24,Cristiano Del Grosso,/en/players/b0603a52/Cristiano-Del-Grosso,b0603a52,Cristiano-Del-Grosso,it ITA,DF
25,Filippo Costa,/en/players/00528660/Filippo-Costa,00528660,Filippo-Cost,it ITA,"DF,MF"
26,Mattia Finotto,/en/players/a96a244b/Mattia-Finotto,96a244b,Mattia-Finotto,it ITA,FW
27,Sergio Floccari,/en/players/df301450/Sergio-Floccari,df301450,Sergio-Floccari,it ITA,FW
28,Eros Schiavon,/en/players/c4f97172/Eros-Schiavon,c4f97172,Eros-Schiavo,it ITA,MF
29,Gabriele Marchegiani,/en/players/8cf63012/Gabriele-Marchegiani,8cf63012,Gabriele-Marchegiani,it ITA,GK
30,Simone Pontisso,/en/players/8a2d3fdb/Simone-Pontisso,8a2d3fdb,Simone-Pontisso,it ITA,MF
31,Paolo Ghiglione,/en/players/71dc23da/Paolo-Ghiglione,71dc23da,Paolo-Ghiglio,it ITA,"DF,MF"
32,Giacomo Poluzzi,/en/players/07f55871/Giacomo-Poluzzi,07f55871,Giacomo-Poluzzi,it ITA,GK
33,Luigi Grassi,/en/players/a2716665/Luigi-Grassi,2716665,Luigi-Grassi,it ITA,FW
34,Alberto Picchi,/en/players/80cbbd31/Alberto-Picchi,80cbbd31,Alberto-Picchi,it ITA,MF
36,Felipe dal Belo,/en/players/8cea6319/Felipe-dal-Belo,8cea6319,Felipe-dal-Belo,br BRA,DF
37,Federico Viviani,/en/players/2258c078/Federico-Viviani,2258c078,Federico-Viviani,it ITA,MF
38,Alberto Grassi,/en/players/6cc97b6a/Alberto-Grassi,6cc97b6a,Alberto-Grassi,it ITA,MF
39,Alfred Gomis,/en/players/cecbce23/Alfred-Gomis,cecbce23,Alfred-Gomi,sn SEN,GK
40,Alberto Paloschi,/en/players/b5cae4e6/Alberto-Paloschi,b5cae4e6,Alberto-Paloschi,it ITA,FW
41,Federico Mattiello,/en/players/fba81826/Federico-Mattiello,fba81826,Federico-Mattiello,it ITA,DF
42,Bartosz Salamon,/en/players/9b30df1e/Bartosz-Salamon,9b30df1e,Bartosz-Salamo,pl POL,DF
43,Jasmin Kurtić,/en/players/144607cc/Jasmin-Kurtic,144607cc,Jasmin-Kurtic,si SVN,"MF,FW"
44,Alex Meret,/en/players/9413b19f/Alex-Meret,9413b19f,Alex-Meret,it ITA,GK
45,Marco Borriello,/en/players/a889ffc7/Marco-Borriello,889ffc7,Marco-Borriello,it ITA,FW
46,Everton Luiz,/en/players/3799e138/Everton-Luiz,3799e138,Everton-Luiz,br BRA,MF
47,Sauli Väisänen,/en/players/23214a49/Sauli-Vaisanen,23214a49,Sauli-Vai,fi FIN,DF
48,Luca Rizzo,/en/players/a3e4b724/Luca-Rizzo,3e4b724,Luca-Rizzo,it ITA,MF
49,Lorenco Šimić,/en/players/65e4dede/Lorenco-Simic,65e4dede,Lorenco-Simic,hr CRO,DF
50,Federico Bonazzoli,/en/players/bf57eaab/Federico-Bonazzoli,bf57eaab,Federico-Bonazzoli,it ITA,"FW,DF"
51,Mattia Vitale,/en/players/8e4b894b/Mattia-Vitale,8e4b894b,Mattia-Vit,it ITA,"MF,FW"
52,Boukary Dramé,/en/players/a5cd894b/Boukary-Drame,5cd894b,Boukary-Dram,sn SEN,"DF,MF"
53,Gabriel Barbosa,/en/players/16280959/Gabriel-Barbosa,16280959,Gabriel-Barbo,br BRA,FW
54,Renato Barbosa,/en/players/ca34d0d8/Renato-Barbosa,ca34d0d8,Renato-Barbo,br BRA,DF
55,Giacomo Boccafoglia,/en/players/dc783952/Giacomo-Boccafoglia,dc783952,Giacomo-Boccafogli,it ITA,DF
56,Fabio Della Giovanna,/en/players/40872399/Fabio-Della-Giovanna,40872399,Fabio-Della-Giov,it ITA,DF
57,Salvatore Esposito,/en/players/5cf5c9ad/Salvatore-Esposito,5cf5c9ad,Salvatore-Esposito,it ITA,MF
58,Pio Francesco Russo,/en/players/5e913bf9/Pio-Francesco-Russo,5e913bf9,Pio-Francesco-Russo,it ITA,MF
59,Pa Konate,/en/players/b89eef6b/Pa-Konate,b89eef6b,Pa-Konat,gn GUI,DF
60,Luca Seri,/en/players/b107b681/Luca-Seri,b107b681,Luca-Seri,it ITA,GK
61,﻿Andrea Petagna,/en/players/03f946ed/Andrea-Petagna,03f946ed,Andrea-Petag,it ITA,FW
62,Simone Missiroli,/en/players/331c0a43/Simone-Missiroli,331c0a43,Simone-Missiroli,it ITA,MF
63,Mohamed Fares,/en/players/b7a5bc86/Mohamed-Fares,b7a5bc86,Mohamed-F,dz ALG,DF
64,Thiago Cionek,/en/players/46f5c54d/Thiago-Cionek,46f5c54d,Thiago-Cionek,pl POL,DF
65,Emiliano Viviano,/en/players/03760df0/Emiliano-Viviano,03760df0,Emiliano-Viviano,it ITA,GK
66,Mattia Valoti,/en/players/c414df9d/Mattia-Valoti,c414df9d,Mattia-Valoti,it ITA,MF
67,Alessandro Murgia,/en/players/fb2c533b/Alessandro-Murgia,fb2c533b,Alessandro-Murgi,it ITA,MF
68,Mirko Valdifiori,/en/players/c710f7d5/Mirko-Valdifiori,c710f7d5,Mirko-Valdifiori,it ITA,MF
69,Johan Djourou,/en/players/b8673e18/Johan-Djourou,b8673e18,Johan-Djourou,ch SUI,DF
70,Vanja Milinković-Savić,/en/players/9fa26bc2/Vanja-Milinkovic-Savic,9fa26bc2,Vanja-Milinkovic-Savic,rs SRB,GK
71,Vasco Regini,/en/players/339c6ed4/Vasco-Regini,339c6ed4,Vasco-Regini,it ITA,"DF,FW"
72,Marko Janković,/en/players/9866afec/Marko-Jankovic,9866afec,Marko-Jankovic,me MNE,"DF,MF"
73,Gabriele Moncini,/en/players/c4efe2b4/Gabriele-Moncini,c4efe2b4,Gabriele-Moncini,it ITA,MF
74,Ricardo Farcaş,/en/players/fc0c03fb/Ricardo-Farcas,fc0c03fb,Ricardo-Farc,ro ROU,DF
75,Andrea Fulignati,/en/players/195f5e38/Andrea-Fulignati,195f5e38,Andrea-Fulignati,it ITA,"FW,GK"
76,Lazar Nikolić,/en/players/f9c8dcf2/Lazar-Nikolic,f9c8dcf2,Lazar-Nikolic,rs SRB,MF
77,Andrea Rizzo Pinna,/en/players/91578193/Andrea-Rizzo-Pinna,91578193,Andrea-Rizzo-Pi,it ITA,MF
78,Marco Spina,/en/players/81d7f07f/Marco-Spina,81d7f07f,Marco-Spi,it ITA,MF
79,Demba Thiam,/en/players/0f47717b/Demba-Thiam,0f47717b,Demba-Thiam,sn SEN,GK
