,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿José Moratón,/en/players/f197b95a/Jose-Moraton,f197b95a,Jose-Morato,es ESP,DF
1,Juanma,/en/players/209581c1/Juanma,209581c1,Juanm,es ESP,DF
2,Pedro Munitis,/en/players/61b5cd53/Pedro-Munitis,61b5cd53,Pedro-Muniti,es ESP,FW
3,Javi Guerrero,/en/players/bd4345ec/Javi-Guerrero,bd4345ec,Javi-Guerrero,es ESP,FW
4,Erwin Lemmens,/en/players/a7a1a4c9/Erwin-Lemmens,7a1a4c9,Erwin-Lemm,be BEL,GK
5,Mehdi Nafti,/en/players/93e31883/Mehdi-Nafti,93e31883,Mehdi-Nafti,tn TUN,MF
6,Diego Mateo,/en/players/6ff0efaa/Diego-Mateo,6ff0efaa,Diego-Mateo,ar ARG,"DF,MF"
7,Javi Pineda,/en/players/4f3c2c52/Javi-Pineda,4f3c2c52,Javi-Pined,es ESP,DF
8,Yossi Benayoun,/en/players/8414bb13/Yossi-Benayoun,8414bb13,Yossi-Benayou,il ISR,MF
9,Mario Regueiro,/en/players/c792d665/Mario-Regueiro,c792d665,Mario-Regueiro,uy URU,"FW,MF"
10,Ismael Ruiz,/en/players/13401e74/Ismael-Ruiz,13401e74,Ismael-Ruiz,es ESP,MF
11,Neru,/en/players/1c8dd214/Neru,1c8dd214,Neru,es ESP,DF
12,Sietes,/en/players/bae8225f/Sietes,bae8225f,Siet,es ESP,DF
13,David Coromina,/en/players/bb603172/David-Coromina,bb603172,David-Coromi,es ESP,DF
14,Rodolfo Bodipo,/en/players/6cf2bc0e/Rodolfo-Bodipo,6cf2bc0e,Rodolfo-Bodipo,gq EQG,FW
15,Txiki,/en/players/ec52d35e/Txiki,c52d35e,Txiki,es ESP,MF
16,José María Ceballos,/en/players/60bed8c0/Jose-Maria-Ceballos,60bed8c0,Jose-Maria-Ceballo,es ESP,GK
17,Pablo Casar,/en/players/aa6c5d2f/Pablo-Casar,6c5d2f,Pablo-C,es ESP,DF
18,Pablo Lago,/en/players/e1a94953/Pablo-Lago,1a94953,Pablo-Lago,es ESP,MF
19,Pablo Sierra,/en/players/224f3a5f/Pablo-Sierra,224f3a5f,Pablo-Si,es ESP,MF
20,Diego Alonso,/en/players/21a7914b/Diego-Alonso,21a7914b,Diego-Alonso,uy URU,FW
21,Fernando Morán,/en/players/0fce6e4c/Fernando-Moran,0fce6e4c,Fernando-Mo,es ESP,MF
22,Sergio Matabuena,/en/players/93faf8c3/Sergio-Matabuena,93faf8c3,Sergio-Matabu,es ESP,MF
23,Ilan Bakhar,/en/players/c4028a33/Ilan-Bakhar,c4028a33,Ilan-Bakh,il ISR,DF
24,Borja,/en/players/2fbc90ef/Borja,2fbc90ef,Borj,es ESP,GK
25,Daniel Sarabia i Ricart,/en/players/4e455637/Daniel-Sarabia-i-Ricart,4e455637,Daniel-Sarabia-i-Ricart,es ESP,FW
