Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,Claudio Arzeno,ar ARG,DF,4,3,0.0,0.0,2002-2003,22ba1000,Racing-Santander,308,3.4,3.0,1.0,52.0,5.0,,Racing-Santander
,Ilan Bakhar,il ISR,DF,2,2,0.0,0.0,2002-2003,c4028a33,Racing-Santander,180,2.0,0.0,0.0,52.0,45.0,2842.0,Racing-Santander
,Borja,es ESP,GK,2,2,0.0,0.0,2002-2003,2fbc90ef,Racing-Santander,180,2.0,0.0,0.0,52.0,1.0,2843.0,Racing-Santander
,Daniel Sarabia i Ricart,es ESP,FW,6,2,0.0,0.0,2002-2003,4e455637,Racing-Santander,162,1.8,1.0,0.0,52.0,1.0,2844.0,Racing-Santander
,Messias Conceição Dos Santos,br BRA,MF,4,1,0.0,0.0,2002-2003,c88874fb,Racing-Santander,147,1.6,0.0,0.0,52.0,2.0,2845.0,Racing-Santander
,Icham Mouissi,dz ALG,DF,1,1,,0.0,2002-2003,c1294e4,Racing-Santander,68,0.8,0.0,0.0,52.0,37.0,2846.0,Racing-Santander
,Nacho Rodríguez,es ESP,FW,2,0,0.0,0.0,2002-2003,3bd03b8e,Racing-Santander,36,0.4,0.0,0.0,52.0,1.0,2847.0,Racing-Santander
,Edu Aguilar,es ESP,MF,2,0,0.0,0.0,2002-2003,bfb499f9,Racing-Santander,13,0.1,0.0,0.0,52.0,1.0,2848.0,Racing-Santander
,Jonatan Valle,es ESP,"FW,MF",1,0,0.0,0.0,2002-2003,25372a47,Racing-Santander,10,0.1,0.0,0.0,52.0,1.0,,Racing-Santander
,﻿Ricardo,es ESP,GK,34,34,0.0,0.0,2003-2004,2fe713ed,Racing-Santander,"3,060",34.0,0.0,0.0,52.0,1.0,,Racing-Santander
,Juanma,es ESP,DF,34,34,1.0,1.0,2003-2004,209581c1,Racing-Santander,"3,005",33.4,15.0,1.0,52.0,1.0,,Racing-Santander
,Pablo Casar,es ESP,DF,32,32,0.0,1.0,2003-2004,6c5d2f,Racing-Santander,"2,738",30.4,8.0,0.0,52.0,1.0,,Racing-Santander
,Fernando Morán,es ESP,MF,36,31,3.0,3.0,2003-2004,0fce6e4c,Racing-Santander,"2,713",30.1,10.0,0.0,52.0,1.0,2841.0,Racing-Santander
,Mehdi Nafti,tn TUN,MF,31,31,2.0,1.0,2003-2004,93e31883,Racing-Santander,"2,620",29.1,12.0,1.0,52.0,46.0,,Racing-Santander
,Yossi Benayoun,il ISR,MF,35,30,2.0,7.0,2003-2004,8414bb13,Racing-Santander,"2,693",29.9,6.0,0.0,52.0,45.0,2832.0,Racing-Santander
,Mario Regueiro,uy URU,"FW,MF",33,30,4.0,4.0,2003-2004,c792d665,Racing-Santander,"2,318",25.8,9.0,1.0,52.0,8.0,,Racing-Santander
,Javi Guerrero,es ESP,FW,36,27,3.0,11.0,2003-2004,bd4345ec,Racing-Santander,"2,464",27.4,4.0,0.0,52.0,1.0,,Racing-Santander
,Diego Mateo,ar ARG,"DF,MF",30,27,0.0,0.0,2003-2004,6ff0efaa,Racing-Santander,"1,960",21.8,9.0,2.0,52.0,5.0,,Racing-Santander
,Ayoze Díaz Díaz,es ESP,"DF,MF",28,24,0.0,0.0,2003-2004,b7209bcc,Racing-Santander,"2,148",23.9,5.0,0.0,52.0,1.0,,Racing-Santander
,Rodolfo Bodipo,gq EQG,FW,30,20,5.0,7.0,2003-2004,6cf2bc0e,Racing-Santander,"1,972",21.9,10.0,0.0,52.0,10.0,,Racing-Santander
,Neru,es ESP,DF,20,19,2.0,0.0,2003-2004,1c8dd214,Racing-Santander,"1,711",19.0,5.0,0.0,52.0,1.0,2834.0,Racing-Santander
,José Moratón,es ESP,DF,19,15,0.0,0.0,2003-2004,f197b95a,Racing-Santander,"1,453",16.1,4.0,0.0,52.0,1.0,2829.0,Racing-Santander
,Cristian Álvarez,ar ARG,"DF,MF",15,15,0.0,5.0,2003-2004,c7c82f11,Racing-Santander,"1,277",14.2,2.0,0.0,52.0,5.0,2849.0,Racing-Santander
,David Coromina,es ESP,DF,14,14,0.0,0.0,2003-2004,bb603172,Racing-Santander,"1,260",14.0,7.0,0.0,52.0,1.0,2836.0,Racing-Santander
,Sergio Matabuena,es ESP,MF,26,11,1.0,2.0,2003-2004,93faf8c3,Racing-Santander,"1,213",13.5,4.0,0.0,52.0,1.0,,Racing-Santander
,Omri Afek,il ISR,"DF,MF",25,8,1.0,2.0,2003-2004,cd16481,Racing-Santander,946,10.5,3.0,0.0,52.0,45.0,2850.0,Racing-Santander
,Jonatan Valle,es ESP,"FW,MF",25,5,3.0,2.0,2003-2004,25372a47,Racing-Santander,840,9.3,3.0,0.0,52.0,1.0,,Racing-Santander
,Dudu Aouate,il ISR,GK,4,4,0.0,0.0,2003-2004,4d1b3701,Racing-Santander,360,4.0,0.0,0.0,52.0,45.0,,Racing-Santander
,Anderson Silva,br BRA,MF,8,3,0.0,0.0,2003-2004,3e908744,Racing-Santander,256,2.8,1.0,0.0,52.0,2.0,,Racing-Santander
,Pablo Lago,es ESP,MF,7,3,0.0,0.0,2003-2004,1a94953,Racing-Santander,238,2.6,0.0,0.0,52.0,1.0,2839.0,Racing-Santander
,Txiki,es ESP,MF,5,1,0.0,0.0,2003-2004,c52d35e,Racing-Santander,139,1.5,0.0,0.0,52.0,1.0,2837.0,Racing-Santander
,Raúl del Campo,es ESP,FW,5,0,0.0,0.0,2003-2004,d8e5a4c6,Racing-Santander,77,0.9,0.0,0.0,52.0,1.0,2851.0,Racing-Santander
,﻿Dudu Aouate,il ISR,GK,37,37,0.0,0.0,2004-2005,4d1b3701,Racing-Santander,"3,330",37.0,4.0,0.0,52.0,45.0,,Racing-Santander
,Yossi Benayoun,il ISR,MF,35,35,3.0,9.0,2004-2005,8414bb13,Racing-Santander,"2,989",33.2,4.0,0.0,52.0,45.0,2832.0,Racing-Santander
,José Moratón,es ESP,DF,35,33,2.0,0.0,2004-2005,f197b95a,Racing-Santander,"3,060",34.0,12.0,0.0,52.0,1.0,2829.0,Racing-Santander
,Mario Regueiro,uy URU,"FW,MF",32,32,3.0,8.0,2004-2005,c792d665,Racing-Santander,"2,789",31.0,12.0,0.0,52.0,8.0,,Racing-Santander
,Fernando Morán,es ESP,MF,36,30,6.0,1.0,2004-2005,0fce6e4c,Racing-Santander,"2,590",28.8,3.0,1.0,52.0,1.0,2841.0,Racing-Santander
,Javi Guerrero,es ESP,FW,33,29,1.0,7.0,2004-2005,bd4345ec,Racing-Santander,"2,601",28.9,3.0,0.0,52.0,1.0,,Racing-Santander
,Anderson Silva,br BRA,MF,30,27,1.0,2.0,2004-2005,3e908744,Racing-Santander,"2,302",25.6,11.0,0.0,52.0,2.0,,Racing-Santander
,Oriol Lozano,es ESP,DF,25,24,1.0,0.0,2004-2005,d23e858,Racing-Santander,"2,113",23.5,9.0,1.0,52.0,1.0,2852.0,Racing-Santander
,Juanma,es ESP,DF,24,23,0.0,1.0,2004-2005,209581c1,Racing-Santander,"1,896",21.1,7.0,1.0,52.0,1.0,,Racing-Santander
,Pedro López Muñoz,es ESP,DF,20,18,3.0,1.0,2004-2005,60823a4,Racing-Santander,"1,691",18.8,6.0,1.0,52.0,1.0,,Racing-Santander
,David Aganzo,es ESP,FW,26,17,1.0,7.0,2004-2005,97e3ba49,Racing-Santander,"1,516",16.8,7.0,0.0,52.0,1.0,,Racing-Santander
,Hoalid Regragui,ma MAR,"DF,MF",17,16,0.0,0.0,2004-2005,654026a1,Racing-Santander,"1,388",15.4,7.0,1.0,52.0,26.0,2853.0,Racing-Santander
,Pablo Casar,es ESP,DF,14,14,0.0,0.0,2004-2005,6c5d2f,Racing-Santander,"1,176",13.1,5.0,0.0,52.0,1.0,,Racing-Santander
,Frantz Bertin,ht HAI,"DF,MF",15,13,0.0,0.0,2004-2005,6708334a,Racing-Santander,"1,276",14.2,3.0,0.0,52.0,47.0,2854.0,Racing-Santander
,Líbero Parri,es ESP,MF,26,13,3.0,0.0,2004-2005,203ff743,Racing-Santander,"1,171",13.0,4.0,0.0,52.0,1.0,,Racing-Santander
,Gerardo Torrado,mx MEX,MF,19,12,0.0,0.0,2004-2005,c966c9a3,Racing-Santander,"1,146",12.7,7.0,0.0,52.0,20.0,,Racing-Santander
,Ayoze Díaz Díaz,es ESP,"DF,MF",12,10,1.0,1.0,2004-2005,b7209bcc,Racing-Santander,971,10.8,2.0,0.0,52.0,1.0,,Racing-Santander
,Mehdi Nafti,tn TUN,MF,16,10,0.0,0.0,2004-2005,93e31883,Racing-Santander,864,9.6,6.0,1.0,52.0,46.0,,Racing-Santander
,Javier Arizmendi,es ESP,"FW,MF",22,7,0.0,3.0,2004-2005,14a6c075,Racing-Santander,760,8.4,0.0,0.0,52.0,1.0,,Racing-Santander
,Alessandro Pierini,it ITA,DF,5,5,0.0,0.0,2004-2005,8e313f0,Racing-Santander,431,4.8,1.0,1.0,52.0,9.0,2855.0,Racing-Santander
,Cristian Álvarez,ar ARG,"DF,MF",4,3,0.0,0.0,2004-2005,c7c82f11,Racing-Santander,233,2.6,2.0,0.0,52.0,5.0,2849.0,Racing-Santander
,Diego Mateo,ar ARG,"DF,MF",3,3,0.0,0.0,2004-2005,6ff0efaa,Racing-Santander,187,2.1,1.0,0.0,52.0,5.0,,Racing-Santander
,Jonatan Valle,es ESP,"FW,MF",22,2,0.0,0.0,2004-2005,25372a47,Racing-Santander,452,5.0,2.0,0.0,52.0,1.0,,Racing-Santander
,Argel Fucks,br BRA,DF,2,2,0.0,0.0,2004-2005,352091f0,Racing-Santander,154,1.7,1.0,0.0,52.0,2.0,2856.0,Racing-Santander
,Sergio Matabuena,es ESP,MF,7,1,0.0,0.0,2004-2005,93faf8c3,Racing-Santander,160,1.8,2.0,0.0,52.0,1.0,,Racing-Santander
,Pablo Sierra,es ESP,MF,2,1,0.0,0.0,2004-2005,224f3a5f,Racing-Santander,119,1.3,0.0,0.0,52.0,1.0,2840.0,Racing-Santander
,Toño,es ESP,GK,1,1,0.0,0.0,2004-2005,2ed4ea81,Racing-Santander,90,1.0,0.0,0.0,52.0,1.0,2857.0,Racing-Santander
,Fernando Marqués,es ESP,MF,3,0,0.0,0.0,2004-2005,71cccc52,Racing-Santander,84,0.9,0.0,0.0,52.0,1.0,,Racing-Santander
,Juanjo Expósito,es ESP,FW,2,0,,0.0,2004-2005,f0a0b756,Racing-Santander,31,0.3,0.0,0.0,52.0,1.0,,Racing-Santander
,﻿Dudu Aouate,il ISR,GK,37,37,0.0,0.0,2005-2006,4d1b3701,Racing-Santander,"3,330",37.0,4.0,0.0,52.0,45.0,,Racing-Santander
,Pablo Pinillos Caro,es ESP,DF,33,33,0.0,0.0,2005-2006,9d19d667,Racing-Santander,"2,835",31.5,6.0,3.0,52.0,1.0,2858.0,Racing-Santander
,Vitolo,es ESP,MF,33,30,1.0,0.0,2005-2006,0785296e,Racing-Santander,"2,549",28.3,10.0,1.0,52.0,1.0,,Racing-Santander
,Ayoze Díaz Díaz,es ESP,"DF,MF",28,28,2.0,2.0,2005-2006,b7209bcc,Racing-Santander,"2,384",26.5,8.0,0.0,52.0,1.0,,Racing-Santander
,Felipe Melo,br BRA,"DF,MF",33,26,7.0,3.0,2005-2006,b14d84d3,Racing-Santander,"2,520",28.0,10.0,1.0,52.0,2.0,,Racing-Santander
,José Moratón,es ESP,DF,24,23,1.0,1.0,2005-2006,f197b95a,Racing-Santander,"2,076",23.1,15.0,1.0,52.0,1.0,2829.0,Racing-Santander
,Óscar Serrano,es ESP,MF,32,23,2.0,1.0,2005-2006,c862ecc5,Racing-Santander,"2,049",22.8,10.0,1.0,52.0,1.0,2859.0,Racing-Santander
,Antoñito,es ESP,FW,32,21,2.0,9.0,2005-2006,822723a6,Racing-Santander,"2,037",22.6,5.0,0.0,52.0,1.0,,Racing-Santander
,Javier Casquero,es ESP,MF,26,20,2.0,5.0,2005-2006,b6daa16,Racing-Santander,"1,692",18.8,6.0,0.0,52.0,1.0,,Racing-Santander
,Oriol Lozano,es ESP,DF,19,19,0.0,0.0,2005-2006,d23e858,Racing-Santander,"1,659",18.4,13.0,0.0,52.0,1.0,2852.0,Racing-Santander
,Sergio Matabuena,es ESP,MF,23,16,0.0,3.0,2005-2006,93faf8c3,Racing-Santander,"1,436",16.0,7.0,0.0,52.0,1.0,,Racing-Santander
,Pablo Alfaro,es ESP,DF,17,16,0.0,1.0,2005-2006,9654a31,Racing-Santander,"1,378",15.3,2.0,1.0,52.0,1.0,,Racing-Santander
,Damià Abella,es ESP,"DF,MF",18,15,3.0,3.0,2005-2006,35b4a15,Racing-Santander,"1,368",15.2,2.0,0.0,52.0,1.0,,Racing-Santander
,Antonio Tomás,es ESP,MF,23,15,1.0,0.0,2005-2006,668d4e93,Racing-Santander,"1,232",13.7,3.0,0.0,52.0,1.0,,Racing-Santander
,Stéphane Dalmat,fr FRA,MF,16,12,1.0,0.0,2005-2006,d5fe3aa1,Racing-Santander,992,11.0,1.0,0.0,52.0,4.0,2860.0,Racing-Santander
,Neru,es ESP,DF,15,11,0.0,0.0,2005-2006,1c8dd214,Racing-Santander,"1,130",12.6,2.0,0.0,52.0,1.0,2834.0,Racing-Santander
,Juanjo Expósito,es ESP,FW,22,11,1.0,3.0,2005-2006,f0a0b756,Racing-Santander,"1,086",12.1,3.0,0.0,52.0,1.0,,Racing-Santander
,Jonatan Valle,es ESP,"FW,MF",18,9,0.0,0.0,2005-2006,25372a47,Racing-Santander,840,9.3,5.0,0.0,52.0,1.0,,Racing-Santander
,David Aganzo,es ESP,FW,17,8,0.0,3.0,2005-2006,97e3ba49,Racing-Santander,825,9.2,2.0,2.0,52.0,1.0,,Racing-Santander
,Mauricio Pinilla,cl CHI,FW,13,8,0.0,1.0,2005-2006,33bd231e,Racing-Santander,741,8.2,1.0,0.0,52.0,31.0,,Racing-Santander
,Hoalid Regragui,ma MAR,"DF,MF",9,8,0.0,0.0,2005-2006,654026a1,Racing-Santander,659,7.3,4.0,0.0,52.0,26.0,2853.0,Racing-Santander
,Ezequiel Garay,ar ARG,DF,7,7,0.0,0.0,2005-2006,c3fb1be,Racing-Santander,630,7.0,2.0,0.0,52.0,5.0,84.0,Racing-Santander
,Samuel,es ESP,DF,7,7,0.0,0.0,2005-2006,7055133,Racing-Santander,602,6.7,4.0,0.0,52.0,1.0,2861.0,Racing-Santander
,Raúl del Campo,es ESP,FW,13,6,0.0,0.0,2005-2006,d8e5a4c6,Racing-Santander,532,5.9,0.0,0.0,52.0,1.0,2851.0,Racing-Santander
,Wilfried Dalmat,mf SMN,"FW,MF",8,3,0.0,1.0,2005-2006,441884a2,Racing-Santander,339,3.8,1.0,0.0,52.0,97.0,2862.0,Racing-Santander
,Cristian Portilla,es ESP,MF,3,2,0.0,0.0,2005-2006,2f09542a,Racing-Santander,149,1.7,0.0,0.0,52.0,1.0,2863.0,Racing-Santander
,Lee Ho-jin,kr KOR,"DF,FW",1,1,,0.0,2005-2006,787a744f,Racing-Santander,90,1.0,0.0,0.0,52.0,30.0,2864.0,Racing-Santander
,Juan José Valencia,es ESP,GK,1,1,0.0,0.0,2005-2006,75a2676d,Racing-Santander,90,1.0,0.0,0.0,52.0,1.0,2865.0,Racing-Santander
,Álex García,es ESP,MF,1,0,,0.0,2005-2006,0c38a124,Racing-Santander,23,0.3,1.0,0.0,52.0,1.0,2866.0,Racing-Santander
,﻿Gonzalo Colsa,es ESP,MF,37,37,0.0,3.0,2006-2007,6fa12b44,Racing-Santander,"2,995",33.3,9.0,0.0,52.0,1.0,,Racing-Santander
,Pablo Pinillos Caro,es ESP,DF,35,35,0.0,0.0,2006-2007,9d19d667,Racing-Santander,"3,051",33.9,12.0,1.0,52.0,1.0,2858.0,Racing-Santander
,Rubén,es ESP,DF,34,34,0.0,2.0,2006-2007,d0c06281,Racing-Santander,"2,981",33.1,11.0,1.0,52.0,1.0,21.0,Racing-Santander
,Pedro Munitis,es ESP,FW,34,34,11.0,4.0,2006-2007,61b5cd53,Racing-Santander,"2,943",32.7,9.0,2.0,52.0,1.0,,Racing-Santander
,Toño,es ESP,GK,32,32,0.0,0.0,2006-2007,2ed4ea81,Racing-Santander,"2,820",31.3,3.0,1.0,52.0,1.0,2857.0,Racing-Santander
,Nikola Žigić,rs SRB,FW,32,32,5.0,11.0,2006-2007,d584e0,Racing-Santander,"2,768",30.8,12.0,1.0,52.0,28.0,,Racing-Santander
,Ezequiel Garay,ar ARG,DF,31,30,1.0,9.0,2006-2007,c3fb1be,Racing-Santander,"2,723",30.3,4.0,0.0,52.0,5.0,84.0,Racing-Santander
,Lionel Scaloni,ar ARG,"DF,MF",30,30,1.0,2.0,2006-2007,6cc4990c,Racing-Santander,"2,529",28.1,9.0,0.0,52.0,5.0,,Racing-Santander
,Óscar Serrano,es ESP,MF,31,28,3.0,0.0,2006-2007,c862ecc5,Racing-Santander,"2,312",25.7,8.0,0.0,52.0,1.0,2859.0,Racing-Santander
,Vitolo,es ESP,MF,33,25,0.0,0.0,2006-2007,0785296e,Racing-Santander,"2,397",26.6,11.0,1.0,52.0,1.0,,Racing-Santander
,Oriol Lozano,es ESP,DF,19,17,0.0,1.0,2006-2007,d23e858,Racing-Santander,"1,551",17.2,3.0,1.0,52.0,1.0,2852.0,Racing-Santander
,Luis Fernández,es ESP,DF,16,16,0.0,0.0,2006-2007,2e6263ab,Racing-Santander,"1,380",15.3,4.0,0.0,52.0,1.0,,Racing-Santander
,Felipe Melo,br BRA,"DF,MF",16,11,0.0,3.0,2006-2007,b14d84d3,Racing-Santander,"1,000",11.1,5.0,1.0,52.0,2.0,,Racing-Santander
,Antonio Tomás,es ESP,MF,20,10,0.0,0.0,2006-2007,668d4e93,Racing-Santander,756,8.4,7.0,0.0,52.0,1.0,,Racing-Santander
,Javier Balboa,gq EQG,"FW,MF",30,9,2.0,1.0,2006-2007,cf0dbde3,Racing-Santander,"1,094",12.2,1.0,0.0,52.0,10.0,48.0,Racing-Santander
,Cristian Álvarez,ar ARG,"DF,MF",24,9,3.0,1.0,2006-2007,c7c82f11,Racing-Santander,901,10.0,3.0,0.0,52.0,5.0,2849.0,Racing-Santander
,Christian,es ESP,DF,10,9,0.0,1.0,2006-2007,1d5a68fe,Racing-Santander,799,8.9,5.0,0.0,52.0,1.0,2867.0,Racing-Santander
,Juanjo Expósito,es ESP,FW,23,6,0.0,1.0,2006-2007,f0a0b756,Racing-Santander,727,8.1,4.0,0.0,52.0,1.0,,Racing-Santander
,Juan Calatayud,es ESP,GK,7,6,0.0,0.0,2006-2007,f1714283,Racing-Santander,600,6.7,0.0,0.0,52.0,1.0,,Racing-Santander
,Pablo Alfaro,es ESP,DF,5,4,0.0,0.0,2006-2007,9654a31,Racing-Santander,392,4.4,2.0,0.0,52.0,1.0,,Racing-Santander
,Momo,es ESP,MF,13,2,0.0,0.0,2006-2007,9857e65d,Racing-Santander,336,3.7,0.0,0.0,52.0,1.0,,Racing-Santander
,Sergio Matabuena,es ESP,MF,5,1,0.0,0.0,2006-2007,93faf8c3,Racing-Santander,153,1.7,1.0,0.0,52.0,1.0,,Racing-Santander
,José Moratón,es ESP,DF,2,1,0.0,0.0,2006-2007,f197b95a,Racing-Santander,118,1.3,0.0,0.0,52.0,1.0,2829.0,Racing-Santander
,David Aganzo,es ESP,FW,6,0,0.0,0.0,2006-2007,97e3ba49,Racing-Santander,148,1.6,1.0,0.0,52.0,1.0,,Racing-Santander
,Cristian Portilla,es ESP,MF,1,0,,0.0,2006-2007,2f09542a,Racing-Santander,26,0.3,0.0,0.0,52.0,1.0,2863.0,Racing-Santander
,Roberto Platero,es ESP,FW,1,0,,0.0,2006-2007,29ee93f5,Racing-Santander,22,0.2,0.0,0.0,52.0,1.0,2868.0,Racing-Santander
,Fernando de Abreu Ferreira,br BRA,DF,1,0,,0.0,2006-2007,4d387d87,Racing-Santander,6,0.1,0.0,0.0,52.0,2.0,2869.0,Racing-Santander
,﻿Gonzalo Colsa,es ESP,MF,38,35,0.0,2.0,2007-2008,6fa12b44,Racing-Santander,"3,035",33.7,4.0,0.0,52.0,1.0,,Racing-Santander
,Aldo Duscher,ar ARG,MF,34,33,2.0,5.0,2007-2008,44944ca7,Racing-Santander,"2,883",32.0,4.0,1.0,52.0,5.0,,Racing-Santander
,Toño,es ESP,GK,32,32,0.0,0.0,2007-2008,2ed4ea81,Racing-Santander,"2,818",31.3,3.0,1.0,52.0,1.0,2857.0,Racing-Santander
,Jorge López,es ESP,MF,35,32,5.0,6.0,2007-2008,cf66479e,Racing-Santander,"2,812",31.2,5.0,0.0,52.0,1.0,,Racing-Santander
,Pablo Pinillos Caro,es ESP,DF,32,30,1.0,0.0,2007-2008,9d19d667,Racing-Santander,"2,718",30.2,10.0,0.0,52.0,1.0,2858.0,Racing-Santander
,Óscar Serrano,es ESP,MF,34,29,1.0,3.0,2007-2008,c862ecc5,Racing-Santander,"2,332",25.9,13.0,1.0,52.0,1.0,2859.0,Racing-Santander
,Pedro Munitis,es ESP,FW,31,28,4.0,6.0,2007-2008,61b5cd53,Racing-Santander,"2,254",25.0,5.0,0.0,52.0,1.0,,Racing-Santander
,Euzebiusz Smolarek,pl POL,"FW,MF",34,23,2.0,4.0,2007-2008,cbb68ce7,Racing-Santander,"2,157",24.0,3.0,1.0,52.0,14.0,2870.0,Racing-Santander
,Ayoze Díaz Díaz,es ESP,"DF,MF",30,22,0.0,0.0,2007-2008,b7209bcc,Racing-Santander,"2,014",22.4,7.0,1.0,52.0,1.0,,Racing-Santander
,Ezequiel Garay,ar ARG,DF,22,22,0.0,3.0,2007-2008,c3fb1be,Racing-Santander,"1,908",21.2,1.0,1.0,52.0,5.0,84.0,Racing-Santander
,Oriol Lozano,es ESP,DF,24,22,0.0,0.0,2007-2008,d23e858,Racing-Santander,"1,858",20.6,9.0,0.0,52.0,1.0,2852.0,Racing-Santander
,Mohamed Tchité,bi BDI,FW,33,19,4.0,8.0,2007-2008,39b8619d,Racing-Santander,"1,971",21.9,4.0,0.0,52.0,98.0,2871.0,Racing-Santander
,César Navas,es ESP,DF,18,17,0.0,0.0,2007-2008,9f7ceb30,Racing-Santander,"1,575",17.5,0.0,0.0,52.0,1.0,,Racing-Santander
,Luis Fernández,es ESP,DF,19,17,0.0,0.0,2007-2008,2e6263ab,Racing-Santander,"1,507",16.7,3.0,0.0,52.0,1.0,,Racing-Santander
,Sergio Sánchez,es ESP,DF,19,13,1.0,0.0,2007-2008,83a83b0a,Racing-Santander,"1,287",14.3,4.0,0.0,52.0,1.0,,Racing-Santander
,José Moratón,es ESP,DF,18,10,1.0,0.0,2007-2008,f197b95a,Racing-Santander,"1,039",11.5,6.0,0.0,52.0,1.0,2829.0,Racing-Santander
,Pablo Álvarez,es ESP,MF,18,10,1.0,1.0,2007-2008,08af8dbe,Racing-Santander,971,10.8,3.0,1.0,52.0,1.0,,Racing-Santander
,Iván Bolado,gq EQG,FW,14,8,0.0,3.0,2007-2008,5686e45d,Racing-Santander,624,6.9,2.0,0.0,52.0,10.0,2872.0,Racing-Santander
,Fabio Coltorti,ch SUI,GK,7,6,0.0,0.0,2007-2008,6695cec2,Racing-Santander,588,6.5,0.0,0.0,52.0,39.0,2873.0,Racing-Santander
,Jordi López,es ESP,MF,14,4,1.0,0.0,2007-2008,b6fe8a4c,Racing-Santander,491,5.5,2.0,1.0,52.0,1.0,28.0,Racing-Santander
,Sergio Órteman,uy URU,MF,5,3,0.0,1.0,2007-2008,21de8eb2,Racing-Santander,240,2.7,2.0,0.0,52.0,8.0,2874.0,Racing-Santander
