Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Francesco Marianini,/en/players/97b18c0e/Francesco-Marianini,97b18c0e,Francesco-Marianini,it ITA,MF,Novara
1,Marco Rigoni,/en/players/703d969c/Marco-Rigoni,703d969c,Marco-Rigoni,it ITA,MF,Novara
2,Giuseppe Gemiti,/en/players/dd67558e/Giuseppe-Gemiti,dd67558e,Giuseppe-Gemiti,de GER,"DF,MF",Novara
3,Samir Ujkani,/en/players/96640846/Samir-Ujkani,96640846,Samir-Ujkani,xk KVX,GK,Novara
4,Filippo Porcari,/en/players/4e9ad4a3/Filippo-Porcari,4e9ad4a3,Filippo-Porcari,it ITA,MF,Novara
5,Carlalberto Ludi,/en/players/6686be0f/Carlalberto-Ludi,6686be0f,Carlalberto-Ludi,it ITA,DF,Novara
6,Cristian Bertani,/en/players/135d9b7f/Cristian-Bertani,135d9b7f,Cristian-Bertani,it ITA,FW,Novara
7,Simone Motta,/en/players/4029ad21/Simone-Motta,4029ad21,Simone-Mott,it ITA,FW,Novara
8,Michel Morganella,/en/players/02728546/Michel-Morganella,02728546,Michel-Morg,ch SUI,"DF,MF",Novara
9,Pablo González,/en/players/267aeac2/Pablo-Gonzalez,267aeac2,Pablo-Gonzalez,ar ARG,"FW,MF",Novara
10,Andrea Lisuzzo,/en/players/1137fff3/Andrea-Lisuzzo,1137fff3,Andrea-Lisuzzo,it ITA,DF,Novara
11,Matteo Centurioni,/en/players/5f04b66c/Matteo-Centurioni,5f04b66c,Matteo-Centurioni,it ITA,DF,Novara
12,Raffaele Rubino,/en/players/26f15b47/Raffaele-Rubino,26f15b47,Raffaele-Rubino,it ITA,FW,Novara
13,Mavillo Gheller,/en/players/9c08f01d/Mavillo-Gheller,9c08f01d,Mavillo-Gh,it ITA,DF,Novara
14,Manuel Scavone,/en/players/c278980c/Manuel-Scavone,c278980c,Manuel-Scavo,it ITA,MF,Novara
15,Andrea Parola,/en/players/aa19b163/Andrea-Parola,19b163,Andrea-Paro,it ITA,MF,Novara
16,Alex Pinardi,/en/players/ddc72e72/Alex-Pinardi,ddc72e72,Alex-Pinardi,it ITA,MF,Novara
17,Alberto Fontana,/en/players/00e3f15c/Alberto-Fontana,00e3f15c,Alberto-Font,it ITA,GK,Novara
18,Rijat Shala,/en/players/ffe169f1/Rijat-Shala,ffe169f1,Rijat-Sh,ch SUI,MF,Novara
19,Davide Drascek,/en/players/2816eaae/Davide-Drascek,2816eaae,Davide-Drascek,it ITA,MF,Novara
20,Nicola Ventola,/en/players/dc7672a6/Nicola-Ventola,dc7672a6,Nicola-Vento,it ITA,FW,Novara
21,Jean-Christophe Coubronne,/en/players/b0c26a1d/Jean-Christophe-Coubronne,b0c26a1d,Jean-Christophe-Coubro,fr FRA,DF,Novara
22,Laurent Lanteri,/en/players/9e6792cc/Laurent-Lanteri,9e6792cc,Laurent-Lanteri,fr FRA,"FW,MF",Novara
23,Emmanuel Gigliotti,/en/players/03a8b265/Emmanuel-Gigliotti,03a8b265,Emmanuel-Gigliotti,ar ARG,FW,Novara
24,Juliano Vicentini,/en/players/0d9020aa/Juliano-Vicentini,0d9020aa,Juliano-Vicentini,br BRA,MF,Novara
25,Alberto Cossentino,/en/players/52138b56/Alberto-Cossentino,52138b56,Alberto-Cossentino,it ITA,DF,Novara
27,Massimo Paci,/en/players/acd67755/Massimo-Paci,cd67755,Massimo-Paci,it ITA,DF,Novara
28,Santiago García,/en/players/0dca0fd9/Santiago-Garcia,0dca0fd9,Santiago-Garci,ar ARG,DF,Novara
29,Ivan Radovanović,/en/players/023937a9/Ivan-Radovanovic,023937a9,Ivan-Radovanovic,rs SRB,"DF,MF",Novara
30,Andrea Caracciolo,/en/players/61e267c5/Andrea-Caracciolo,61e267c5,Andrea-Caracciolo,it ITA,FW,Novara
31,Simone Pesce,/en/players/6b2a7ca3/Simone-Pesce,6b2a7ca3,Simone-Pesc,it ITA,MF,Novara
32,Jeda,/en/players/eeae9bc3/Jeda,9bc3,Jed,br BRA,FW,Novara
33,Paolo Dellafiore,/en/players/30d6ed0b/Paolo-Dellafiore,30d6ed0b,Paolo-Dellafio,it ITA,DF,Novara
34,Giuseppe Mascara,/en/players/d4fb7e8e/Giuseppe-Mascara,d4fb7e8e,Giuseppe-Masc,it ITA,FW,Novara
